<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:54f87e90423b0b1244dd189f8de4c0a6368638d8a45f63229a5888748c2ebd5e
size 3797
=======
DATE,VOLATILITY,VOLATILITY_SAMEMONTH,VOLATILITY_LASTMONTH,VOLATILITY_LASTYEAR,VOLATILITY_SUM,PRICE_SAMEMONTH,PRICE_LASTMONTH,PRICE_LASTYEAR,PRICE_SUM,SUM
2016-01-01,0.00496095546563937,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-02-01,0.0018047665388442038,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,6,3,0,9,9.0
2016-05-01,0.020586546655670463,1.0,1.0,0.0,2.0,10,7,0,17,19.0
2016-06-01,0.036160627231462336,2.0,2.0,0.0,4.0,15,12,0,27,31.0
2016-07-01,0.0,2.0,2.0,0.0,4.0,19,15,0,34,38.0
2016-08-01,0.02221287824903952,3.0,3.0,0.0,6.0,16,16,0,32,38.0
2016-09-01,0.020417247775147414,4.0,3.0,0.0,7.0,14,16,0,30,37.0
2016-10-01,0.028434626971679294,5.0,4.0,0.0,9.0,10,13,0,23,32.0
2016-11-01,0.04462876100498656,6.0,5.0,0.0,11.0,6,9,0,15,26.0
2016-12-01,0.03194991149468946,7.0,6.0,0.0,13.0,2,10,0,12,25.0
2017-01-01,0.02373301964236084,8.0,6.0,0.0,14.0,0,8,0,8,22.0
2017-02-01,0.02459648286931752,9.0,7.0,1.0,17.0,2,7,0,9,26.0
2017-03-01,0.04423627614570276,10.0,8.0,2.0,20.0,6,10,0,16,36.0
2017-04-01,0.0,10.0,8.0,2.0,20.0,10,13,0,23,43.0
2017-05-01,0.018949618870606897,10.0,8.0,3.0,21.0,12,11,0,23,44.0
2017-06-01,0.0,9.0,7.0,3.0,19.0,12,11,0,23,42.0
2017-07-01,0.0,9.0,7.0,3.0,19.0,8,8,0,16,35.0
2017-08-01,0.0,8.0,6.0,3.0,17.0,4,4,0,8,25.0
2017-09-01,0.017529957897411557,7.0,6.0,3.0,16.0,0,0,0,0,16.0
2017-10-01,0.0,6.0,5.0,3.0,14.0,0,0,0,0,14.0
2017-11-01,0.0,5.0,4.0,3.0,12.0,0,0,0,0,12.0
2017-12-01,0.0,4.0,3.0,3.0,10.0,0,2,0,2,12.0
2018-01-01,0.013118670039705398,3.0,3.0,3.0,9.0,2,5,0,7,16.0
2018-02-01,0.03299271534153908,3.0,3.0,3.0,9.0,4,7,0,11,20.0
2018-03-01,0.0,2.0,2.0,2.0,6.0,6,7,0,13,19.0
2018-04-01,0.0,2.0,2.0,2.0,6.0,6,7,0,13,19.0
