<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:65ae605ba063b24028bd70122d5c2da6b6802840bbad923597a9a5d8d5075efc
size 17569
=======
STARTDATA,ENDDATA,MAX_PRICE,MIN_PRICE,MAXMINRATIO
2016-01-01,2016-02-13,2100.0,2100.0,0.9995240361732508
2016-01-08,2016-02-20,2100.0,2100.0,0.9995240361732508
2016-01-15,2016-02-27,2100.0,2100.0,0.9995240361732508
2016-01-22,2016-03-05,2100.0,2100.0,0.9995240361732508
2016-01-29,2016-03-12,2100.0,2100.0,0.9995240361732508
2016-02-01,2016-03-15,2100.0,2100.0,0.9995240361732508
2016-02-08,2016-03-22,2100.0,2100.0,0.9995240361732508
2016-02-15,2016-03-29,2100.0,2100.0,0.9995240361732508
2016-02-22,2016-04-05,2100.0,2100.0,0.9995240361732508
2016-02-29,2016-04-12,2100.0,2100.0,0.9995240361732508
2016-03-07,2016-04-19,2100.0,2100.0,0.9995240361732508
2016-03-14,2016-04-26,2100.0,2100.0,0.9995240361732508
2016-03-21,2016-05-03,2100.0,2100.0,0.9995240361732508
2016-03-28,2016-05-10,2144.000001920001,2100.0,1.0204664454640653
2016-04-04,2016-05-17,2150.0,2100.0,1.0233222275107092
2016-04-11,2016-05-24,2150.0,2100.0,1.0233222275107092
2016-04-18,2016-05-31,2150.0,2100.0,1.0233222275107092
2016-04-25,2016-06-07,2150.0,2100.0,1.0233222275107092
2016-05-02,2016-06-14,2150.0,2100.0,1.0233222275107092
2016-05-09,2016-06-21,2150.0,2132.0000009600008,1.0079699948581098
2016-05-16,2016-06-28,2150.0,2150.0,0.99953509995351
2016-05-23,2016-07-05,2150.0,2150.0,0.99953509995351
2016-05-30,2016-07-12,2150.0,2150.0,0.99953509995351
2016-06-06,2016-07-19,2150.0,2150.0,0.99953509995351
2016-06-13,2016-07-26,2150.0,2150.0,0.99953509995351
2016-06-20,2016-08-02,2150.0,2150.0,0.99953509995351
2016-06-27,2016-08-09,2170.0,2150.0,1.00883310088331
2016-07-04,2016-08-16,2170.0,2150.0,1.00883310088331
2016-07-11,2016-08-23,2170.0,2150.0,1.00883310088331
2016-07-18,2016-08-30,2170.0,2150.0,1.00883310088331
2016-07-25,2016-09-06,2170.0,2150.0,1.00883310088331
2016-08-01,2016-09-13,2170.0,2150.0,1.00883310088331
2016-08-08,2016-09-20,2170.0,2150.0,1.00883310088331
2016-08-15,2016-09-27,2160.0,2150.0,1.00418410041841
2016-08-22,2016-10-04,2160.0,2140.0,1.0088743577767398
2016-08-29,2016-10-11,2160.0,2140.0,1.0088743577767398
2016-09-05,2016-10-18,2160.0,2140.0,1.0088743577767398
2016-09-12,2016-10-25,2160.0,2140.0,1.0088743577767398
2016-09-19,2016-11-01,2160.0,2140.0,1.0088743577767398
2016-09-26,2016-11-08,2160.0,2140.0,1.0088743577767398
2016-10-03,2016-11-15,2160.0,2140.0,1.0088743577767398
2016-10-10,2016-11-22,2160.0,2150.0,1.00418410041841
2016-10-17,2016-11-29,2160.0,2150.0,1.00418410041841
2016-10-24,2016-12-06,2160.0,2150.0,1.00418410041841
2016-10-31,2016-12-13,2160.0,2150.0,1.00418410041841
2016-11-07,2016-12-20,2160.0,2140.0,1.0088743577767398
2016-11-14,2016-12-27,2160.0,2140.0,1.0088743577767398
2016-11-21,2017-01-03,2160.0,2140.0,1.0088743577767398
2016-11-28,2017-01-10,2160.0,2140.0,1.0088743577767398
2016-12-05,2017-01-17,2160.0,2140.0,1.0088743577767398
2016-12-12,2017-01-24,2160.0,2140.0,1.0088743577767398
2016-12-19,2017-01-31,2160.0,2140.0,1.0088743577767398
2016-12-26,2017-02-07,2160.0,2150.0,1.00418410041841
2017-01-01,2017-02-13,2160.0,2150.0,1.00418410041841
2017-01-08,2017-02-20,2160.0,2100.0,1.028081865778201
2017-01-15,2017-02-27,2160.0,2100.0,1.028081865778201
2017-01-22,2017-03-06,2160.0,2100.0,1.028081865778201
2017-01-29,2017-03-13,2160.0,2100.0,1.028081865778201
2017-02-05,2017-03-20,2160.0,2100.0,1.028081865778201
2017-02-12,2017-03-27,2160.0,2100.0,1.028081865778201
2017-02-19,2017-04-03,2170.0,2112.5,1.0267329074994085
2017-02-26,2017-04-10,2170.0,2125.0,1.0206961429915333
2017-03-05,2017-04-17,2170.0,2150.0,1.00883310088331
2017-03-12,2017-04-24,2170.0,2150.0,1.00883310088331
2017-03-19,2017-05-01,2170.0,2150.0,1.00883310088331
