<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:f8669488e4804e04827d014d124945e50582f3604bc9ded3cfb3f251c42a77b5
size 3458
=======
DATE,VOLATILITY,VOLATILITY_SAMEMONTH,VOLATILITY_LASTMONTH,VOLATILITY_LASTYEAR,VOLATILITY_SUM,PRICE_SAMEMONTH,PRICE_LASTMONTH,PRICE_LASTYEAR,PRICE_SUM,SUM
2016-01-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-05-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-07-01,0.0221074212960911,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-08-01,0.0149603353794671,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-09-01,0.0574769799669064,1.0,1.0,0.0,2.0,0,0,0,0,2.0
2016-10-01,0.0,1.0,1.0,0.0,2.0,0,0,0,0,2.0
2016-11-01,0.0,1.0,1.0,0.0,2.0,0,0,0,0,2.0
2016-12-01,0.0,1.0,1.0,0.0,2.0,0,0,0,0,2.0
2017-01-01,0.0,1.0,1.0,0.0,2.0,0,0,0,0,2.0
2017-02-01,0.0,1.0,1.0,0.0,2.0,0,0,0,0,2.0
2017-03-01,0.0221444068209486,1.0,1.0,0.0,2.0,4,0,0,4,6.0
2017-04-01,0.0238408076135138,1.0,1.0,1.0,3.0,8,0,0,8,11.0
2017-05-01,0.0,1.0,1.0,1.0,3.0,10,0,3,13,16.0
2017-06-01,0.0,1.0,1.0,1.0,3.0,10,3,4,17,20.0
2017-07-01,0.0247174429547441,1.0,2.0,1.0,4.0,8,4,4,16,20.0
2017-08-01,0.0120844297478722,1.0,2.0,1.0,4.0,4,4,4,12,16.0
2017-09-01,0.0,0.0,1.0,1.0,2.0,0,4,4,8,10.0
2017-10-01,0.0,0.0,1.0,1.0,2.0,0,4,0,4,6.0
2017-11-01,0.0,0.0,1.0,1.0,2.0,0,0,0,0,2.0
2017-12-01,0.0,0.0,1.0,1.0,2.0,0,0,0,0,2.0
2018-01-01,0.0,0.0,1.0,1.0,2.0,0,0,0,0,2.0
2018-02-01,0.0,0.0,1.0,1.0,2.0,0,0,0,0,2.0
2018-03-01,0.0,0.0,1.0,1.0,2.0,3,0,0,3,5.0
2018-04-01,0.0,0.0,1.0,0.0,1.0,7,2,0,9,10.0
2018-05-01,0.0,0.0,1.0,0.0,1.0,12,7,0,19,20.0
2018-06-01,0.0,0.0,1.0,0.0,1.0,16,11,0,27,28.0
2018-07-01,0.0,0.0,0.0,0.0,0.0,19,15,0,34,34.0
2018-08-01,0.0,0.0,0.0,0.0,0.0,20,20,0,40,40.0
2018-09-01,0.0,0.0,0.0,0.0,0.0,20,20,0,40,40.0
2018-10-01,0.0,0.0,0.0,0.0,0.0,20,20,0,40,40.0
2018-11-01,0.0,0.0,0.0,0.0,0.0,20,20,0,40,40.0
2018-12-01,0.0,0.0,0.0,0.0,0.0,20,20,0,40,40.0
2019-01-01,0.0,0.0,0.0,0.0,0.0,20,20,0,40,40.0
2019-02-01,0.0,0.0,0.0,0.0,0.0,20,20,0,40,40.0
2019-03-01,0.0,0.0,0.0,0.0,0.0,20,20,0,40,40.0
2019-04-01,0.0,0.0,0.0,0.0,0.0,17,20,0,37,37.0
2019-05-01,0.0274066101743859,0.0,1.0,1.0,2.0,14,18,2,34,36.0
2019-06-01,0.0402390533528272,1.0,1.0,2.0,4.0,10,14,6,30,34.0
2019-07-01,0.0,1.0,1.0,2.0,4.0,5,10,11,26,30.0
2019-08-01,0.0,1.0,1.0,2.0,4.0,1,6,15,22,26.0
2019-09-01,0.0,1.0,1.0,2.0,4.0,0,2,19,21,25.0
2019-10-01,0.0,1.0,1.0,2.0,4.0,0,1,15,16,20.0
2019-11-01,0.0,1.0,1.0,2.0,4.0,0,1,12,13,17.0
2019-12-01,0.0,1.0,1.0,2.0,4.0,0,0,12,12,16.0
2020-01-01,0.0,1.0,1.0,2.0,4.0,5,1,10,16,20.0
2020-02-01,0.1361335127137742,2.0,2.0,3.0,7.0,9,5,8,22,29.0
2020-03-01,0.0136506634700092,2.0,2.0,3.0,7.0,13,9,8,30,37.0
2020-04-01,0.0223282733732916,2.0,2.0,3.0,7.0,18,12,10,40,47.0
2020-05-01,0.0291691166341345,3.0,1.0,3.0,7.0,18,14,10,42,49.0
2020-06-01,0.0,2.0,1.0,2.0,5.0,13,16,14,43,48.0
2020-07-01,0.0,2.0,1.0,2.0,5.0,9,14,18,41,46.0
