<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:b334e0597f8f157e832b8f6c54f2e3184fb07394a230115a91c51c6dd7c0b920
size 4652
=======
K,MANDI,ANOMALY,NORMAL,TOTAL
1.5,PUNJAB_PANCHKULA,35,159,194
1.5,UTTAR PRADESH_AGRA,114,80,194
1.5,WEST BENGAL_KOLKATA,0,194,194
1.6,PUNJAB_PANCHKULA,32,162,194
1.6,UTTAR PRADESH_AGRA,81,113,194
1.6,WEST BENGAL_KOLKATA,0,194,194
1.7000000000000002,PUNJAB_PANCHKULA,24,170,194
1.7000000000000002,UTTAR PRADESH_AGRA,57,137,194
1.7000000000000002,WEST BENGAL_KOLKATA,0,194,194
1.75,PUNJAB_PANCHKULA,23,171,194
1.75,UTTAR PRADESH_AGRA,43,151,194
1.75,WEST BENGAL_KOLKATA,0,194,194
1.8000000000000003,WEST BENGAL_KOLKATA,0,194,194
1.8000000000000003,PUNJAB_PANCHKULA,23,171,194
1.8000000000000003,UTTAR PRADESH_AGRA,36,158,194
1.9000000000000004,PUNJAB_PANCHKULA,23,171,194
1.9000000000000004,UTTAR PRADESH_AGRA,26,168,194
1.9000000000000004,WEST BENGAL_KOLKATA,0,194,194
2.0,PUNJAB_PANCHKULA,23,171,194
2.0,UTTAR PRADESH_AGRA,18,176,194
2.0,WEST BENGAL_KOLKATA,0,194,194
2.0000000000000004,WEST BENGAL_KOLKATA,0,194,194
2.0000000000000004,PUNJAB_PANCHKULA,23,171,194
2.0000000000000004,UTTAR PRADESH_AGRA,18,176,194
2.1000000000000005,WEST BENGAL_KOLKATA,0,194,194
2.1000000000000005,UTTAR PRADESH_AGRA,9,185,194
2.1000000000000005,PUNJAB_PANCHKULA,23,171,194
2.2000000000000006,PUNJAB_PANCHKULA,23,171,194
2.2000000000000006,UTTAR PRADESH_AGRA,8,186,194
2.2000000000000006,WEST BENGAL_KOLKATA,0,194,194
2.25,PUNJAB_PANCHKULA,23,171,194
2.25,UTTAR PRADESH_AGRA,8,186,194
2.25,WEST BENGAL_KOLKATA,0,194,194
2.3000000000000007,PUNJAB_PANCHKULA,23,171,194
2.3000000000000007,UTTAR PRADESH_AGRA,2,192,194
2.3000000000000007,WEST BENGAL_KOLKATA,0,194,194
2.400000000000001,UTTAR PRADESH_AGRA,0,194,194
2.400000000000001,WEST BENGAL_KOLKATA,0,194,194
2.400000000000001,PUNJAB_PANCHKULA,23,171,194
2.5,PUNJAB_PANCHKULA,23,171,194
2.5,UTTAR PRADESH_AGRA,0,194,194
2.5,WEST BENGAL_KOLKATA,0,194,194
2.500000000000001,PUNJAB_PANCHKULA,23,171,194
2.500000000000001,UTTAR PRADESH_AGRA,0,194,194
2.500000000000001,WEST BENGAL_KOLKATA,0,194,194
2.600000000000001,PUNJAB_PANCHKULA,23,171,194
2.600000000000001,UTTAR PRADESH_AGRA,0,194,194
2.600000000000001,WEST BENGAL_KOLKATA,0,194,194
2.700000000000001,WEST BENGAL_KOLKATA,0,194,194
2.700000000000001,PUNJAB_PANCHKULA,23,171,194
2.700000000000001,UTTAR PRADESH_AGRA,0,194,194
2.75,UTTAR PRADESH_AGRA,0,194,194
2.75,WEST BENGAL_KOLKATA,0,194,194
2.75,PUNJAB_PANCHKULA,23,171,194
2.800000000000001,PUNJAB_PANCHKULA,22,172,194
2.800000000000001,UTTAR PRADESH_AGRA,0,194,194
2.800000000000001,WEST BENGAL_KOLKATA,0,194,194
2.9000000000000012,PUNJAB_PANCHKULA,20,174,194
2.9000000000000012,UTTAR PRADESH_AGRA,0,194,194
2.9000000000000012,WEST BENGAL_KOLKATA,0,194,194
3.0,PUNJAB_PANCHKULA,16,178,194
3.0,UTTAR PRADESH_AGRA,0,194,194
3.0,WEST BENGAL_KOLKATA,0,194,194
3.0000000000000013,UTTAR PRADESH_AGRA,0,194,194
3.0000000000000013,WEST BENGAL_KOLKATA,0,194,194
3.0000000000000013,PUNJAB_PANCHKULA,16,178,194
3.1000000000000014,PUNJAB_PANCHKULA,7,187,194
3.1000000000000014,UTTAR PRADESH_AGRA,0,194,194
3.1000000000000014,WEST BENGAL_KOLKATA,0,194,194
3.2000000000000015,PUNJAB_PANCHKULA,4,190,194
3.2000000000000015,UTTAR PRADESH_AGRA,0,194,194
3.2000000000000015,WEST BENGAL_KOLKATA,0,194,194
3.25,PUNJAB_PANCHKULA,1,193,194
3.25,UTTAR PRADESH_AGRA,0,194,194
3.25,WEST BENGAL_KOLKATA,0,194,194
3.3000000000000016,WEST BENGAL_KOLKATA,0,194,194
3.3000000000000016,PUNJAB_PANCHKULA,0,194,194
3.3000000000000016,UTTAR PRADESH_AGRA,0,194,194
3.4000000000000017,WEST BENGAL_KOLKATA,0,194,194
3.4000000000000017,PUNJAB_PANCHKULA,0,194,194
3.4000000000000017,UTTAR PRADESH_AGRA,0,194,194
3.5,PUNJAB_PANCHKULA,0,194,194
3.5,UTTAR PRADESH_AGRA,0,194,194
3.5,WEST BENGAL_KOLKATA,0,194,194
3.5000000000000018,PUNJAB_PANCHKULA,0,194,194
3.5000000000000018,UTTAR PRADESH_AGRA,0,194,194
3.5000000000000018,WEST BENGAL_KOLKATA,0,194,194
3.600000000000002,PUNJAB_PANCHKULA,0,194,194
3.600000000000002,UTTAR PRADESH_AGRA,0,194,194
3.600000000000002,WEST BENGAL_KOLKATA,0,194,194
3.700000000000002,WEST BENGAL_KOLKATA,0,194,194
3.700000000000002,PUNJAB_PANCHKULA,0,194,194
3.700000000000002,UTTAR PRADESH_AGRA,0,194,194
3.75,PUNJAB_PANCHKULA,0,194,194
3.75,UTTAR PRADESH_AGRA,0,194,194
3.75,WEST BENGAL_KOLKATA,0,194,194
3.800000000000002,PUNJAB_PANCHKULA,0,194,194
3.800000000000002,UTTAR PRADESH_AGRA,0,194,194
3.800000000000002,WEST BENGAL_KOLKATA,0,194,194
3.900000000000002,UTTAR PRADESH_AGRA,0,194,194
3.900000000000002,PUNJAB_PANCHKULA,0,194,194
3.900000000000002,WEST BENGAL_KOLKATA,0,194,194
4.0,UTTAR PRADESH_AGRA,0,194,194
4.0,PUNJAB_PANCHKULA,0,194,194
