<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:4d4d5e3a0e2372ee38b0788160d0564310799a9ad8215591a22ad042a3e16152
size 6665
=======
K,MANDI,ANOMALY,NORMAL,TOTAL
1.5,KARNATAKA_BANGALORE,108,87,195
1.5,MAHARASHTRA_LASALGAON,112,83,195
1.5,UTTAR PRADESH_LUCKNOW,88,107,195
1.5,NCT OF DELHI_AZADPUR,98,97,195
1.6,KARNATAKA_BANGALORE,100,95,195
1.6,MAHARASHTRA_LASALGAON,107,88,195
1.6,UTTAR PRADESH_LUCKNOW,85,110,195
1.6,NCT OF DELHI_AZADPUR,94,101,195
1.7000000000000002,NCT OF DELHI_AZADPUR,85,110,195
1.7000000000000002,UTTAR PRADESH_LUCKNOW,79,116,195
1.7000000000000002,KARNATAKA_BANGALORE,92,103,195
1.7000000000000002,MAHARASHTRA_LASALGAON,100,95,195
1.75,KARNATAKA_BANGALORE,85,110,195
1.75,MAHARASHTRA_LASALGAON,94,101,195
1.75,UTTAR PRADESH_LUCKNOW,73,122,195
1.75,NCT OF DELHI_AZADPUR,83,112,195
1.8000000000000003,NCT OF DELHI_AZADPUR,81,114,195
1.8000000000000003,UTTAR PRADESH_LUCKNOW,72,123,195
1.8000000000000003,KARNATAKA_BANGALORE,82,113,195
1.8000000000000003,MAHARASHTRA_LASALGAON,87,108,195
1.9000000000000004,KARNATAKA_BANGALORE,75,120,195
1.9000000000000004,MAHARASHTRA_LASALGAON,76,119,195
1.9000000000000004,UTTAR PRADESH_LUCKNOW,71,124,195
1.9000000000000004,NCT OF DELHI_AZADPUR,77,118,195
2.0,KARNATAKA_BANGALORE,72,123,195
2.0,MAHARASHTRA_LASALGAON,73,122,195
2.0,UTTAR PRADESH_LUCKNOW,66,129,195
2.0,NCT OF DELHI_AZADPUR,71,124,195
2.0000000000000004,NCT OF DELHI_AZADPUR,71,124,195
2.0000000000000004,KARNATAKA_BANGALORE,72,123,195
2.0000000000000004,MAHARASHTRA_LASALGAON,73,122,195
2.0000000000000004,UTTAR PRADESH_LUCKNOW,66,129,195
2.1000000000000005,NCT OF DELHI_AZADPUR,62,133,195
2.1000000000000005,UTTAR PRADESH_LUCKNOW,65,130,195
2.1000000000000005,KARNATAKA_BANGALORE,71,124,195
2.1000000000000005,MAHARASHTRA_LASALGAON,70,125,195
2.2000000000000006,KARNATAKA_BANGALORE,64,131,195
2.2000000000000006,MAHARASHTRA_LASALGAON,66,129,195
2.2000000000000006,UTTAR PRADESH_LUCKNOW,63,132,195
2.2000000000000006,NCT OF DELHI_AZADPUR,59,136,195
2.25,KARNATAKA_BANGALORE,64,131,195
2.25,MAHARASHTRA_LASALGAON,66,129,195
2.25,UTTAR PRADESH_LUCKNOW,62,133,195
2.25,NCT OF DELHI_AZADPUR,56,139,195
2.3000000000000007,KARNATAKA_BANGALORE,62,133,195
2.3000000000000007,MAHARASHTRA_LASALGAON,66,129,195
2.3000000000000007,UTTAR PRADESH_LUCKNOW,62,133,195
2.3000000000000007,NCT OF DELHI_AZADPUR,54,141,195
2.400000000000001,NCT OF DELHI_AZADPUR,50,145,195
2.400000000000001,UTTAR PRADESH_LUCKNOW,60,135,195
2.400000000000001,MAHARASHTRA_LASALGAON,61,134,195
2.400000000000001,KARNATAKA_BANGALORE,61,134,195
2.5,KARNATAKA_BANGALORE,57,138,195
2.5,MAHARASHTRA_LASALGAON,57,138,195
2.5,UTTAR PRADESH_LUCKNOW,57,138,195
2.5,NCT OF DELHI_AZADPUR,49,146,195
2.500000000000001,KARNATAKA_BANGALORE,57,138,195
2.500000000000001,MAHARASHTRA_LASALGAON,57,138,195
2.500000000000001,UTTAR PRADESH_LUCKNOW,57,138,195
2.500000000000001,NCT OF DELHI_AZADPUR,49,146,195
2.600000000000001,KARNATAKA_BANGALORE,54,141,195
2.600000000000001,MAHARASHTRA_LASALGAON,55,140,195
2.600000000000001,UTTAR PRADESH_LUCKNOW,54,141,195
2.600000000000001,NCT OF DELHI_AZADPUR,44,151,195
2.700000000000001,UTTAR PRADESH_LUCKNOW,50,145,195
2.700000000000001,NCT OF DELHI_AZADPUR,44,151,195
2.700000000000001,KARNATAKA_BANGALORE,51,144,195
2.700000000000001,MAHARASHTRA_LASALGAON,54,141,195
2.75,UTTAR PRADESH_LUCKNOW,49,146,195
2.75,NCT OF DELHI_AZADPUR,43,152,195
2.75,KARNATAKA_BANGALORE,48,147,195
2.75,MAHARASHTRA_LASALGAON,53,142,195
2.800000000000001,KARNATAKA_BANGALORE,46,149,195
2.800000000000001,MAHARASHTRA_LASALGAON,53,142,195
2.800000000000001,UTTAR PRADESH_LUCKNOW,49,146,195
2.800000000000001,NCT OF DELHI_AZADPUR,41,154,195
2.9000000000000012,KARNATAKA_BANGALORE,43,152,195
2.9000000000000012,MAHARASHTRA_LASALGAON,52,143,195
2.9000000000000012,UTTAR PRADESH_LUCKNOW,47,148,195
2.9000000000000012,NCT OF DELHI_AZADPUR,38,157,195
3.0,KARNATAKA_BANGALORE,41,154,195
3.0,MAHARASHTRA_LASALGAON,50,145,195
3.0,UTTAR PRADESH_LUCKNOW,47,148,195
3.0,NCT OF DELHI_AZADPUR,36,159,195
3.0000000000000013,UTTAR PRADESH_LUCKNOW,47,148,195
3.0000000000000013,NCT OF DELHI_AZADPUR,36,159,195
3.0000000000000013,KARNATAKA_BANGALORE,41,154,195
3.0000000000000013,MAHARASHTRA_LASALGAON,50,145,195
3.1000000000000014,NCT OF DELHI_AZADPUR,34,161,195
3.1000000000000014,UTTAR PRADESH_LUCKNOW,42,153,195
3.1000000000000014,KARNATAKA_BANGALORE,40,155,195
3.1000000000000014,MAHARASHTRA_LASALGAON,50,145,195
3.2000000000000015,KARNATAKA_BANGALORE,39,156,195
3.2000000000000015,MAHARASHTRA_LASALGAON,48,147,195
3.2000000000000015,UTTAR PRADESH_LUCKNOW,38,157,195
3.2000000000000015,NCT OF DELHI_AZADPUR,32,163,195
3.25,KARNATAKA_BANGALORE,37,158,195
3.25,MAHARASHTRA_LASALGAON,47,148,195
3.25,UTTAR PRADESH_LUCKNOW,36,159,195
3.25,NCT OF DELHI_AZADPUR,31,164,195
3.3000000000000016,NCT OF DELHI_AZADPUR,26,169,195
3.3000000000000016,KARNATAKA_BANGALORE,37,158,195
3.3000000000000016,MAHARASHTRA_LASALGAON,44,151,195
3.3000000000000016,UTTAR PRADESH_LUCKNOW,35,160,195
3.4000000000000017,NCT OF DELHI_AZADPUR,21,174,195
3.4000000000000017,UTTAR PRADESH_LUCKNOW,32,163,195
3.4000000000000017,KARNATAKA_BANGALORE,31,164,195
3.4000000000000017,MAHARASHTRA_LASALGAON,44,151,195
3.5,KARNATAKA_BANGALORE,30,165,195
3.5,MAHARASHTRA_LASALGAON,42,153,195
3.5,UTTAR PRADESH_LUCKNOW,31,164,195
3.5,NCT OF DELHI_AZADPUR,20,175,195
3.5000000000000018,UTTAR PRADESH_LUCKNOW,31,164,195
3.5000000000000018,NCT OF DELHI_AZADPUR,20,175,195
3.5000000000000018,KARNATAKA_BANGALORE,30,165,195
3.5000000000000018,MAHARASHTRA_LASALGAON,42,153,195
3.600000000000002,KARNATAKA_BANGALORE,29,166,195
3.600000000000002,MAHARASHTRA_LASALGAON,39,156,195
3.600000000000002,UTTAR PRADESH_LUCKNOW,29,166,195
3.600000000000002,NCT OF DELHI_AZADPUR,18,177,195
3.700000000000002,KARNATAKA_BANGALORE,25,170,195
3.700000000000002,MAHARASHTRA_LASALGAON,38,157,195
