<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:dc53efc90087d2de1fb5163f8e91d9aa988a8fc28d4d7af6b402ec58a45b7cf2
size 6730
=======
K,MANDI,ANOMALY,NORMAL,TOTAL
1.5,PUNJAB_AJNALA,87,108,195
1.5,UTTAR PRADESH_LUCKNOW,99,96,195
1.5,WEST BENGAL_KALYANI,98,97,195
1.5,WEST BENGAL_BISHNUPUR(BANKURA),111,84,195
1.6,PUNJAB_AJNALA,83,112,195
1.6,UTTAR PRADESH_LUCKNOW,83,112,195
1.6,WEST BENGAL_KALYANI,91,104,195
1.6,WEST BENGAL_BISHNUPUR(BANKURA),102,93,195
1.7000000000000002,WEST BENGAL_BISHNUPUR(BANKURA),93,102,195
1.7000000000000002,WEST BENGAL_KALYANI,87,108,195
1.7000000000000002,PUNJAB_AJNALA,78,117,195
1.7000000000000002,UTTAR PRADESH_LUCKNOW,76,119,195
1.75,PUNJAB_AJNALA,77,118,195
1.75,UTTAR PRADESH_LUCKNOW,76,119,195
1.75,WEST BENGAL_KALYANI,86,109,195
1.75,WEST BENGAL_BISHNUPUR(BANKURA),89,106,195
1.8000000000000003,WEST BENGAL_BISHNUPUR(BANKURA),85,110,195
1.8000000000000003,WEST BENGAL_KALYANI,82,113,195
1.8000000000000003,PUNJAB_AJNALA,76,119,195
1.8000000000000003,UTTAR PRADESH_LUCKNOW,71,124,195
1.9000000000000004,PUNJAB_AJNALA,70,125,195
1.9000000000000004,UTTAR PRADESH_LUCKNOW,67,128,195
1.9000000000000004,WEST BENGAL_KALYANI,75,120,195
1.9000000000000004,WEST BENGAL_BISHNUPUR(BANKURA),76,119,195
2.0,PUNJAB_AJNALA,67,128,195
2.0,UTTAR PRADESH_LUCKNOW,63,132,195
2.0,WEST BENGAL_KALYANI,72,123,195
2.0,WEST BENGAL_BISHNUPUR(BANKURA),71,124,195
2.0000000000000004,WEST BENGAL_BISHNUPUR(BANKURA),71,124,195
2.0000000000000004,PUNJAB_AJNALA,67,128,195
2.0000000000000004,UTTAR PRADESH_LUCKNOW,63,132,195
2.0000000000000004,WEST BENGAL_KALYANI,72,123,195
2.1000000000000005,WEST BENGAL_BISHNUPUR(BANKURA),68,127,195
2.1000000000000005,WEST BENGAL_KALYANI,67,128,195
2.1000000000000005,PUNJAB_AJNALA,62,133,195
2.1000000000000005,UTTAR PRADESH_LUCKNOW,54,141,195
2.2000000000000006,PUNJAB_AJNALA,60,135,195
2.2000000000000006,UTTAR PRADESH_LUCKNOW,53,142,195
2.2000000000000006,WEST BENGAL_KALYANI,65,130,195
2.2000000000000006,WEST BENGAL_BISHNUPUR(BANKURA),59,136,195
2.25,PUNJAB_AJNALA,58,137,195
2.25,UTTAR PRADESH_LUCKNOW,53,142,195
2.25,WEST BENGAL_KALYANI,65,130,195
2.25,WEST BENGAL_BISHNUPUR(BANKURA),59,136,195
2.3000000000000007,PUNJAB_AJNALA,58,137,195
2.3000000000000007,UTTAR PRADESH_LUCKNOW,52,143,195
2.3000000000000007,WEST BENGAL_KALYANI,63,132,195
2.3000000000000007,WEST BENGAL_BISHNUPUR(BANKURA),56,139,195
2.400000000000001,WEST BENGAL_BISHNUPUR(BANKURA),52,143,195
2.400000000000001,WEST BENGAL_KALYANI,59,136,195
2.400000000000001,UTTAR PRADESH_LUCKNOW,46,149,195
2.400000000000001,PUNJAB_AJNALA,55,140,195
2.5,PUNJAB_AJNALA,48,147,195
2.5,UTTAR PRADESH_LUCKNOW,46,149,195
2.5,WEST BENGAL_KALYANI,55,140,195
2.5,WEST BENGAL_BISHNUPUR(BANKURA),49,146,195
2.500000000000001,PUNJAB_AJNALA,48,147,195
2.500000000000001,UTTAR PRADESH_LUCKNOW,46,149,195
2.500000000000001,WEST BENGAL_KALYANI,55,140,195
2.500000000000001,WEST BENGAL_BISHNUPUR(BANKURA),49,146,195
2.600000000000001,PUNJAB_AJNALA,40,155,195
2.600000000000001,UTTAR PRADESH_LUCKNOW,44,151,195
2.600000000000001,WEST BENGAL_KALYANI,51,144,195
2.600000000000001,WEST BENGAL_BISHNUPUR(BANKURA),47,148,195
2.700000000000001,WEST BENGAL_KALYANI,50,145,195
2.700000000000001,WEST BENGAL_BISHNUPUR(BANKURA),45,150,195
2.700000000000001,PUNJAB_AJNALA,37,158,195
2.700000000000001,UTTAR PRADESH_LUCKNOW,40,155,195
2.75,WEST BENGAL_KALYANI,49,146,195
2.75,WEST BENGAL_BISHNUPUR(BANKURA),45,150,195
