<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:837987ab74126c46cb069c45df54d585ac3decc873dfcfb8c0873701a1cb69d8
size 48785
=======
STARTDATE,ENDDATE,TYPE,MANDI
2016-03-18,2016-04-30,,UTTAR PRADESH_LUCKNOW
2016-03-18,2016-04-30,,MAHARASHTRA_LASALGAON
2016-03-25,2016-05-07,,UTTAR PRADESH_LUCKNOW
2016-03-25,2016-05-07,,NCT OF DELHI_AZADPUR
2016-03-25,2016-05-07,,MAHARASHTRA_LASALGAON
2016-03-25,2016-05-07,,KARNATAKA_BANGALORE
2016-04-01,2016-05-14,,UTTAR PRADESH_LUCKNOW
2016-04-01,2016-05-14,,NCT OF DELHI_AZADPUR
2016-04-01,2016-05-14,,KARNATAKA_BANGALORE
2016-04-01,2016-05-14,,MAHARASHTRA_LASALGAON
2016-04-08,2016-05-21,,MAHARASHTRA_LASALGAON
2016-04-08,2016-05-21,,UTTAR PRADESH_LUCKNOW
2016-04-08,2016-05-21,,KARNATAKA_BANGALORE
2016-04-08,2016-05-21,,NCT OF DELHI_AZADPUR
2016-04-15,2016-05-28,,KARNATAKA_BANGALORE
2016-04-15,2016-05-28,,UTTAR PRADESH_LUCKNOW
2016-04-15,2016-05-28,,NCT OF DELHI_AZADPUR
2016-04-15,2016-05-28,,MAHARASHTRA_LASALGAON
2016-04-22,2016-06-04,,NCT OF DELHI_AZADPUR
2016-04-22,2016-06-04,,MAHARASHTRA_LASALGAON
2016-04-22,2016-06-04,,KARNATAKA_BANGALORE
2016-04-22,2016-06-04,,UTTAR PRADESH_LUCKNOW
2016-04-29,2016-06-11,,KARNATAKA_BANGALORE
2016-04-29,2016-06-11,,MAHARASHTRA_LASALGAON
2016-04-29,2016-06-11,,UTTAR PRADESH_LUCKNOW
2016-04-29,2016-06-11,,NCT OF DELHI_AZADPUR
2016-05-06,2016-06-18,,MAHARASHTRA_LASALGAON
2016-05-06,2016-06-18,,UTTAR PRADESH_LUCKNOW
2016-05-06,2016-06-18,,NCT OF DELHI_AZADPUR
2016-05-06,2016-06-18,,KARNATAKA_BANGALORE
2016-05-13,2016-06-25,,MAHARASHTRA_LASALGAON
2016-05-13,2016-06-25,,UTTAR PRADESH_LUCKNOW
2016-05-13,2016-06-25,,KARNATAKA_BANGALORE
2016-05-13,2016-06-25,,NCT OF DELHI_AZADPUR
2016-05-20,2016-07-02,,UTTAR PRADESH_LUCKNOW
2016-05-20,2016-07-02,,MAHARASHTRA_LASALGAON
2016-05-20,2016-07-02,,NCT OF DELHI_AZADPUR
2016-05-20,2016-07-02,,KARNATAKA_BANGALORE
2016-05-27,2016-07-09,,MAHARASHTRA_LASALGAON
2016-05-27,2016-07-09,,KARNATAKA_BANGALORE
2016-05-27,2016-07-09,,UTTAR PRADESH_LUCKNOW
2016-05-27,2016-07-09,,NCT OF DELHI_AZADPUR
2016-06-03,2016-07-16,,MAHARASHTRA_LASALGAON
2016-06-03,2016-07-16,,UTTAR PRADESH_LUCKNOW
2016-06-03,2016-07-16,,NCT OF DELHI_AZADPUR
2016-06-03,2016-07-16,,KARNATAKA_BANGALORE
2016-06-10,2016-07-23,,UTTAR PRADESH_LUCKNOW
2016-06-10,2016-07-23,,MAHARASHTRA_LASALGAON
2016-06-10,2016-07-23,,NCT OF DELHI_AZADPUR
2016-06-10,2016-07-23,,KARNATAKA_BANGALORE
2016-06-17,2016-07-30,,KARNATAKA_BANGALORE
2016-06-17,2016-07-30,,NCT OF DELHI_AZADPUR
2016-06-17,2016-07-30,,UTTAR PRADESH_LUCKNOW
2016-06-17,2016-07-30,,MAHARASHTRA_LASALGAON
2016-06-24,2016-08-06,,KARNATAKA_BANGALORE
2016-06-24,2016-08-06,,NCT OF DELHI_AZADPUR
2016-06-24,2016-08-06,,UTTAR PRADESH_LUCKNOW
2016-06-24,2016-08-06,,MAHARASHTRA_LASALGAON
2016-07-01,2016-08-13,,KARNATAKA_BANGALORE
2016-07-01,2016-08-13,,NCT OF DELHI_AZADPUR
2016-07-01,2016-08-13,,UTTAR PRADESH_LUCKNOW
2016-07-01,2016-08-13,,MAHARASHTRA_LASALGAON
2016-07-08,2016-08-20,,NCT OF DELHI_AZADPUR
2016-07-08,2016-08-20,,MAHARASHTRA_LASALGAON
2016-07-08,2016-08-20,,KARNATAKA_BANGALORE
2016-07-08,2016-08-20,,UTTAR PRADESH_LUCKNOW
2016-07-15,2016-08-27,,MAHARASHTRA_LASALGAON
2016-07-15,2016-08-27,,NCT OF DELHI_AZADPUR
2016-07-15,2016-08-27,,KARNATAKA_BANGALORE
2016-07-15,2016-08-27,,UTTAR PRADESH_LUCKNOW
2016-07-22,2016-09-03,,KARNATAKA_BANGALORE
2016-07-22,2016-09-03,,NCT OF DELHI_AZADPUR
2016-07-22,2016-09-03,,MAHARASHTRA_LASALGAON
2016-07-22,2016-09-03,,UTTAR PRADESH_LUCKNOW
2016-07-29,2016-09-10,,NCT OF DELHI_AZADPUR
2016-07-29,2016-09-10,,KARNATAKA_BANGALORE
2016-07-29,2016-09-10,,MAHARASHTRA_LASALGAON
2016-07-29,2016-09-10,,UTTAR PRADESH_LUCKNOW
2016-08-05,2016-09-17,,UTTAR PRADESH_LUCKNOW
2016-08-05,2016-09-17,,MAHARASHTRA_LASALGAON
2016-08-05,2016-09-17,,KARNATAKA_BANGALORE
2016-08-05,2016-09-17,,NCT OF DELHI_AZADPUR
2016-08-12,2016-09-24,,NCT OF DELHI_AZADPUR
2016-08-12,2016-09-24,,UTTAR PRADESH_LUCKNOW
2016-08-12,2016-09-24,,MAHARASHTRA_LASALGAON
2016-08-12,2016-09-24,,KARNATAKA_BANGALORE
2016-08-19,2016-10-01,,UTTAR PRADESH_LUCKNOW
2016-08-19,2016-10-01,,KARNATAKA_BANGALORE
2016-08-19,2016-10-01,,NCT OF DELHI_AZADPUR
2016-08-19,2016-10-01,,MAHARASHTRA_LASALGAON
2016-08-26,2016-10-08,,UTTAR PRADESH_LUCKNOW
2016-08-26,2016-10-08,,KARNATAKA_BANGALORE
2016-08-26,2016-10-08,,MAHARASHTRA_LASALGAON
2016-08-26,2016-10-08,,NCT OF DELHI_AZADPUR
2016-09-02,2016-10-15,,MAHARASHTRA_LASALGAON
2016-09-02,2016-10-15,,NCT OF DELHI_AZADPUR
2016-09-02,2016-10-15,,UTTAR PRADESH_LUCKNOW
2016-09-02,2016-10-15,,KARNATAKA_BANGALORE
2016-09-09,2016-10-22,,MAHARASHTRA_LASALGAON
2016-09-09,2016-10-22,,KARNATAKA_BANGALORE
2016-09-09,2016-10-22,,NCT OF DELHI_AZADPUR
2016-09-09,2016-10-22,,UTTAR PRADESH_LUCKNOW
2016-09-16,2016-10-29,,KARNATAKA_BANGALORE
2016-09-16,2016-10-29,,MAHARASHTRA_LASALGAON
2016-09-16,2016-10-29,,UTTAR PRADESH_LUCKNOW
2016-09-16,2016-10-29,,NCT OF DELHI_AZADPUR
2016-09-23,2016-11-05,,MAHARASHTRA_LASALGAON
2016-09-23,2016-11-05,,NCT OF DELHI_AZADPUR
2016-09-23,2016-11-05,,KARNATAKA_BANGALORE
2016-09-23,2016-11-05,,UTTAR PRADESH_LUCKNOW
2016-09-30,2016-11-12,,NCT OF DELHI_AZADPUR
2016-09-30,2016-11-12,,KARNATAKA_BANGALORE
2016-09-30,2016-11-12,,UTTAR PRADESH_LUCKNOW
2016-09-30,2016-11-12,,MAHARASHTRA_LASALGAON
2016-10-07,2016-11-19,,UTTAR PRADESH_LUCKNOW
2016-10-07,2016-11-19,,NCT OF DELHI_AZADPUR
2016-10-07,2016-11-19,,KARNATAKA_BANGALORE
2016-10-07,2016-11-19,,MAHARASHTRA_LASALGAON
2016-10-14,2016-11-26,,KARNATAKA_BANGALORE
2016-10-14,2016-11-26,,UTTAR PRADESH_LUCKNOW
2016-10-14,2016-11-26,,NCT OF DELHI_AZADPUR
2016-10-14,2016-11-26,,MAHARASHTRA_LASALGAON
2016-10-21,2016-12-03,,NCT OF DELHI_AZADPUR
2016-10-21,2016-12-03,,MAHARASHTRA_LASALGAON
2016-10-21,2016-12-03,,UTTAR PRADESH_LUCKNOW
2016-10-21,2016-12-03,,KARNATAKA_BANGALORE
2016-10-28,2016-12-10,,MAHARASHTRA_LASALGAON
2016-10-28,2016-12-10,,KARNATAKA_BANGALORE
2016-10-28,2016-12-10,,UTTAR PRADESH_LUCKNOW
2016-10-28,2016-12-10,,NCT OF DELHI_AZADPUR
2016-11-04,2016-12-17,,KARNATAKA_BANGALORE
2016-11-04,2016-12-17,,UTTAR PRADESH_LUCKNOW
2016-11-04,2016-12-17,,MAHARASHTRA_LASALGAON
2016-11-04,2016-12-17,,NCT OF DELHI_AZADPUR
2016-11-11,2016-12-24,,UTTAR PRADESH_LUCKNOW
2016-11-11,2016-12-24,,MAHARASHTRA_LASALGAON
2016-11-11,2016-12-24,,NCT OF DELHI_AZADPUR
2016-11-11,2016-12-24,,KARNATAKA_BANGALORE
2016-11-18,2016-12-31,,KARNATAKA_BANGALORE
2016-11-18,2016-12-31,,UTTAR PRADESH_LUCKNOW
2016-11-18,2016-12-31,,MAHARASHTRA_LASALGAON
2016-11-18,2016-12-31,,NCT OF DELHI_AZADPUR
2016-11-25,2017-01-07,,MAHARASHTRA_LASALGAON
2016-11-25,2017-01-07,,NCT OF DELHI_AZADPUR
2016-11-25,2017-01-07,,UTTAR PRADESH_LUCKNOW
2016-11-25,2017-01-07,,KARNATAKA_BANGALORE
2016-12-02,2017-01-14,,KARNATAKA_BANGALORE
2016-12-02,2017-01-14,,NCT OF DELHI_AZADPUR
2016-12-02,2017-01-14,,MAHARASHTRA_LASALGAON
2016-12-02,2017-01-14,,UTTAR PRADESH_LUCKNOW
2016-12-09,2017-01-21,,NCT OF DELHI_AZADPUR
2016-12-09,2017-01-21,,MAHARASHTRA_LASALGAON
2016-12-09,2017-01-21,,UTTAR PRADESH_LUCKNOW
2016-12-09,2017-01-21,,KARNATAKA_BANGALORE
2016-12-16,2017-01-28,,UTTAR PRADESH_LUCKNOW
2016-12-16,2017-01-28,,KARNATAKA_BANGALORE
2016-12-16,2017-01-28,,MAHARASHTRA_LASALGAON
2016-12-16,2017-01-28,,NCT OF DELHI_AZADPUR
2016-12-23,2017-02-04,,MAHARASHTRA_LASALGAON
2016-12-23,2017-02-04,,NCT OF DELHI_AZADPUR
2016-12-23,2017-02-04,,UTTAR PRADESH_LUCKNOW
2016-12-23,2017-02-04,,KARNATAKA_BANGALORE
2016-12-30,2017-02-11,,NCT OF DELHI_AZADPUR
2016-12-30,2017-02-11,,UTTAR PRADESH_LUCKNOW
2016-12-30,2017-02-11,,KARNATAKA_BANGALORE
2016-12-30,2017-02-11,,MAHARASHTRA_LASALGAON
2017-01-01,2017-02-13,Normal,NCT OF DELHI_AZADPUR
2017-01-01,2017-02-13,Normal,MAHARASHTRA_LASALGAON
2017-01-01,2017-02-13,Anomaly,KARNATAKA_BANGALORE
2017-01-01,2017-02-13,Normal,UTTAR PRADESH_LUCKNOW
2017-01-08,2017-02-20,Normal,NCT OF DELHI_AZADPUR
2017-01-08,2017-02-20,Anomaly,KARNATAKA_BANGALORE
2017-01-08,2017-02-20,Normal,UTTAR PRADESH_LUCKNOW
2017-01-08,2017-02-20,Normal,MAHARASHTRA_LASALGAON
2017-01-15,2017-02-27,Normal,MAHARASHTRA_LASALGAON
2017-01-15,2017-02-27,Normal,NCT OF DELHI_AZADPUR
2017-01-15,2017-02-27,Normal,UTTAR PRADESH_LUCKNOW
2017-01-15,2017-02-27,Normal,KARNATAKA_BANGALORE
2017-01-22,2017-03-06,Normal,MAHARASHTRA_LASALGAON
2017-01-22,2017-03-06,Normal,UTTAR PRADESH_LUCKNOW
2017-01-22,2017-03-06,Normal,NCT OF DELHI_AZADPUR
2017-01-22,2017-03-06,Normal,KARNATAKA_BANGALORE
2017-01-29,2017-03-13,Normal,NCT OF DELHI_AZADPUR
2017-01-29,2017-03-13,Normal,MAHARASHTRA_LASALGAON
2017-01-29,2017-03-13,Normal,UTTAR PRADESH_LUCKNOW
2017-01-29,2017-03-13,Normal,KARNATAKA_BANGALORE
2017-02-05,2017-03-20,Normal,MAHARASHTRA_LASALGAON
2017-02-05,2017-03-20,Normal,NCT OF DELHI_AZADPUR
2017-02-05,2017-03-20,Normal,UTTAR PRADESH_LUCKNOW
2017-02-05,2017-03-20,Normal,KARNATAKA_BANGALORE
2017-02-12,2017-03-27,Normal,KARNATAKA_BANGALORE
2017-02-12,2017-03-27,Normal,UTTAR PRADESH_LUCKNOW
2017-02-12,2017-03-27,Normal,MAHARASHTRA_LASALGAON
2017-02-12,2017-03-27,Normal,NCT OF DELHI_AZADPUR
2017-02-19,2017-04-03,Normal,NCT OF DELHI_AZADPUR
2017-02-19,2017-04-03,Normal,MAHARASHTRA_LASALGAON
2017-02-19,2017-04-03,Normal,KARNATAKA_BANGALORE
2017-02-19,2017-04-03,Normal,UTTAR PRADESH_LUCKNOW
2017-02-26,2017-04-10,Normal,KARNATAKA_BANGALORE
2017-02-26,2017-04-10,Normal,UTTAR PRADESH_LUCKNOW
2017-02-26,2017-04-10,Normal,MAHARASHTRA_LASALGAON
2017-02-26,2017-04-10,Normal,NCT OF DELHI_AZADPUR
2017-03-05,2017-04-17,Normal,NCT OF DELHI_AZADPUR
2017-03-05,2017-04-17,Normal,MAHARASHTRA_LASALGAON
2017-03-05,2017-04-17,Normal,UTTAR PRADESH_LUCKNOW
2017-03-05,2017-04-17,Normal,KARNATAKA_BANGALORE
2017-03-12,2017-04-24,Normal,NCT OF DELHI_AZADPUR
2017-03-12,2017-04-24,Normal,MAHARASHTRA_LASALGAON
2017-03-12,2017-04-24,Normal,KARNATAKA_BANGALORE
2017-03-12,2017-04-24,Normal,UTTAR PRADESH_LUCKNOW
2017-03-19,2017-05-01,Normal,MAHARASHTRA_LASALGAON
2017-03-19,2017-05-01,Normal,KARNATAKA_BANGALORE
2017-03-19,2017-05-01,Normal,NCT OF DELHI_AZADPUR
2017-03-19,2017-05-01,Normal,UTTAR PRADESH_LUCKNOW
2017-03-26,2017-05-08,Normal,NCT OF DELHI_AZADPUR
2017-03-26,2017-05-08,Normal,KARNATAKA_BANGALORE
2017-03-26,2017-05-08,Normal,UTTAR PRADESH_LUCKNOW
2017-03-26,2017-05-08,Normal,MAHARASHTRA_LASALGAON
2017-04-02,2017-05-15,Normal,UTTAR PRADESH_LUCKNOW
2017-04-02,2017-05-15,Normal,KARNATAKA_BANGALORE
2017-04-02,2017-05-15,Normal,MAHARASHTRA_LASALGAON
2017-04-02,2017-05-15,Normal,NCT OF DELHI_AZADPUR
2017-04-09,2017-05-22,Normal,KARNATAKA_BANGALORE
2017-04-09,2017-05-22,Normal,UTTAR PRADESH_LUCKNOW
2017-04-09,2017-05-22,Normal,MAHARASHTRA_LASALGAON
2017-04-09,2017-05-22,Normal,NCT OF DELHI_AZADPUR
2017-04-16,2017-05-29,Normal,NCT OF DELHI_AZADPUR
2017-04-16,2017-05-29,Normal,MAHARASHTRA_LASALGAON
2017-04-16,2017-05-29,Normal,UTTAR PRADESH_LUCKNOW
2017-04-16,2017-05-29,Normal,KARNATAKA_BANGALORE
2017-04-23,2017-06-05,Normal,NCT OF DELHI_AZADPUR
2017-04-23,2017-06-05,Normal,KARNATAKA_BANGALORE
2017-04-23,2017-06-05,Normal,MAHARASHTRA_LASALGAON
2017-04-23,2017-06-05,Normal,UTTAR PRADESH_LUCKNOW
2017-04-30,2017-06-12,Normal,KARNATAKA_BANGALORE
2017-04-30,2017-06-12,Normal,UTTAR PRADESH_LUCKNOW
2017-04-30,2017-06-12,Normal,NCT OF DELHI_AZADPUR
2017-04-30,2017-06-12,Normal,MAHARASHTRA_LASALGAON
2017-05-07,2017-06-19,Normal,UTTAR PRADESH_LUCKNOW
2017-05-07,2017-06-19,Normal,KARNATAKA_BANGALORE
2017-05-07,2017-06-19,Normal,NCT OF DELHI_AZADPUR
2017-05-07,2017-06-19,Normal,MAHARASHTRA_LASALGAON
2017-05-14,2017-06-26,Normal,KARNATAKA_BANGALORE
2017-05-14,2017-06-26,Normal,MAHARASHTRA_LASALGAON
2017-05-14,2017-06-26,Normal,NCT OF DELHI_AZADPUR
2017-05-14,2017-06-26,Normal,UTTAR PRADESH_LUCKNOW
2017-05-21,2017-07-03,Normal,MAHARASHTRA_LASALGAON
2017-05-21,2017-07-03,Normal,NCT OF DELHI_AZADPUR
2017-05-21,2017-07-03,Normal,UTTAR PRADESH_LUCKNOW
2017-05-21,2017-07-03,Normal,KARNATAKA_BANGALORE
2017-05-28,2017-07-10,Normal,KARNATAKA_BANGALORE
2017-05-28,2017-07-10,Normal,MAHARASHTRA_LASALGAON
2017-05-28,2017-07-10,Normal,NCT OF DELHI_AZADPUR
2017-05-28,2017-07-10,Normal,UTTAR PRADESH_LUCKNOW
2017-06-04,2017-07-17,Normal,UTTAR PRADESH_LUCKNOW
2017-06-04,2017-07-17,Normal,MAHARASHTRA_LASALGAON
2017-06-04,2017-07-17,Normal,KARNATAKA_BANGALORE
2017-06-04,2017-07-17,Normal,NCT OF DELHI_AZADPUR
2017-06-11,2017-07-24,Normal,NCT OF DELHI_AZADPUR
2017-06-11,2017-07-24,Normal,UTTAR PRADESH_LUCKNOW
2017-06-11,2017-07-24,Normal,MAHARASHTRA_LASALGAON
2017-06-11,2017-07-24,Normal,KARNATAKA_BANGALORE
2017-06-18,2017-07-31,Normal,UTTAR PRADESH_LUCKNOW
2017-06-18,2017-07-31,Normal,KARNATAKA_BANGALORE
2017-06-18,2017-07-31,Normal,MAHARASHTRA_LASALGAON
2017-06-18,2017-07-31,Normal,NCT OF DELHI_AZADPUR
2017-06-25,2017-08-07,Normal,NCT OF DELHI_AZADPUR
2017-06-25,2017-08-07,Normal,MAHARASHTRA_LASALGAON
2017-06-25,2017-08-07,Normal,KARNATAKA_BANGALORE
2017-06-25,2017-08-07,Normal,UTTAR PRADESH_LUCKNOW
2017-07-02,2017-08-14,Normal,UTTAR PRADESH_LUCKNOW
2017-07-02,2017-08-14,Normal,NCT OF DELHI_AZADPUR
2017-07-02,2017-08-14,Normal,KARNATAKA_BANGALORE
2017-07-02,2017-08-14,Normal,MAHARASHTRA_LASALGAON
2017-07-09,2017-08-21,Normal,UTTAR PRADESH_LUCKNOW
2017-07-09,2017-08-21,Normal,KARNATAKA_BANGALORE
2017-07-09,2017-08-21,Normal,NCT OF DELHI_AZADPUR
2017-07-09,2017-08-21,Normal,MAHARASHTRA_LASALGAON
2017-07-16,2017-08-28,Normal,KARNATAKA_BANGALORE
2017-07-16,2017-08-28,Normal,MAHARASHTRA_LASALGAON
2017-07-16,2017-08-28,Normal,NCT OF DELHI_AZADPUR
2017-07-16,2017-08-28,Normal,UTTAR PRADESH_LUCKNOW
2017-07-23,2017-09-04,Normal,NCT OF DELHI_AZADPUR
2017-07-23,2017-09-04,Normal,UTTAR PRADESH_LUCKNOW
2017-07-23,2017-09-04,Normal,MAHARASHTRA_LASALGAON
2017-07-23,2017-09-04,Normal,KARNATAKA_BANGALORE
2017-07-30,2017-09-11,Normal,MAHARASHTRA_LASALGAON
2017-07-30,2017-09-11,Normal,KARNATAKA_BANGALORE
2017-07-30,2017-09-11,Normal,NCT OF DELHI_AZADPUR
2017-07-30,2017-09-11,Normal,UTTAR PRADESH_LUCKNOW
2017-08-06,2017-09-18,Normal,NCT OF DELHI_AZADPUR
2017-08-06,2017-09-18,Normal,UTTAR PRADESH_LUCKNOW
2017-08-06,2017-09-18,Normal,KARNATAKA_BANGALORE
2017-08-06,2017-09-18,Normal,MAHARASHTRA_LASALGAON
2017-08-13,2017-09-25,Normal,UTTAR PRADESH_LUCKNOW
2017-08-13,2017-09-25,Normal,MAHARASHTRA_LASALGAON
2017-08-13,2017-09-25,Normal,NCT OF DELHI_AZADPUR
2017-08-13,2017-09-25,Normal,KARNATAKA_BANGALORE
2017-08-20,2017-10-02,Normal,MAHARASHTRA_LASALGAON
2017-08-20,2017-10-02,Normal,NCT OF DELHI_AZADPUR
2017-08-20,2017-10-02,Normal,UTTAR PRADESH_LUCKNOW
2017-08-20,2017-10-02,Normal,KARNATAKA_BANGALORE
2017-08-27,2017-10-09,Normal,KARNATAKA_BANGALORE
2017-08-27,2017-10-09,Normal,MAHARASHTRA_LASALGAON
2017-08-27,2017-10-09,Normal,UTTAR PRADESH_LUCKNOW
2017-08-27,2017-10-09,Normal,NCT OF DELHI_AZADPUR
2017-09-03,2017-10-16,Normal,KARNATAKA_BANGALORE
2017-09-03,2017-10-16,Normal,NCT OF DELHI_AZADPUR
2017-09-03,2017-10-16,Normal,MAHARASHTRA_LASALGAON
2017-09-03,2017-10-16,Normal,UTTAR PRADESH_LUCKNOW
2017-09-10,2017-10-23,Normal,NCT OF DELHI_AZADPUR
2017-09-10,2017-10-23,Normal,MAHARASHTRA_LASALGAON
2017-09-10,2017-10-23,Normal,UTTAR PRADESH_LUCKNOW
2017-09-10,2017-10-23,Normal,KARNATAKA_BANGALORE
2017-09-17,2017-10-30,Normal,KARNATAKA_BANGALORE
2017-09-17,2017-10-30,Normal,NCT OF DELHI_AZADPUR
2017-09-17,2017-10-30,Normal,UTTAR PRADESH_LUCKNOW
2017-09-17,2017-10-30,Normal,MAHARASHTRA_LASALGAON
2017-09-24,2017-11-06,Normal,KARNATAKA_BANGALORE
2017-09-24,2017-11-06,Normal,NCT OF DELHI_AZADPUR
2017-09-24,2017-11-06,Normal,UTTAR PRADESH_LUCKNOW
2017-09-24,2017-11-06,Anomaly,MAHARASHTRA_LASALGAON
2017-10-01,2017-11-13,Anomaly,KARNATAKA_BANGALORE
2017-10-01,2017-11-13,Anomaly,MAHARASHTRA_LASALGAON
2017-10-01,2017-11-13,Normal,NCT OF DELHI_AZADPUR
2017-10-01,2017-11-13,Anomaly,UTTAR PRADESH_LUCKNOW
2017-10-08,2017-11-20,Anomaly,KARNATAKA_BANGALORE
2017-10-08,2017-11-20,Anomaly,MAHARASHTRA_LASALGAON
2017-10-08,2017-11-20,Normal,NCT OF DELHI_AZADPUR
2017-10-08,2017-11-20,Normal,UTTAR PRADESH_LUCKNOW
2017-10-15,2017-11-27,Normal,NCT OF DELHI_AZADPUR
2017-10-15,2017-11-27,Anomaly,KARNATAKA_BANGALORE
2017-10-15,2017-11-27,Anomaly,MAHARASHTRA_LASALGAON
2017-10-15,2017-11-27,Normal,UTTAR PRADESH_LUCKNOW
2017-10-22,2017-12-04,Anomaly,UTTAR PRADESH_LUCKNOW
2017-10-22,2017-12-04,Anomaly,MAHARASHTRA_LASALGAON
2017-10-22,2017-12-04,Anomaly,KARNATAKA_BANGALORE
2017-10-22,2017-12-04,Normal,NCT OF DELHI_AZADPUR
2017-10-29,2017-12-11,Normal,NCT OF DELHI_AZADPUR
2017-10-29,2017-12-11,Anomaly,UTTAR PRADESH_LUCKNOW
2017-10-29,2017-12-11,Anomaly,KARNATAKA_BANGALORE
2017-10-29,2017-12-11,Anomaly,MAHARASHTRA_LASALGAON
2017-11-05,2017-12-18,Anomaly,KARNATAKA_BANGALORE
2017-11-05,2017-12-18,Anomaly,NCT OF DELHI_AZADPUR
2017-11-05,2017-12-18,Anomaly,UTTAR PRADESH_LUCKNOW
2017-11-05,2017-12-18,Anomaly,MAHARASHTRA_LASALGAON
2017-11-12,2017-12-25,Anomaly,MAHARASHTRA_LASALGAON
2017-11-12,2017-12-25,Anomaly,UTTAR PRADESH_LUCKNOW
2017-11-12,2017-12-25,Anomaly,KARNATAKA_BANGALORE
2017-11-12,2017-12-25,Anomaly,NCT OF DELHI_AZADPUR
2017-11-19,2018-01-01,Anomaly,NCT OF DELHI_AZADPUR
2017-11-19,2018-01-01,Anomaly,KARNATAKA_BANGALORE
2017-11-19,2018-01-01,Anomaly,MAHARASHTRA_LASALGAON
2017-11-19,2018-01-01,Anomaly,UTTAR PRADESH_LUCKNOW
2017-11-26,2018-01-08,Anomaly,NCT OF DELHI_AZADPUR
2017-11-26,2018-01-08,Anomaly,MAHARASHTRA_LASALGAON
2017-11-26,2018-01-08,Anomaly,UTTAR PRADESH_LUCKNOW
2017-11-26,2018-01-08,Anomaly,KARNATAKA_BANGALORE
2017-12-03,2018-01-15,Anomaly,MAHARASHTRA_LASALGAON
2017-12-03,2018-01-15,Anomaly,KARNATAKA_BANGALORE
2017-12-03,2018-01-15,Anomaly,UTTAR PRADESH_LUCKNOW
2017-12-03,2018-01-15,Anomaly,NCT OF DELHI_AZADPUR
2017-12-10,2018-01-22,Anomaly,NCT OF DELHI_AZADPUR
