<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:3c6827356cba4885436eb9ddf11f6622f2974cde1d515984acb6262351cb1f38
size 5089
=======
K,MANDI,ANOMALY,NORMAL,TOTAL
1.5,KARNATAKA_MULABAGILU,63,132,195
1.5,KARNATAKA_SRINIVASAPUR,66,129,195
1.5,UTTAR PRADESH_FAIZABAD,72,123,195
1.6,KARNATAKA_MULABAGILU,59,136,195
1.6,KARNATAKA_SRINIVASAPUR,63,132,195
1.6,UTTAR PRADESH_FAIZABAD,65,130,195
1.7000000000000002,KARNATAKA_MULABAGILU,51,144,195
1.7000000000000002,KARNATAKA_SRINIVASAPUR,58,137,195
1.7000000000000002,UTTAR PRADESH_FAIZABAD,58,137,195
1.75,KARNATAKA_MULABAGILU,43,152,195
1.75,KARNATAKA_SRINIVASAPUR,56,139,195
1.75,UTTAR PRADESH_FAIZABAD,56,139,195
1.8000000000000003,UTTAR PRADESH_FAIZABAD,51,144,195
1.8000000000000003,KARNATAKA_MULABAGILU,43,152,195
1.8000000000000003,KARNATAKA_SRINIVASAPUR,55,140,195
1.9000000000000004,KARNATAKA_MULABAGILU,40,155,195
1.9000000000000004,KARNATAKA_SRINIVASAPUR,49,146,195
1.9000000000000004,UTTAR PRADESH_FAIZABAD,42,153,195
2.0,KARNATAKA_MULABAGILU,35,160,195
2.0,KARNATAKA_SRINIVASAPUR,46,149,195
2.0,UTTAR PRADESH_FAIZABAD,37,158,195
2.0000000000000004,UTTAR PRADESH_FAIZABAD,37,158,195
2.0000000000000004,KARNATAKA_MULABAGILU,35,160,195
2.0000000000000004,KARNATAKA_SRINIVASAPUR,46,149,195
2.1000000000000005,UTTAR PRADESH_FAIZABAD,33,162,195
2.1000000000000005,KARNATAKA_SRINIVASAPUR,38,157,195
2.1000000000000005,KARNATAKA_MULABAGILU,30,165,195
2.2000000000000006,KARNATAKA_MULABAGILU,24,171,195
2.2000000000000006,KARNATAKA_SRINIVASAPUR,33,162,195
2.2000000000000006,UTTAR PRADESH_FAIZABAD,30,165,195
2.25,KARNATAKA_MULABAGILU,22,173,195
2.25,KARNATAKA_SRINIVASAPUR,33,162,195
2.25,UTTAR PRADESH_FAIZABAD,29,166,195
2.3000000000000007,KARNATAKA_MULABAGILU,21,174,195
2.3000000000000007,KARNATAKA_SRINIVASAPUR,31,164,195
2.3000000000000007,UTTAR PRADESH_FAIZABAD,28,167,195
2.400000000000001,KARNATAKA_SRINIVASAPUR,29,166,195
2.400000000000001,UTTAR PRADESH_FAIZABAD,25,170,195
2.400000000000001,KARNATAKA_MULABAGILU,20,175,195
2.5,KARNATAKA_MULABAGILU,20,175,195
2.5,KARNATAKA_SRINIVASAPUR,26,169,195
2.5,UTTAR PRADESH_FAIZABAD,22,173,195
2.500000000000001,KARNATAKA_MULABAGILU,20,175,195
2.500000000000001,KARNATAKA_SRINIVASAPUR,26,169,195
2.500000000000001,UTTAR PRADESH_FAIZABAD,22,173,195
2.600000000000001,KARNATAKA_MULABAGILU,18,177,195
2.600000000000001,KARNATAKA_SRINIVASAPUR,22,173,195
2.600000000000001,UTTAR PRADESH_FAIZABAD,19,176,195
2.700000000000001,UTTAR PRADESH_FAIZABAD,17,178,195
2.700000000000001,KARNATAKA_MULABAGILU,15,180,195
2.700000000000001,KARNATAKA_SRINIVASAPUR,17,178,195
2.75,KARNATAKA_SRINIVASAPUR,15,180,195
2.75,UTTAR PRADESH_FAIZABAD,16,179,195
2.75,KARNATAKA_MULABAGILU,15,180,195
2.800000000000001,KARNATAKA_MULABAGILU,14,181,195
2.800000000000001,KARNATAKA_SRINIVASAPUR,15,180,195
2.800000000000001,UTTAR PRADESH_FAIZABAD,14,181,195
2.9000000000000012,KARNATAKA_MULABAGILU,13,182,195
2.9000000000000012,KARNATAKA_SRINIVASAPUR,15,180,195
2.9000000000000012,UTTAR PRADESH_FAIZABAD,12,183,195
3.0,KARNATAKA_MULABAGILU,12,183,195
3.0,KARNATAKA_SRINIVASAPUR,14,181,195
3.0,UTTAR PRADESH_FAIZABAD,9,186,195
3.0000000000000013,KARNATAKA_SRINIVASAPUR,14,181,195
3.0000000000000013,UTTAR PRADESH_FAIZABAD,9,186,195
3.0000000000000013,KARNATAKA_MULABAGILU,12,183,195
3.1000000000000014,KARNATAKA_MULABAGILU,12,183,195
3.1000000000000014,KARNATAKA_SRINIVASAPUR,14,181,195
3.1000000000000014,UTTAR PRADESH_FAIZABAD,6,189,195
3.2000000000000015,KARNATAKA_MULABAGILU,11,184,195
3.2000000000000015,KARNATAKA_SRINIVASAPUR,12,183,195
3.2000000000000015,UTTAR PRADESH_FAIZABAD,6,189,195
3.25,KARNATAKA_MULABAGILU,10,185,195
3.25,KARNATAKA_SRINIVASAPUR,10,185,195
3.25,UTTAR PRADESH_FAIZABAD,6,189,195
3.3000000000000016,UTTAR PRADESH_FAIZABAD,6,189,195
3.3000000000000016,KARNATAKA_MULABAGILU,7,188,195
3.3000000000000016,KARNATAKA_SRINIVASAPUR,10,185,195
3.4000000000000017,UTTAR PRADESH_FAIZABAD,4,191,195
3.4000000000000017,KARNATAKA_MULABAGILU,5,190,195
3.4000000000000017,KARNATAKA_SRINIVASAPUR,8,187,195
3.5,KARNATAKA_MULABAGILU,1,194,195
3.5,KARNATAKA_SRINIVASAPUR,5,190,195
3.5,UTTAR PRADESH_FAIZABAD,3,192,195
3.5000000000000018,KARNATAKA_MULABAGILU,1,194,195
3.5000000000000018,KARNATAKA_SRINIVASAPUR,5,190,195
3.5000000000000018,UTTAR PRADESH_FAIZABAD,3,192,195
3.600000000000002,KARNATAKA_MULABAGILU,0,195,195
3.600000000000002,KARNATAKA_SRINIVASAPUR,4,191,195
3.600000000000002,UTTAR PRADESH_FAIZABAD,3,192,195
3.700000000000002,UTTAR PRADESH_FAIZABAD,3,192,195
3.700000000000002,KARNATAKA_MULABAGILU,0,195,195
3.700000000000002,KARNATAKA_SRINIVASAPUR,1,194,195
3.75,KARNATAKA_MULABAGILU,0,195,195
3.75,KARNATAKA_SRINIVASAPUR,1,194,195
3.75,UTTAR PRADESH_FAIZABAD,3,192,195
3.800000000000002,KARNATAKA_MULABAGILU,0,195,195
3.800000000000002,KARNATAKA_SRINIVASAPUR,0,195,195
3.800000000000002,UTTAR PRADESH_FAIZABAD,3,192,195
3.900000000000002,KARNATAKA_SRINIVASAPUR,0,195,195
3.900000000000002,KARNATAKA_MULABAGILU,0,195,195
3.900000000000002,UTTAR PRADESH_FAIZABAD,1,194,195
4.0,KARNATAKA_SRINIVASAPUR,0,195,195
4.0,KARNATAKA_MULABAGILU,0,195,195
4.0,UTTAR PRADESH_FAIZABAD,1,194,195
4.000000000000002,KARNATAKA_SRINIVASAPUR,0,195,195
4.000000000000002,KARNATAKA_MULABAGILU,0,195,195
4.000000000000002,UTTAR PRADESH_FAIZABAD,1,194,195
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
