<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:8d5e9d36c523d38809d605fd09af561841db0e87f0c54975b14305bf104ac6de
size 15586
=======
STARTDATE,ENDDATE,MEDIAN,MAD,VALUE,TYPE
2016-01-01,2016-02-13,,,,
2016-01-08,2016-02-20,,,,
2016-01-15,2016-02-27,,,,
2016-01-22,2016-03-05,,,,
2016-01-29,2016-03-12,,,,
2016-02-01,2016-03-15,1660.0,438.55178963058086,1075.8854166636393,Normal
2016-02-08,2016-03-22,1653.6111098765487,429.5741394027419,1030.0,Normal
2016-02-15,2016-03-29,1650.0,431.39113529841836,1025.0,Normal
2016-02-22,2016-04-05,1605.0,432.6946066463899,1017.5,Normal
2016-02-29,2016-04-12,1400.0,438.2523072603473,1010.0,Normal
2016-03-07,2016-04-19,1360.0,443.07464532758297,965.0,Normal
2016-03-14,2016-04-26,1275.0,400.1267753024388,940.1749509077699,Normal
2016-03-21,2016-05-03,1255.0,410.07227096225523,935.0,Normal
2016-03-28,2016-05-10,1250.0,334.29358262296876,930.0,Normal
2016-04-04,2016-05-17,1250.0,345.6163990832318,930.0,Normal
2016-04-11,2016-05-24,1329.5380440099261,371.55428194168934,925.0,Normal
2016-04-18,2016-05-31,1325.8928558673424,376.7294425583599,920.0,Normal
2016-04-25,2016-06-07,1375.0,412.11671274239166,860.0,Normal
2016-05-02,2016-06-14,1332.2058827889273,441.3389832066686,820.0,Normal
2016-05-09,2016-06-21,1300.0,437.3913302169199,820.0,Normal
2016-05-16,2016-06-28,1295.0,424.46457982421106,820.0,Normal
2016-05-23,2016-07-05,1240.0,416.7412280055637,820.0,Normal
2016-05-30,2016-07-12,1122.5,427.7984764547611,825.0,Normal
2016-06-06,2016-07-19,1107.5,436.04899584516755,830.0,Normal
2016-06-13,2016-07-26,1105.0,444.00436466935935,830.0,Normal
2016-06-20,2016-08-02,1105.0,445.2520775629501,830.0,Normal
2016-06-27,2016-08-09,1100.0,452.7803807968639,820.0,Normal
2016-07-04,2016-08-16,1100.0,450.80533642702187,805.0,Normal
2016-07-11,2016-08-23,1100.0,443.793523461783,800.0,Normal
2016-07-18,2016-08-30,1205.0,437.95250299534575,800.0,Normal
2016-07-25,2016-09-06,1217.5,399.61555520978715,800.0,Normal
2016-08-01,2016-09-13,1278.75,428.1596447996841,800.0,Normal
2016-08-08,2016-09-20,1290.0,499.3272620738784,800.0,Normal
2016-08-15,2016-09-27,1300.0,493.40757070974473,770.0,Normal
2016-08-22,2016-10-04,1315.0,476.08480536905114,760.0,Normal
2016-08-29,2016-10-11,1320.0,463.25950280370756,725.0,Normal
2016-09-05,2016-10-18,1320.0,462.3947068722731,625.0,Normal
2016-09-12,2016-10-25,1270.0,395.54449692038224,620.0,Normal
2016-09-19,2016-11-01,1170.0,403.9759101641848,615.0,Normal
2016-09-26,2016-11-08,1150.0,410.21379149580287,610.0,Normal
2016-10-03,2016-11-15,1100.0,382.8798716273509,610.0,Normal
2016-10-10,2016-11-22,1100.0,384.78050139062657,610.0,Normal
