<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:b497427c1683befab2ea4501a78eca6655e2e0e123d0d5e667f39e64568a5d62
size 1472
=======
STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2020-09-20,2020-11-02,Normal,Normal,Normal,,KARNATAKA,BANGALORE
2020-09-20,2020-11-02,Normal,Normal,Normal,,KARNATAKA,BELGAUM
2020-09-20,2020-11-02,Normal,Normal,Normal,,KARNATAKA,DAVANGERE
2020-09-20,2020-11-02,Normal,Normal,Normal,,KARNATAKA,HUBLI (AMARAGOL)
2020-09-20,2020-11-02,Normal,Normal,Normal,,MAHARASHTRA,LASALGAON
2020-09-20,2020-11-02,Normal,Normal,Normal,,NCT OF DELHI,AZADPUR
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,AURAIYA
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,AZAMGARH
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,BAHRAICH
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,BARABANKI
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,BASTI
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,FATEHPUR
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,GAZIPUR
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,GONDA
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,JALAUN
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,KANNAUJ
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,KANPUR(GRAIN)
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,LAKHIMPUR
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,LUCKNOW
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,MIRZAPUR
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,PUKHRAYAN
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
