<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:f2912c3ce4ae730af3bb7d620683c9a2517429d8185ff0dac7e0c5c9848c2866
size 430343
=======
STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2019-11-03,2019-12-16,Anomaly,Anomaly,Anomaly,6.212857914640734,KARNATAKA,BELGAUM
2018-11-11,2018-12-24,Anomaly,Anomaly,Anomaly,4.976608187134503,MAHARASHTRA,LASALGAON
2018-11-18,2018-12-31,Anomaly,Anomaly,Anomaly,4.3893129770992365,MAHARASHTRA,LASALGAON
2019-12-15,2020-01-27,Anomaly,Anomaly,Anomaly,3.831204886174348,KARNATAKA,HUBLI (AMARAGOL)
2018-10-28,2018-12-10,Anomaly,Anomaly,Anomaly,3.5133590310570093,MAHARASHTRA,LASALGAON
2019-12-29,2020-02-10,Anomaly,Anomaly,Anomaly,3.469133606176877,KARNATAKA,DAVANGERE
2018-11-25,2019-01-07,Anomaly,Anomaly,Anomaly,3.442748091603053,MAHARASHTRA,LASALGAON
2018-11-04,2018-12-17,Anomaly,Anomaly,Anomaly,3.2501011760998435,MAHARASHTRA,LASALGAON
2020-01-05,2020-02-17,Anomaly,Anomaly,Anomaly,3.03478904515174,KARNATAKA,BANGALORE
2020-01-12,2020-02-24,Anomaly,Anomaly,Anomaly,3.03478904515174,KARNATAKA,BANGALORE
2019-12-22,2020-02-03,Anomaly,Anomaly,Anomaly,2.998800479808077,KARNATAKA,BANGALORE
2018-12-02,2019-01-14,Anomaly,Anomaly,Anomaly,2.900763358778626,MAHARASHTRA,LASALGAON
2018-12-09,2019-01-21,Anomaly,Anomaly,Anomaly,2.900763358778626,MAHARASHTRA,LASALGAON
2018-12-30,2019-02-11,Anomaly,Anomaly,Anomaly,2.751962967177373,MAHARASHTRA,LASALGAON
2020-01-05,2020-02-17,Anomaly,Anomaly,Anomaly,2.685821361648969,MAHARASHTRA,LASALGAON
2018-12-16,2019-01-28,Anomaly,Anomaly,Anomaly,2.595419847328244,MAHARASHTRA,LASALGAON
2019-10-27,2019-12-09,Anomaly,Anomaly,Anomaly,2.455153722893281,UTTAR PRADESH,KANPUR(GRAIN)
2019-01-06,2019-02-18,Anomaly,Anomaly,Anomaly,2.4344287786569074,MAHARASHTRA,LASALGAON
2018-08-05,2018-09-17,Anomaly,Anomaly,Anomaly,2.395209580838323,UTTAR PRADESH,JALAUN
