<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:63dba7cf877360ac65c375f73de59676fe2770103d417f0eb13a89900ae6d732
size 20450
=======
STARTDATE,ENDDATE,MEDIAN,MAD,VALUE,TYPE
2016-01-01,2016-02-13,,,,
2016-01-08,2016-02-20,,,,
2016-01-15,2016-02-27,,,,
2016-01-22,2016-03-05,,,,
2016-01-29,2016-03-12,,,,
2016-02-01,2016-03-15,1750.0,676.9603137486864,900.0,Normal
2016-02-08,2016-03-22,1593.4694559736558,510.67733578410764,860.0,Normal
2016-02-15,2016-03-29,1440.0,532.9262111748728,875.0,Normal
2016-02-22,2016-04-05,1412.5,518.950000000625,900.0,Normal
2016-02-29,2016-04-12,1365.0,544.5314823081903,900.0,Normal
2016-03-07,2016-04-19,1240.0,505.0603641463503,910.0,Normal
2016-03-14,2016-04-26,1155.0,476.6166666666667,900.0,Normal
2016-03-21,2016-05-03,1070.0,485.9534156722246,900.3124999785156,Normal
2016-03-28,2016-05-10,1016.1453619793964,497.3455568977354,910.0,Normal
2016-04-04,2016-05-17,1002.3953619793964,493.65794439113796,915.0,Normal
2016-04-11,2016-05-24,991.1453619793964,516.1803200601447,900.0,Normal
2016-04-18,2016-05-31,1067.5,475.5761602150088,900.0,Normal
2016-04-25,2016-06-07,1249.542856790204,457.8258571116312,900.0,Normal
2016-05-02,2016-06-14,1520.2272727235536,553.8872286003012,950.0,Normal
2016-05-09,2016-06-21,1791.5,565.0723936279225,965.0,Normal
2016-05-16,2016-06-28,2000.0,780.282142639154,1050.0,Normal
2016-05-23,2016-07-05,2200.0,845.9999999999999,1940.0,Normal
2016-05-30,2016-07-12,2500.0,895.9822222222223,2400.0,Normal
2016-06-06,2016-07-19,2607.5,956.176296295913,3450.0,Normal
2016-06-13,2016-07-26,2732.5,1097.509401709929,3454.7979797796143,Normal
2016-06-20,2016-08-02,2750.0,1265.491666667448,3454.7979797796143,Normal
2016-06-27,2016-08-09,4000.0,1265.8508641983212,3454.7979797796143,Normal
2016-07-04,2016-08-16,4000.0,1365.3209757841896,2716.666666641667,Normal
2016-07-11,2016-08-23,3712.5,1254.5997540425133,2650.0,Normal
2016-07-18,2016-08-30,3200.0,1301.3377516721093,2600.0,Normal
2016-07-25,2016-09-06,3062.5,1401.9550492807355,1796.0069421489193,Normal
2016-08-01,2016-09-13,2888.875001171875,1242.659999938,1500.0,Normal
2016-08-08,2016-09-20,2662.5,1054.1600790325967,1400.0,Normal
2016-08-15,2016-09-27,2452.853567593964,1115.7464442058467,1400.0,Normal
2016-08-22,2016-10-04,1806.25,1058.5124473803708,1400.0,Normal
2016-08-29,2016-10-11,1550.0,966.743500484141,1500.0,Normal
2016-09-05,2016-10-18,1463.814870873024,871.5042201432957,1700.0,Normal
2016-09-12,2016-10-25,1395.064870873024,779.9464423655179,1714.9999976562506,Normal
2016-09-19,2016-11-01,1404.5,756.6709555893888,1714.9999976562506,Normal
2016-09-26,2016-11-08,1445.950109316394,740.1946613223097,1700.0,Normal
