<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:36bdef5a5917f4fb33955cdef634a2f24fa22b7cc945394877807c7118761a37
size 4450
=======
DATE,VOLATILITY,VOLATILITY_SAMEMONTH,VOLATILITY_LASTMONTH,VOLATILITY_LASTYEAR,VOLATILITY_SUM,PRICE_SAMEMONTH,PRICE_LASTMONTH,PRICE_LASTYEAR,PRICE_SUM,SUM
2016-01-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-02-01,0.04101661198183937,1.0,1.0,0.0,2.0,0,0,0,0,2.0
2016-03-01,0.01227201316250668,2.0,1.0,0.0,3.0,0,0,0,0,3.0
2016-04-01,0.0,2.0,1.0,0.0,3.0,0,0,0,0,3.0
2016-05-01,0.0,2.0,1.0,0.0,3.0,0,0,0,0,3.0
2016-06-01,0.0043276843054726,2.0,1.0,0.0,3.0,0,0,0,0,3.0
2016-07-01,0.004392999354849289,2.0,1.0,0.0,3.0,0,0,0,0,3.0
2016-08-01,0.0012075943361409668,2.0,1.0,0.0,3.0,2,0,0,2,5.0
2016-09-01,0.002012995835073422,2.0,1.0,0.0,3.0,7,0,0,7,10.0
2016-10-01,0.0,2.0,1.0,0.0,3.0,11,2,0,13,16.0
2016-11-01,0.00921021957712458,2.0,1.0,0.0,3.0,16,7,0,23,26.0
2016-12-01,0.04949334991025306,3.0,2.0,0.0,5.0,20,11,0,31,36.0
2017-01-01,0.09275069080577136,4.0,3.0,0.0,7.0,20,15,0,35,42.0
2017-02-01,0.049924294574636735,4.0,3.0,1.0,8.0,20,18,0,38,46.0
2017-03-01,0.0,3.0,3.0,1.0,7.0,16,14,0,30,37.0
2017-04-01,0.0406985630698891,3.0,3.0,2.0,8.0,12,10,0,22,30.0
2017-05-01,0.036783655455561635,4.0,3.0,3.0,10.0,7,5,0,12,22.0
2017-06-01,0.028199827113937974,5.0,3.0,4.0,12.0,3,1,0,4,16.0
2017-07-01,0.04597005465110046,6.0,4.0,4.0,14.0,0,0,0,0,14.0
2017-08-01,0.07110504418931791,7.0,5.0,5.0,17.0,0,0,0,0,17.0
2017-09-01,0.02438072102055056,8.0,5.0,5.0,18.0,0,0,0,0,18.0
2017-10-01,0.0,8.0,5.0,5.0,18.0,0,0,0,0,18.0
2017-11-01,0.0,8.0,5.0,5.0,18.0,4,3,0,7,25.0
2017-12-01,0.02303980713555634,8.0,5.0,5.0,18.0,4,4,0,8,26.0
2018-01-01,0.0489438405907851,8.0,5.0,6.0,19.0,6,4,0,10,29.0
2018-02-01,0.02194783978506647,8.0,4.0,5.0,17.0,7,4,0,11,28.0
2018-03-01,0.0,8.0,4.0,5.0,17.0,5,4,0,9,26.0
2018-04-01,0.0,8.0,4.0,4.0,16.0,3,0,0,3,19.0
2018-05-01,0.006983592946054432,7.0,5.0,3.0,15.0,3,0,0,3,18.0
2018-06-01,0.0026094452477616304,6.0,5.0,2.0,13.0,0,0,0,0,13.0
2018-07-01,0.0064223960932518155,5.0,4.0,2.0,11.0,0,0,0,0,11.0
2018-08-01,0.0069287377257511145,5.0,3.0,1.0,9.0,0,0,0,0,9.0
2018-09-01,0.007042481597490415,5.0,4.0,1.0,10.0,0,0,0,0,10.0
2018-10-01,0.014905011281338662,6.0,5.0,1.0,12.0,0,0,0,0,12.0
2018-11-01,0.004352761435511622,6.0,5.0,1.0,12.0,0,0,0,0,12.0
2018-12-01,0.0,5.0,4.0,1.0,10.0,0,0,0,0,10.0
2019-01-01,0.008394038465149753,4.0,3.0,0.0,7.0,0,0,0,0,7.0
2019-02-01,0.01063348469138212,4.0,3.0,0.0,7.0,0,0,0,0,7.0
2019-03-01,0.0059103662289805604,4.0,3.0,0.0,7.0,0,0,0,0,7.0
2019-04-01,0.0,4.0,3.0,0.0,7.0,0,0,0,0,7.0
2019-05-01,0.0,4.0,2.0,0.0,6.0,0,0,0,0,6.0
2019-06-01,0.029792982495323136,5.0,2.0,1.0,8.0,0,0,0,0,8.0
