<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:bd27ccd09a9ff6565d7fc31353dfd489ce02d381b088529b8e09b38c00ec9d0b
size 33256
=======
DATE,MANDINAME,STATENAME,VOLATILITY
2016-01-01,AGRA,UTTAR PRADESH,0.0362065662560984
2016-01-01,KOLKATA,WEST BENGAL,0.0245925206388251
2016-01-01,MEERUT,UTTAR PRADESH,0.0186625617176723
2016-01-01,SILIGURI,WEST BENGAL,0.0170503504538817
2016-01-01,AVERAGE,,0.005361777725915417
2016-01-01,RAIGANJ,WEST BENGAL,0.0
2016-01-01,PURULIA,WEST BENGAL,0.0
2016-01-01,MALDA,WEST BENGAL,0.0
2016-01-01,KHARAGPUR,WEST BENGAL,0.0
2016-01-01,VARANASI,UTTAR PRADESH,0.0
2016-01-01,AMRITSAR,PUNJAB,0.0
2016-02-01,MEERUT,UTTAR PRADESH,0.012925768530823
2016-02-01,VARANASI,UTTAR PRADESH,0.011245925907593
2016-02-01,KOLKATA,WEST BENGAL,0.0097912087402445
2016-02-01,AVERAGE,,0.0018868279543700277
2016-02-01,AMRITSAR,PUNJAB,0.0
2016-02-01,BATHINDA,PUNJAB,0.0
2016-02-01,RAIGANJ,WEST BENGAL,0.0
2016-02-01,PURULIA,WEST BENGAL,0.0
2016-02-01,MALDA,WEST BENGAL,0.0
2016-02-01,KHARAGPUR,WEST BENGAL,0.0
2016-02-01,LUCKNOW,UTTAR PRADESH,0.0
2016-03-01,LUDHIANA,PUNJAB,0.0312517606682646
2016-03-01,KOLKATA,WEST BENGAL,0.0217861386600422
2016-03-01,SILIGURI,WEST BENGAL,0.0142447363821381
2016-03-01,AMRITSAR,PUNJAB,0.0126578205009829
2016-03-01,AVERAGE,,0.004661790155310539
2016-03-01,MEERUT,UTTAR PRADESH,0.0039717665841619
2016-03-01,PANCHKULA,PUNJAB,0.0
2016-03-01,AGRA,UTTAR PRADESH,0.0
2016-03-01,ALLAHABAD,UTTAR PRADESH,0.0
2016-03-01,GORAKHPUR,UTTAR PRADESH,0.0
2016-03-01,JHANSI,UTTAR PRADESH,0.0
2016-04-01,VARANASI,UTTAR PRADESH,0.0483007892756087
2016-04-01,MEERUT,UTTAR PRADESH,0.0146528533746629
2016-04-01,AVERAGE,,0.003497424591681756
2016-04-01,AMRITSAR,PUNJAB,0.0
2016-04-01,BATHINDA,PUNJAB,0.0
2016-04-01,RAIGANJ,WEST BENGAL,0.0
2016-04-01,PURULIA,WEST BENGAL,0.0
2016-04-01,MALDA,WEST BENGAL,0.0
2016-04-01,KOLKATA,WEST BENGAL,0.0
2016-04-01,KHARAGPUR,WEST BENGAL,0.0
2016-04-01,LUCKNOW,UTTAR PRADESH,0.0
2016-05-01,KOLKATA,WEST BENGAL,0.0428298537477432
2016-05-01,GORAKHPUR,UTTAR PRADESH,0.0109445002522591
2016-05-01,JHANSI,UTTAR PRADESH,0.0097999044043979
2016-05-01,MEERUT,UTTAR PRADESH,0.0058877287480575
2016-05-01,AVERAGE,,0.0038589992862476503
2016-05-01,AMRITSAR,PUNJAB,0.0
2016-05-01,RAIGANJ,WEST BENGAL,0.0
2016-05-01,PURULIA,WEST BENGAL,0.0
2016-05-01,MALDA,WEST BENGAL,0.0
2016-05-01,KHARAGPUR,WEST BENGAL,0.0
2016-05-01,VARANASI,UTTAR PRADESH,0.0
2016-06-01,PURULIA,WEST BENGAL,0.0214155638476288
2016-06-01,GORAKHPUR,UTTAR PRADESH,0.0199390374453857
2016-06-01,VARANASI,UTTAR PRADESH,0.0177449792151833
2016-06-01,LUCKNOW,UTTAR PRADESH,0.0145994534272423
2016-06-01,AMRITSAR,PUNJAB,0.0124409069504916
2016-06-01,MEERUT,UTTAR PRADESH,0.0095947956713485
2016-06-01,AVERAGE,,0.0053185964754044555
