<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:7170f040e34e1c6f272a0a681131d2cf09cabfac91a3773cb161117d885eb07a
size 79036
=======
DATE,ARRIVAL,MEAN,STD
2016-01-01,65.0,65.0,0.0
2016-01-02,58.0,58.0,0.0
2016-01-03,66.0,66.0,0.0
2016-01-04,69.0,69.0,0.0
2016-01-05,67.5,67.5,0.0
2016-01-06,66.0,66.0,0.0
2016-01-07,65.0,65.0,0.0
2016-01-08,40.0,40.0,0.0
2016-01-09,40.0,40.0,0.0
2016-01-10,36.0,36.0,0.0
2016-01-11,39.0,39.0,0.0
2016-01-12,39.0,39.0,0.0
2016-01-13,47.0,47.0,0.0
2016-01-14,35.0,35.0,0.0
2016-01-15,40.0,40.0,0.0
2016-01-16,48.5,48.5,0.0
2016-01-17,48.0,48.0,0.0
2016-01-18,51.0,51.0,0.0
2016-01-19,50.0,50.0,0.0
2016-01-20,55.0,55.0,0.0
2016-01-21,34.0,34.0,0.0
2016-01-22,30.888888871604937,30.888888871604937,0.0
2016-01-23,34.0,34.0,0.0
2016-01-24,40.0,40.0,0.0
2016-01-25,45.0,45.0,0.0
2016-01-26,38.5,38.5,0.0
2016-01-27,32.0,32.0,0.0
2016-01-28,28.09201276386204,28.09201276386204,0.0
2016-01-29,25.904180040468976,25.904180040468976,0.0
2016-01-30,25.46990288847205,25.46990288847205,0.0
2016-01-31,26.82345275241965,26.82345275241965,0.0
2016-02-01,30.0,30.0,0.0
2016-02-02,35.0,35.0,0.0
2016-02-03,45.0,45.0,0.0
2016-02-04,47.0,47.0,0.0
2016-02-05,40.0,40.0,0.0
2016-02-06,47.0,47.0,0.0
2016-02-07,34.0,34.0,0.0
2016-02-08,44.0,44.0,0.0
2016-02-09,41.0,41.0,0.0
2016-02-10,39.0,39.0,0.0
2016-02-11,37.0,37.0,0.0
2016-02-12,40.0,40.0,0.0
2016-02-13,42.0,42.0,0.0
2016-02-14,38.0,38.0,0.0
2016-02-15,44.0,44.0,0.0
2016-02-16,45.0,45.0,0.0
2016-02-17,47.0,47.0,0.0
2016-02-18,47.0,47.0,0.0
2016-02-19,14.0,14.0,0.0
2016-02-20,38.0,38.0,0.0
2016-02-21,31.0,31.0,0.0
2016-02-22,41.0,41.0,0.0
2016-02-23,42.5,42.5,0.0
2016-02-24,35.0,35.0,0.0
2016-02-25,41.0,41.0,0.0
2016-02-26,39.0,39.0,0.0
2016-02-27,45.0,45.0,0.0
2016-02-28,38.0,38.0,0.0
2016-02-29,44.0,44.0,0.0
2016-03-01,38.0,38.0,0.0
2016-03-02,39.0,39.0,0.0
2016-03-03,40.0,40.0,0.0
2016-03-04,31.0,31.0,0.0
2016-03-05,35.0,35.0,0.0
2016-03-06,25.0,25.0,0.0
2016-03-07,28.0,28.0,0.0
2016-03-08,30.199999979,30.199999979,0.0
2016-03-09,31.0,31.0,0.0
2016-03-10,29.0,29.0,0.0
2016-03-11,32.0,32.0,0.0
2016-03-12,32.5,32.5,0.0
2016-03-13,360.0,360.0,0.0
2016-03-14,35.0,35.0,0.0
2016-03-15,30.19171779034895,30.19171779034895,0.0
2016-03-16,30.0,30.0,0.0
2016-03-17,31.0,31.0,0.0
2016-03-18,31.5,31.5,0.0
2016-03-19,34.0,34.0,0.0
2016-03-20,30.0,30.0,0.0
2016-03-21,34.0,34.0,0.0
2016-03-22,28.5,28.5,0.0
2016-03-23,29.0,29.0,0.0
2016-03-24,29.5,29.5,0.0
2016-03-25,30.0,30.0,0.0
2016-03-26,30.0,30.0,0.0
