<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:8b4e6cec083c457c2759e5e269a25f6594dd05679079aab1a0d6e43c3ad3b1cd
size 17787
=======
STARTDATE,ENDDATE,MEDIAN,MAD,VALUE,TYPE
2016-01-01,2016-02-13,10150.0,1508.0952382086166,6700.0,Anomaly
2016-01-08,2016-02-20,9950.0,1565.0,6700.0,Anomaly
2016-01-15,2016-02-27,9850.0,1670.0,6700.0,Anomaly
2016-01-22,2016-03-05,9700.0,1662.5,6700.0,Anomaly
2016-01-29,2016-03-12,9600.0,1592.5,6700.0,Anomaly
2016-02-01,2016-03-15,9600.0,1572.5,6700.0,Anomaly
2016-02-08,2016-03-22,9650.0,1542.5,6700.0,Anomaly
2016-02-15,2016-03-29,9650.0,1524.4444441975309,6700.0,Anomaly
2016-02-22,2016-04-05,9650.0,1529.4444441975309,6700.0,Anomaly
2016-02-29,2016-04-12,9750.0,1507.5,6700.0,Anomaly
2016-03-07,2016-04-19,9750.0,1507.5,6700.0,Anomaly
2016-03-14,2016-04-26,9750.0,1507.5,6700.0,Anomaly
2016-03-21,2016-05-03,9750.0,1487.5,6700.0,Anomaly
2016-03-28,2016-05-10,9750.0,1492.5,6700.0,Anomaly
2016-04-04,2016-05-17,9750.0,1492.5,6700.0,Anomaly
2016-04-11,2016-05-24,9750.0,1502.5,6700.0,Anomaly
2016-04-18,2016-05-31,9650.0,1552.5,6700.0,Anomaly
2016-04-25,2016-06-07,9550.0,1587.5,6700.0,Anomaly
2016-05-02,2016-06-14,9500.0,1622.5,6700.0,Anomaly
2016-05-09,2016-06-21,9500.0,1647.5,6700.0,Anomaly
2016-05-16,2016-06-28,9500.0,1647.5,6700.0,Anomaly
2016-05-23,2016-07-05,9500.0,1622.5,6700.0,Anomaly
2016-05-30,2016-07-12,9023.958332967122,1514.0624999267577,6700.0,Anomaly
2016-06-06,2016-07-19,8550.0,1487.0,6700.0,Normal
2016-06-13,2016-07-26,8595.175729439647,1480.59600806176,6700.0,Normal
2016-06-20,2016-08-02,8600.0,1478.4740260024878,6700.0,Normal
2016-06-27,2016-08-09,8600.0,1468.4740260024878,6700.0,Normal
2016-07-04,2016-08-16,8500.0,1475.4740260024878,6700.0,Normal
2016-07-11,2016-08-23,8300.0,1538.0,6700.0,Normal
2016-07-18,2016-08-30,8000.0,1630.0,6700.0,Normal
