<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:9b1d1cc49ba4bf2c44c14c8b803ce7a78d1be10cc00286d7a0d4c3093540b14f
size 14859
=======
STARTDATE,ENDDATE,MEDIAN,MAD,VALUE,TYPE
2016-01-01,2016-02-13,3400.0,159.7191625876779,4040.0,Anomaly
2016-01-08,2016-02-20,3400.0,162.88757396449708,4040.0,Anomaly
2016-01-15,2016-02-27,3400.0,155.9289940828403,4040.0,Anomaly
2016-01-22,2016-03-05,3400.0,155.40828402366867,4040.0,Anomaly
2016-01-29,2016-03-12,3400.0,155.07692307692307,4040.0,Anomaly
2016-02-01,2016-03-15,3400.0,154.84023668639048,4040.0,Anomaly
2016-02-08,2016-03-22,3400.0,160.06413437758744,4040.0,Anomaly
2016-02-15,2016-03-29,3600.0,168.303747722364,4040.0,Anomaly
2016-02-22,2016-04-05,3600.0,164.59171597633136,4040.0,Anomaly
2016-02-29,2016-04-12,3600.0,182.58579881656811,4040.0,Anomaly
2016-03-07,2016-04-19,3700.0,187.3609467455621,4040.0,Normal
2016-03-14,2016-04-26,3800.0,166.18959074744487,4040.0,Normal
2016-03-21,2016-05-03,3800.0,155.16388904140103,4040.0,Normal
2016-03-28,2016-05-10,3800.0,157.30090657647315,4040.0,Normal
2016-04-04,2016-05-17,3800.0,147.66715976385603,4040.0,Normal
2016-04-11,2016-05-24,3800.0,149.9928993628402,4040.0,Normal
2016-04-18,2016-05-31,3800.0,147.39802761462187,4040.0,Normal
2016-04-25,2016-06-07,3800.0,144.0,4040.0,Normal
2016-05-02,2016-06-14,3800.0,143.11242603550298,4040.0,Normal
2016-05-09,2016-06-21,3800.0,142.85443792284028,4040.0,Normal
2016-05-16,2016-06-28,3800.0,141.60361129923768,4040.0,Normal
2016-05-23,2016-07-05,3900.0,137.60946745562126,4040.0,Normal
2016-05-30,2016-07-12,3900.0,137.86982248520718,4040.0,Normal
2016-06-06,2016-07-19,4000.0,128.4852071005917,4040.0,Normal
2016-06-13,2016-07-26,4000.0,125.27100597017744,4040.0,Normal
2016-06-20,2016-08-02,4000.0,120.93206497368482,4040.0,Normal
2016-06-27,2016-08-09,4000.0,126.80473344378812,4040.0,Normal
2016-07-04,2016-08-16,4000.0,125.66024883034376,4040.0,Normal
2016-07-11,2016-08-23,4000.0,122.08284023668645,4040.0,Normal
2016-07-18,2016-08-30,4000.0,146.594943778831,4040.0,Normal
2016-07-25,2016-09-06,4040.0,155.96844159368922,4040.0,Normal
2016-08-01,2016-09-13,4040.0,156.2721893491124,4040.0,Normal
2016-08-08,2016-09-20,4040.0,158.69653413148865,4040.0,Normal
2016-08-15,2016-09-27,4040.0,159.04273504457595,4040.0,Normal
2016-08-22,2016-10-04,4040.0,159.8169855282052,4040.0,Normal
2016-08-29,2016-10-11,4040.0,159.63550279952688,4040.0,Normal
2016-09-05,2016-10-18,4040.0,159.66863905325442,4040.0,Normal
2016-09-12,2016-10-25,4100.0,170.99491862966286,4040.0,Normal
2016-09-19,2016-11-01,4100.0,175.93162404383077,4040.0,Normal
2016-09-26,2016-11-08,4100.0,186.14595660933597,4040.0,Normal
2016-10-03,2016-11-15,4100.0,190.07100591715977,4040.0,Normal
2016-10-10,2016-11-22,4100.0,189.48449700324733,4040.0,Normal
2016-10-17,2016-11-29,4100.0,189.40165676656093,4040.0,Normal
2016-10-24,2016-12-06,4100.0,206.48520710059177,4040.0,Normal
