<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:fd7af384c1eb4474c88146c54434a3e3a3b7286b4e98d46e37db90aa8657a3ef
size 20202
=======
STARTDATE,ENDDATE,MEDIAN,MAD,VALUE,TYPE
2016-01-01,2016-02-13,1660.0,490.58332825669663,2000.0,Normal
2016-01-08,2016-02-20,1653.6111098765487,476.13801277730937,2000.0,Normal
2016-01-15,2016-02-27,1650.0,471.8362810563545,2000.0,Normal
2016-01-22,2016-03-05,1605.0,459.64347044020803,2000.0,Normal
2016-01-29,2016-03-12,1353.75,461.2126187582535,2000.0,Normal
2016-02-01,2016-03-15,1333.2142844387777,454.8700764892373,2000.0,Normal
2016-02-08,2016-03-22,1300.0,463.5852844579845,2000.0,Anomaly
2016-02-15,2016-03-29,1265.0,403.5999288534319,2000.0,Anomaly
2016-02-22,2016-04-05,1253.75,372.45512570182615,2000.0,Anomaly
2016-02-29,2016-04-12,1250.0,373.4040208563243,1550.0,Normal
2016-03-07,2016-04-19,1231.1764692041538,385.3884938210223,1550.0,Normal
2016-03-14,2016-04-26,1325.8928558673424,413.76785537628456,1550.0,Normal
2016-03-21,2016-05-03,1325.0,432.72536813464353,1600.0,Normal
2016-03-28,2016-05-10,1340.0,444.842807253066,1800.0,Normal
2016-04-04,2016-05-17,1300.0,448.25,2000.0,Anomaly
2016-04-11,2016-05-24,1300.0,445.3727554002266,2000.0,Anomaly
2016-04-18,2016-05-31,1240.0,407.8888886935763,2000.0,Anomaly
2016-04-25,2016-06-07,1135.0,414.95601851888284,2000.0,Anomaly
2016-05-02,2016-06-14,1117.5,420.89814814814815,2000.0,Anomaly
2016-05-09,2016-06-21,1105.0,427.37480709938035,2000.0,Anomaly
2016-05-16,2016-06-28,1105.0,427.95269635285683,2000.0,Anomaly
2016-05-23,2016-07-05,1100.0,431.11033950617286,2000.0,Anomaly
2016-05-30,2016-07-12,1100.0,433.59832217822736,2000.0,Anomaly
2016-06-06,2016-07-19,1100.0,428.2459886741464,2000.0,Anomaly
2016-06-13,2016-07-26,1155.0,417.231040595168,2000.0,Anomaly
2016-06-20,2016-08-02,1205.0,402.5822005627768,2000.0,Anomaly
2016-06-27,2016-08-09,1212.1951206292551,393.1288733702682,1800.0,Normal
2016-07-04,2016-08-16,1290.0,440.6762046177633,1800.0,Normal
2016-07-11,2016-08-23,1290.0,513.3333333333334,1800.0,Normal
2016-07-18,2016-08-30,1300.0,512.6923668887679,1800.0,Normal
2016-07-25,2016-09-06,1320.0,497.3246504252905,1600.0,Normal
2016-08-01,2016-09-13,1320.0,502.16039030411554,1600.0,Normal
2016-08-08,2016-09-20,1270.0,411.9840897754268,1600.0,Normal
2016-08-15,2016-09-27,1170.0,407.79023738344284,1600.0,Normal
2016-08-22,2016-10-04,1155.396826014109,418.73800970787164,1600.0,Normal
2016-08-29,2016-10-11,1100.0,397.9309804306989,1600.0,Normal
2016-09-05,2016-10-18,1100.0,391.18111328953296,1600.0,Normal
2016-09-12,2016-10-25,1100.0,373.50808857276195,1600.0,Normal
2016-09-19,2016-11-01,1096.25,374.33409160979113,1600.0,Normal
2016-09-26,2016-11-08,1095.0,372.455909141581,1600.0,Normal
2016-10-03,2016-11-15,1150.0,391.0641103127021,1600.0,Normal
2016-10-10,2016-11-22,1200.0,422.642436699191,1600.0,Normal
2016-10-17,2016-11-29,1349.9999999875,411.6198192239034,1600.0,Normal
2016-10-24,2016-12-06,1300.0,407.08713009008545,1600.0,Normal
2016-10-31,2016-12-13,1240.0,422.98076142949566,1600.0,Normal
2016-11-07,2016-12-20,1225.0,422.40740740783053,1600.0,Normal
2016-11-14,2016-12-27,1230.0,421.88005050572195,1600.0,Normal
2016-11-21,2017-01-03,1162.5,412.9555635304189,1600.0,Normal
2016-11-28,2017-01-10,1145.0,390.610893585533,1400.0,Normal
2016-12-05,2017-01-17,1150.0,392.1678669462311,1200.0,Normal
2016-12-12,2017-01-24,1150.0,391.56514271965926,1200.0,Normal
2016-12-19,2017-01-31,1160.0,374.8055555022222,1200.0,Normal
2016-12-26,2017-02-07,1165.0,375.97222222222223,1200.0,Normal
2017-01-01,2017-02-13,1165.0,366.17894057974286,1200.0,Normal
2017-01-08,2017-02-20,1165.0,346.30555555555554,1200.0,Normal
2017-01-15,2017-02-27,1165.0,344.7287497331363,1200.0,Normal
2017-01-22,2017-03-06,1165.0,343.5769514120012,1200.0,Normal
2017-01-29,2017-03-13,1067.4999988281247,340.10382179869663,1200.0,Normal
2017-02-05,2017-03-20,1057.4999988281247,345.8940793943401,1200.0,Normal
2017-02-12,2017-03-27,1030.0,348.0563230492288,1200.0,Normal
2017-02-19,2017-04-03,1025.0,347.2687582557531,1200.0,Normal
2017-02-26,2017-04-10,1100.0,346.42764406780225,1200.0,Normal
2017-03-05,2017-04-17,1100.0,332.8364196851939,1200.0,Normal
2017-03-12,2017-04-24,1100.0,335.146825397612,1200.0,Normal
2017-03-19,2017-05-01,1100.0,335.28767731895846,1200.0,Normal
2017-03-26,2017-05-08,1100.0,341.86979168814986,1200.0,Normal
2017-04-02,2017-05-15,1107.5,346.1802326302029,1200.0,Normal
2017-04-09,2017-05-22,1110.0,362.50868056942033,1200.0,Normal
2017-04-16,2017-05-29,1110.0,370.8900462966001,1200.0,Normal
2017-04-23,2017-06-05,1010.0,375.1948302475695,1200.0,Normal
2017-04-30,2017-06-12,1010.0,380.3761574080633,1200.0,Normal
2017-05-07,2017-06-19,980.0,379.4907407407407,1200.0,Normal
2017-05-14,2017-06-26,980.0,382.2122770349032,1300.0,Normal
2017-05-21,2017-07-03,980.0,407.5889703588357,1300.0,Normal
2017-05-28,2017-07-10,980.0,455.2387800516807,1300.0,Normal
2017-06-04,2017-07-17,980.0,454.1047678531603,1300.0,Normal
2017-06-11,2017-07-24,976.3888901234573,472.6034807713192,1300.0,Normal
2017-06-18,2017-07-31,976.3888901234573,475.83898922615674,1300.0,Normal
2017-06-25,2017-08-07,976.3888901234573,479.7824643911667,1300.0,Normal
2017-07-02,2017-08-14,976.3888901234573,465.3944381449967,1300.0,Normal
2017-07-09,2017-08-21,1300.0,412.1709662518419,1300.0,Normal
2017-07-16,2017-08-28,1730.0,470.00266279346386,1700.0,Normal
2017-07-23,2017-09-04,2107.5,484.202680465414,2600.0,Normal
2017-07-30,2017-09-11,2111.6999994375005,470.09223810689105,2600.0,Normal
2017-08-06,2017-09-18,2362.5,540.461552196643,2800.0,Normal
2017-08-13,2017-09-25,2172.5,625.4128086426289,3000.0,Normal
2017-08-20,2017-10-02,2137.5,688.7422839506174,3000.0,Normal
2017-08-27,2017-10-09,2125.0,689.5444600724308,3000.0,Normal
2017-09-03,2017-10-16,2225.0,685.52765622834,3000.0,Normal
2017-09-10,2017-10-23,2275.0,605.8800689304517,2493.9534883584643,Normal
2017-09-17,2017-10-30,2325.158392418143,596.9669303082234,2493.9534883584643,Normal
2017-09-24,2017-11-06,2481.9512194897084,677.0635727206221,2481.9512194897084,Normal
2017-10-01,2017-11-13,2535.1859181560512,747.2495201171542,2481.9512194897084,Normal
2017-10-08,2017-11-20,2757.5,774.0519220797926,2500.0,Normal
2017-10-15,2017-11-27,2931.944995731378,734.2977297823805,2500.0,Normal
2017-10-22,2017-12-04,3080.0,663.890684801231,3200.0,Normal
2017-10-29,2017-12-11,3151.842105005956,761.1861518826827,3200.0,Normal
2017-11-05,2017-12-18,3275.828459892286,753.7446074747095,3400.0,Normal
2017-11-12,2017-12-25,3263.4920628747795,767.1579831213226,3300.0,Normal
2017-11-19,2018-01-01,3263.4920628747795,766.0396309008242,3300.0,Normal
2017-11-26,2018-01-08,3254.365078593474,722.8085785687113,3300.0,Normal
2017-12-03,2018-01-15,3252.777777102623,702.0314166357587,3300.0,Normal
2017-12-10,2018-01-22,3300.0,718.4396528921485,3300.0,Normal
2017-12-17,2018-01-29,3300.0,736.2152777777778,3300.0,Normal
2017-12-24,2018-02-05,3300.0,724.6891533852898,3300.0,Normal
2017-12-31,2018-02-12,3205.0,704.39688843058,3200.0,Normal
2018-01-07,2018-02-19,3200.0,767.1527777777778,3200.0,Normal
2018-01-14,2018-02-26,2900.0,871.31276883234,2900.0,Normal
2018-01-21,2018-03-05,2900.0,663.4306841186151,2900.0,Normal
2018-01-28,2018-03-12,2800.0,711.341367377629,2800.0,Normal
2018-02-04,2018-03-19,2500.0,706.3452508695715,2800.0,Normal
2018-02-11,2018-03-26,2412.5,747.7975910140772,2700.0,Normal
2018-02-18,2018-04-02,2275.0,769.3466001569357,2700.0,Normal
2018-02-25,2018-04-09,1812.5,641.7811177929746,2650.0,Normal
2018-03-04,2018-04-16,1790.0,653.4971510052478,2600.0,Normal
2018-03-11,2018-04-23,1645.0,664.7012663929282,2500.0,Normal
2018-03-18,2018-04-30,1419.4444444375,573.4587349163311,2500.0,Anomaly
2018-03-25,2018-05-07,1390.0,539.4487176040634,2500.0,Anomaly
2018-04-01,2018-05-14,1375.0,525.2530863511661,2300.0,Anomaly
2018-04-08,2018-05-21,1369.000000888888,461.31321438924726,2300.0,Anomaly
2018-04-15,2018-05-28,1365.0,427.6399176192654,2000.0,Normal
2018-04-22,2018-06-04,1350.0,433.6218564137264,2000.0,Normal
2018-04-29,2018-06-11,1325.0,436.30555555555554,2000.0,Anomaly
2018-05-06,2018-06-18,1325.0,441.97222222222223,2000.0,Anomaly
2018-05-13,2018-06-25,1325.0,426.35753280300185,2000.0,Anomaly
2018-05-20,2018-07-02,1340.0,449.94658139258405,2000.0,Normal
2018-05-27,2018-07-09,1475.0,431.9703343768585,2000.0,Normal
2018-06-03,2018-07-16,1700.0,467.7743135224834,2000.0,Normal
2018-06-10,2018-07-23,1710.0,402.6234567901235,2000.0,Normal
2018-06-17,2018-07-30,1750.0,411.9861111111111,2000.0,Normal
2018-06-24,2018-08-06,1740.0,415.3731006962644,2200.0,Normal
2018-07-01,2018-08-13,1735.0,431.0715959211009,2200.0,Normal
2018-07-08,2018-08-20,1725.0,447.6296296296297,2200.0,Normal
2018-07-15,2018-08-27,1725.0,437.4676878530287,2200.0,Normal
2018-07-22,2018-09-03,1700.0,450.3196158512422,2200.0,Normal
2018-07-29,2018-09-10,1700.0,461.7530863758574,2200.0,Normal
2018-08-05,2018-09-17,1700.0,474.8395061728395,2200.0,Normal
2018-08-12,2018-09-24,1700.0,449.5806557749436,2100.0,Normal
2018-08-19,2018-10-01,1650.0,481.9555530331367,2100.0,Normal
2018-08-26,2018-10-08,1582.5,495.92380700207093,2100.0,Normal
