<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:3ef2f671c8178165876994bac94b2d288e5cc4bdf5580ae523402973ee519d92
size 15625
=======
STARTDATE,ENDDATE,MEDIAN,MAD,VALUE,TYPE
2016-01-01,2016-02-13,1660.0,438.06724665290847,1324.4444444305557,Normal
2016-01-08,2016-02-20,1653.6111098765487,429.5741394027419,1330.0,Normal
2016-01-15,2016-02-27,1650.0,430.906924695892,1366.999999984,Normal
2016-01-22,2016-03-05,1605.0,427.51298702317837,1375.0,Normal
2016-01-29,2016-03-12,1387.5,440.78728049777067,1375.0,Normal
2016-02-01,2016-03-15,1375.0,439.3217254302686,1350.0,Normal
2016-02-08,2016-03-22,1341.5784832436957,452.7890199644255,1250.0,Normal
2016-02-15,2016-03-29,1265.0,404.651451709542,1100.0,Normal
2016-02-22,2016-04-05,1253.75,338.3461781024613,1080.0,Normal
2016-02-29,2016-04-12,1250.0,338.92770846938805,1080.0,Normal
2016-03-07,2016-04-19,1231.1764692041538,351.13814957897836,1070.0,Normal
2016-03-14,2016-04-26,1325.8928558673424,369.6959481068528,1060.0,Normal
2016-03-21,2016-05-03,1325.0,408.0693678983202,1065.0,Normal
2016-03-28,2016-05-10,1340.0,427.02412680813876,1080.0,Normal
2016-04-04,2016-05-17,1300.0,438.60526315789474,1075.0,Normal
2016-04-11,2016-05-24,1300.0,437.7215577475831,1050.0,Normal
2016-04-18,2016-05-31,1240.0,409.31578928865133,930.0,Normal
2016-04-25,2016-06-07,1135.0,422.2451523549169,925.0,Normal
2016-05-02,2016-06-14,1117.5,430.7590027700831,900.0,Normal
2016-05-09,2016-06-21,1105.0,441.52596952967014,850.0,Normal
2016-05-16,2016-06-28,1105.0,444.44355957794704,850.0,Normal
2016-05-23,2016-07-05,1100.0,449.33566889420007,850.0,Normal
2016-05-30,2016-07-12,1100.0,452.2690915664692,850.0,Normal
2016-06-06,2016-07-19,1100.0,447.5567224943167,885.0,Normal
2016-06-13,2016-07-26,1155.0,433.72180447547436,950.0,Normal
2016-06-20,2016-08-02,1205.0,402.84103211210436,1000.0,Normal
2016-06-27,2016-08-09,1212.1951206292551,393.71607552306824,1000.0,Normal
2016-07-04,2016-08-16,1290.0,427.48272016419673,950.0,Normal
2016-07-11,2016-08-23,1290.0,496.44736842105266,920.0,Normal
2016-07-18,2016-08-30,1300.0,494.7565457213932,930.0,Normal
2016-07-25,2016-09-06,1320.0,462.46545829764364,925.0,Normal
2016-08-01,2016-09-13,1320.0,468.49405397232,920.0,Normal
