<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:5e3d2928929d2ec38e23f9ce5cf5fe3ff38cdf11ee11e2a16a3773394b2a748c
size 358644
=======
STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2016-01-01,2016-02-13,,,Anomaly,0.9994121105232217,UTTAR PRADESH,GORAKHPUR
2016-01-08,2016-02-20,,,Anomaly,0.9994121105232217,UTTAR PRADESH,GORAKHPUR
2016-01-15,2016-02-27,,,Anomaly,0.9994121105232217,UTTAR PRADESH,GORAKHPUR
2016-01-22,2016-03-05,,,Anomaly,0.9994121105232217,UTTAR PRADESH,GORAKHPUR
2016-01-29,2016-03-12,,,Anomaly,0.9994121105232217,UTTAR PRADESH,GORAKHPUR
2016-02-01,2016-03-15,Anomaly,,Anomaly,0.9994121105232217,UTTAR PRADESH,GORAKHPUR
2016-02-08,2016-03-22,Anomaly,,Anomaly,0.9994121105232217,UTTAR PRADESH,GORAKHPUR
2016-02-15,2016-03-29,Anomaly,,Anomaly,0.9994121105232217,UTTAR PRADESH,GORAKHPUR
2016-02-22,2016-04-05,Anomaly,,Anomaly,0.9994121105232217,UTTAR PRADESH,GORAKHPUR
2016-02-29,2016-04-12,Anomaly,,Anomaly,0.9994121105232217,UTTAR PRADESH,GORAKHPUR
2016-03-07,2016-04-19,Anomaly,,Anomaly,0.9994121105232217,UTTAR PRADESH,GORAKHPUR
2016-03-14,2016-04-26,Anomaly,,Anomaly,0.9994121105232217,UTTAR PRADESH,GORAKHPUR
2016-03-21,2016-05-03,Anomaly,,Anomaly,0.9994121105232217,UTTAR PRADESH,GORAKHPUR
2016-03-28,2016-05-10,Anomaly,,Anomaly,0.9994121105232217,UTTAR PRADESH,GORAKHPUR
2016-04-04,2016-05-17,Anomaly,,Anomaly,0.9994121105232217,UTTAR PRADESH,GORAKHPUR
2016-04-11,2016-05-24,Anomaly,,Anomaly,0.9994121105232217,UTTAR PRADESH,GORAKHPUR
2016-04-18,2016-05-31,Anomaly,,Anomaly,1.02880658436214,UTTAR PRADESH,GORAKHPUR
2016-04-25,2016-06-07,Anomaly,,Anomaly,1.02880658436214,UTTAR PRADESH,GORAKHPUR
2016-05-02,2016-06-14,Anomaly,,Anomaly,1.02880658436214,UTTAR PRADESH,GORAKHPUR
2016-05-09,2016-06-21,Anomaly,,Anomaly,1.0875955320399764,UTTAR PRADESH,GORAKHPUR
2016-05-16,2016-06-28,Anomaly,,Anomaly,1.0875955320399764,UTTAR PRADESH,GORAKHPUR
2016-05-23,2016-07-05,Anomaly,,Anomaly,1.0875955320399764,UTTAR PRADESH,GORAKHPUR
2016-05-30,2016-07-12,Anomaly,,Anomaly,1.05653912050257,UTTAR PRADESH,GORAKHPUR
2016-06-06,2016-07-19,Anomaly,,Anomaly,1.05653912050257,UTTAR PRADESH,GORAKHPUR
2016-06-13,2016-07-26,Anomaly,,Anomaly,1.05653912050257,UTTAR PRADESH,GORAKHPUR
2016-06-20,2016-08-02,Anomaly,,Anomaly,1.0272071071626874,UTTAR PRADESH,GORAKHPUR
2016-06-27,2016-08-09,Anomaly,,Anomaly,1.0272071071626874,UTTAR PRADESH,GORAKHPUR
2016-07-04,2016-08-16,Anomaly,,Anomaly,1.0272071071626874,UTTAR PRADESH,GORAKHPUR
2016-07-11,2016-08-23,Anomaly,,Anomaly,1.0272071071626874,UTTAR PRADESH,GORAKHPUR
2016-07-18,2016-08-30,Anomaly,,Anomaly,1.0416666666666667,UTTAR PRADESH,GORAKHPUR
2016-07-25,2016-09-06,Anomaly,,Anomaly,1.0416666666666667,UTTAR PRADESH,GORAKHPUR
2016-08-01,2016-09-13,Anomaly,,Anomaly,1.0416666666666667,UTTAR PRADESH,GORAKHPUR
2016-08-08,2016-09-20,Anomaly,,Anomaly,1.0416666666666667,UTTAR PRADESH,GORAKHPUR
2016-08-15,2016-09-27,Anomaly,,Anomaly,1.0416666666666667,UTTAR PRADESH,GORAKHPUR
2016-08-22,2016-10-04,Anomaly,,Anomaly,1.0416666666666667,UTTAR PRADESH,GORAKHPUR
2016-08-29,2016-10-11,Anomaly,,Anomaly,1.0135135135135136,UTTAR PRADESH,GORAKHPUR
2016-09-05,2016-10-18,Anomaly,,Anomaly,1.058201058201058,UTTAR PRADESH,GORAKHPUR
2016-09-12,2016-10-25,Anomaly,,Anomaly,1.058201058201058,UTTAR PRADESH,GORAKHPUR
2016-09-19,2016-11-01,Anomaly,,Anomaly,1.058201058201058,UTTAR PRADESH,GORAKHPUR
2016-09-26,2016-11-08,Anomaly,,Anomaly,1.058201058201058,UTTAR PRADESH,GORAKHPUR
2016-10-03,2016-11-15,Anomaly,,Anomaly,1.058201058201058,UTTAR PRADESH,GORAKHPUR
2016-10-10,2016-11-22,Anomaly,,Anomaly,1.058201058201058,UTTAR PRADESH,GORAKHPUR
2016-10-17,2016-11-29,Anomaly,,Anomaly,1.058201058201058,UTTAR PRADESH,GORAKHPUR
2016-10-24,2016-12-06,Anomaly,,Anomaly,1.058201058201058,UTTAR PRADESH,GORAKHPUR
2016-10-31,2016-12-13,Anomaly,,Anomaly,1.058201058201058,UTTAR PRADESH,GORAKHPUR
2016-11-07,2016-12-20,Anomaly,,Anomaly,1.058201058201058,UTTAR PRADESH,GORAKHPUR
2016-11-14,2016-12-27,Anomaly,,Anomaly,1.0279840091376355,UTTAR PRADESH,GORAKHPUR
