<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:605798fdda355bafb7a97ecd9c95a61917a38c7a8c67236ef9c6ea1dcc7da8b4
size 503450
=======
STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2016-01-01,2016-02-13,,,Normal,3.059581320450885,WEST BENGAL,DURGAPUR
2016-01-08,2016-02-20,,,Normal,1.4492753623188406,WEST BENGAL,DURGAPUR
2016-01-15,2016-02-27,,,Normal,1.6103059581320451,WEST BENGAL,DURGAPUR
2016-01-22,2016-03-05,,,Normal,1.6908212560386473,WEST BENGAL,DURGAPUR
2016-01-29,2016-03-12,,,Normal,1.851851851851852,WEST BENGAL,DURGAPUR
2016-02-01,2016-03-15,Normal,,Normal,1.851851851851852,WEST BENGAL,DURGAPUR
2016-02-08,2016-03-22,Normal,,Normal,1.8225039619651344,WEST BENGAL,DURGAPUR
2016-02-15,2016-03-29,Anomaly,,Normal,1.901743264659271,WEST BENGAL,DURGAPUR
2016-02-22,2016-04-05,Anomaly,,Normal,1.5041128084606346,WEST BENGAL,DURGAPUR
2016-02-29,2016-04-12,Anomaly,,Normal,1.2787212787212787,WEST BENGAL,DURGAPUR
2016-03-07,2016-04-19,Anomaly,,Normal,1.236917221693625,WEST BENGAL,DURGAPUR
2016-03-14,2016-04-26,Anomaly,,Normal,1.2269938650306749,WEST BENGAL,DURGAPUR
2016-03-21,2016-05-03,Normal,,Normal,1.4723926380368098,WEST BENGAL,DURGAPUR
2016-03-28,2016-05-10,Normal,,Normal,1.4596003475238923,WEST BENGAL,DURGAPUR
2016-04-04,2016-05-17,Normal,,Normal,1.4596003475238923,WEST BENGAL,DURGAPUR
2016-04-11,2016-05-24,Anomaly,,Normal,1.3537469782433522,WEST BENGAL,DURGAPUR
2016-04-18,2016-05-31,Normal,,Normal,1.2913143735588009,WEST BENGAL,DURGAPUR
2016-04-25,2016-06-07,Normal,,Normal,1.1991434689507494,WEST BENGAL,DURGAPUR
2016-05-02,2016-06-14,Normal,,Normal,1.0493441599000624,WEST BENGAL,DURGAPUR
2016-05-09,2016-06-21,Normal,,Normal,1.0306058713304185,WEST BENGAL,DURGAPUR
2016-05-16,2016-06-28,Normal,,Normal,1.0306058713304185,WEST BENGAL,DURGAPUR
2016-05-23,2016-07-05,Normal,,Normal,1.0493441599000624,WEST BENGAL,DURGAPUR
2016-05-30,2016-07-12,Normal,,Normal,1.0930668332292317,WEST BENGAL,DURGAPUR
2016-06-06,2016-07-19,Normal,,Normal,1.0930668332292317,WEST BENGAL,DURGAPUR
2016-06-13,2016-07-26,Normal,,Normal,1.0930668332292317,WEST BENGAL,DURGAPUR
2016-06-20,2016-08-02,Normal,,Normal,1.07958050586058,WEST BENGAL,DURGAPUR
2016-06-27,2016-08-09,Normal,,Normal,1.072961373390558,WEST BENGAL,DURGAPUR
2016-07-04,2016-08-16,Normal,,Normal,1.0664229128580134,WEST BENGAL,DURGAPUR
2016-07-11,2016-08-23,Normal,,Normal,1.0664229128580134,WEST BENGAL,DURGAPUR
2016-07-18,2016-08-30,Normal,,Normal,1.0664229128580134,WEST BENGAL,DURGAPUR
2016-07-25,2016-09-06,Normal,,Normal,1.060329067641682,WEST BENGAL,DURGAPUR
2016-08-01,2016-09-13,Normal,,Normal,1.060329067641682,WEST BENGAL,DURGAPUR
2016-08-08,2016-09-20,Normal,,Normal,1.035953686776356,WEST BENGAL,DURGAPUR
2016-08-15,2016-09-27,Normal,,Normal,1.0890454836643175,WEST BENGAL,DURGAPUR
2016-08-22,2016-10-04,Normal,,Normal,1.1031797534068786,WEST BENGAL,DURGAPUR
2016-08-29,2016-10-11,Normal,,Normal,1.09020116807268,WEST BENGAL,DURGAPUR
2016-09-05,2016-10-18,Normal,,Normal,1.09020116807268,WEST BENGAL,DURGAPUR
2016-09-12,2016-10-25,Normal,,Normal,1.09020116807268,WEST BENGAL,DURGAPUR
2016-09-19,2016-11-01,Normal,,Normal,1.09020116807268,WEST BENGAL,DURGAPUR
2016-09-26,2016-11-08,Normal,,Normal,1.0782380013149244,WEST BENGAL,DURGAPUR
2016-10-03,2016-11-15,Normal,,Normal,1.321514907332796,WEST BENGAL,DURGAPUR
2016-10-10,2016-11-22,Normal,,Normal,1.321514907332796,WEST BENGAL,DURGAPUR
2016-10-17,2016-11-29,Normal,,Normal,1.3655287260616151,WEST BENGAL,DURGAPUR
2016-10-24,2016-12-06,Normal,,Normal,2.1837549933422102,WEST BENGAL,DURGAPUR
2016-10-31,2016-12-13,Normal,,Normal,2.5192012288786483,WEST BENGAL,DURGAPUR
2016-11-07,2016-12-20,Normal,,Normal,2.4476650563607087,WEST BENGAL,DURGAPUR
2016-11-14,2016-12-27,Anomaly,,Normal,2.415458937198068,WEST BENGAL,DURGAPUR
2016-11-21,2017-01-03,Anomaly,,Normal,2.9940119760479043,WEST BENGAL,DURGAPUR
