<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:6bb1367720837837a03e9b2cc3faae03b746ec7c9fb51313a32f3d839c53fcd0
size 17581
=======
STARTDATA,ENDDATA,MAX_PRICE,MIN_PRICE,MAXMINRATIO
2016-01-01,2016-02-13,2000.0,2000.0,0.9995002498750625
2016-01-08,2016-02-20,2000.0,2000.0,0.9995002498750625
2016-01-15,2016-02-27,2000.0,2000.0,0.9995002498750625
2016-01-22,2016-03-05,2000.0,2000.0,0.9995002498750625
2016-01-29,2016-03-12,2000.0,2000.0,0.9995002498750625
2016-02-01,2016-03-15,2000.0,1500.0,1.3324450366422385
2016-02-08,2016-03-22,2000.0,1500.0,1.3324450366422385
2016-02-15,2016-03-29,2000.0,1500.0,1.3324450366422385
2016-02-22,2016-04-05,2000.0,1500.0,1.3324450366422385
2016-02-29,2016-04-12,2000.0,1500.0,1.3324450366422385
2016-03-07,2016-04-19,2000.0,1500.0,1.3324450366422385
2016-03-14,2016-04-26,2000.0,1500.0,1.3324450366422385
2016-03-21,2016-05-03,2000.0,1500.0,1.3324450366422385
2016-03-28,2016-05-10,2000.0,1500.0,1.3324450366422385
2016-04-04,2016-05-17,2000.0,1500.0,1.3324450366422385
2016-04-11,2016-05-24,2000.0,1600.0,1.2492192379762648
2016-04-18,2016-05-31,2000.0,1800.0,1.110494169905608
2016-04-25,2016-06-07,2000.0,2000.0,0.9995002498750625
2016-05-02,2016-06-14,2000.0,2000.0,0.9995002498750625
2016-05-09,2016-06-21,2000.0,2000.0,0.9995002498750625
2016-05-16,2016-06-28,2000.0,2000.0,0.9995002498750625
2016-05-23,2016-07-05,2000.0,2000.0,0.9995002498750625
2016-05-30,2016-07-12,2000.0,1800.0,1.110494169905608
2016-06-06,2016-07-19,2000.0,1800.0,1.110494169905608
2016-06-13,2016-07-26,2000.0,1800.0,1.110494169905608
2016-06-20,2016-08-02,2000.0,1800.0,1.110494169905608
2016-06-27,2016-08-09,2000.0,1800.0,1.110494169905608
2016-07-04,2016-08-16,2000.0,1600.0,1.2492192379762648
2016-07-11,2016-08-23,2000.0,1600.0,1.2492192379762648
2016-07-18,2016-08-30,1800.0,1600.0,1.1242973141786383
2016-07-25,2016-09-06,1800.0,1600.0,1.1242973141786383
2016-08-01,2016-09-13,1800.0,1600.0,1.1242973141786383
2016-08-08,2016-09-20,1800.0,1600.0,1.1242973141786383
2016-08-15,2016-09-27,1600.0,1600.0,0.9993753903810119
2016-08-22,2016-10-04,1600.0,1600.0,0.9993753903810119
2016-08-29,2016-10-11,1600.0,1600.0,0.9993753903810119
2016-09-05,2016-10-18,1600.0,1600.0,0.9993753903810119
2016-09-12,2016-10-25,1600.0,1600.0,0.9993753903810119
2016-09-19,2016-11-01,1600.0,1600.0,0.9993753903810119
2016-09-26,2016-11-08,1600.0,1600.0,0.9993753903810119
2016-10-03,2016-11-15,1600.0,1600.0,0.9993753903810119
2016-10-10,2016-11-22,1600.0,1600.0,0.9993753903810119
2016-10-17,2016-11-29,1600.0,1600.0,0.9993753903810119
2016-10-24,2016-12-06,1600.0,1600.0,0.9993753903810119
2016-10-31,2016-12-13,1600.0,1600.0,0.9993753903810119
2016-11-07,2016-12-20,1600.0,1200.0,1.3322231473771857
2016-11-14,2016-12-27,1600.0,1200.0,1.3322231473771857
2016-11-21,2017-01-03,1600.0,1200.0,1.3322231473771857
2016-11-28,2017-01-10,1600.0,1200.0,1.3322231473771857
2016-12-05,2017-01-17,1600.0,1200.0,1.3322231473771857
2016-12-12,2017-01-24,1600.0,1200.0,1.3322231473771857
2016-12-19,2017-01-31,1400.0,1200.0,1.1656952539550374
2016-12-26,2017-02-07,1200.0,1200.0,0.9991673605328892
2017-01-01,2017-02-13,1200.0,1200.0,0.9991673605328892
2017-01-08,2017-02-20,1200.0,1200.0,0.9991673605328892
2017-01-15,2017-02-27,1200.0,1200.0,0.9991673605328892
2017-01-22,2017-03-06,1200.0,1200.0,0.9991673605328892
2017-01-29,2017-03-13,1200.0,1200.0,0.9991673605328892
2017-02-05,2017-03-20,1200.0,1200.0,0.9991673605328892
2017-02-12,2017-03-27,1200.0,1200.0,0.9991673605328892
2017-02-19,2017-04-03,1200.0,1200.0,0.9991673605328892
2017-02-26,2017-04-10,1200.0,1200.0,0.9991673605328892
2017-03-05,2017-04-17,1200.0,1200.0,0.9991673605328892
2017-03-12,2017-04-24,1200.0,1200.0,0.9991673605328892
2017-03-19,2017-05-01,1200.0,1200.0,0.9991673605328892
2017-03-26,2017-05-08,1200.0,1200.0,0.9991673605328892
2017-04-02,2017-05-15,1200.0,1200.0,0.9991673605328892
2017-04-09,2017-05-22,1200.0,1200.0,0.9991673605328892
2017-04-16,2017-05-29,1200.0,1200.0,0.9991673605328892
2017-04-23,2017-06-05,1300.0,1200.0,1.0824313072439633
2017-04-30,2017-06-12,1300.0,1200.0,1.0824313072439633
2017-05-07,2017-06-19,1300.0,1200.0,1.0824313072439633
2017-05-14,2017-06-26,1300.0,1200.0,1.0824313072439633
2017-05-21,2017-07-03,1300.0,1200.0,1.0824313072439633
2017-05-28,2017-07-10,1300.0,1200.0,1.0824313072439633
2017-06-04,2017-07-17,1300.0,1300.0,0.9992313604919293
2017-06-11,2017-07-24,1300.0,1300.0,0.9992313604919293
2017-06-18,2017-07-31,1300.0,1300.0,0.9992313604919293
2017-06-25,2017-08-07,1700.0,1300.0,1.3066871637202153
2017-07-02,2017-08-14,2600.0,1300.0,1.9984627209838586
2017-07-09,2017-08-21,2600.0,1300.0,1.9984627209838586
2017-07-16,2017-08-28,3000.0,1300.0,2.3059185242121445
2017-07-23,2017-09-04,3000.0,1300.0,2.3059185242121445
2017-07-30,2017-09-11,3000.0,1300.0,2.3059185242121445
2017-08-06,2017-09-18,3000.0,1700.0,1.763668430335097
2017-08-13,2017-09-25,3000.0,2600.0,1.1534025374855825
2017-08-20,2017-10-02,3000.0,2296.00000192,1.306051370262247
2017-08-27,2017-10-09,3000.0,2100.0,1.4278914802475011
2017-09-03,2017-10-16,3000.0,2100.0,1.4278914802475011
2017-09-10,2017-10-23,3000.0,2100.0,1.4278914802475011
2017-09-17,2017-10-30,3000.0,2100.0,1.4278914802475011
2017-09-24,2017-11-06,3000.0,2100.0,1.4278914802475011
2017-10-01,2017-11-13,3500.0,2100.0,1.6658733936220846
2017-10-08,2017-11-20,3500.0,2100.0,1.6658733936220846
2017-10-15,2017-11-27,3500.0,2300.0,1.521077792264233
2017-10-22,2017-12-04,3500.0,2400.0,1.4577259475218658
2017-10-29,2017-12-11,3500.0,2400.0,1.4577259475218658
2017-11-05,2017-12-18,3500.0,2500.0,1.3994402239104358
2017-11-12,2017-12-25,3500.0,3200.0,1.0934083099031553
2017-11-19,2018-01-01,3500.0,3200.0,1.0934083099031553
2017-11-26,2018-01-08,3500.0,3200.0,1.0934083099031553
2017-12-03,2018-01-15,3500.0,3300.0,1.0602847621932747
2017-12-10,2018-01-22,3500.0,3200.0,1.0934083099031553
2017-12-17,2018-01-29,3400.0,3200.0,1.0621680724773508
2017-12-24,2018-02-05,3400.0,2800.0,1.2138521956444126
2017-12-31,2018-02-12,3400.0,2400.0,1.416076634735527
2018-01-07,2018-02-19,3400.0,2400.0,1.416076634735527
2018-01-14,2018-02-26,3400.0,2400.0,1.416076634735527
2018-01-21,2018-03-05,3400.0,2400.0,1.416076634735527
2018-01-28,2018-03-12,3200.0,2400.0,1.3327780091628487
2018-02-04,2018-03-19,3009.333335680001,2400.0,1.2533666537609334
2018-02-11,2018-03-26,3009.333335680001,2600.0,1.156990901837755
2018-02-18,2018-04-02,3009.333335680001,2500.0,1.203252033458617
2018-02-25,2018-04-09,3009.333335680001,2500.0,1.203252033458617
2018-03-04,2018-04-16,3009.333335680001,2450.0,1.2277981785720118
2018-03-11,2018-04-23,2700.0,2300.0,1.1734028683181226
2018-03-18,2018-04-30,2650.0,2300.0,1.1516731855714906
2018-03-25,2018-05-07,2600.0,2000.0,1.2993503248375813
2018-04-01,2018-05-14,2500.0,2000.0,1.249375312343828
2018-04-08,2018-05-21,2500.0,2000.0,1.249375312343828
2018-04-15,2018-05-28,2500.0,2000.0,1.249375312343828
2018-04-22,2018-06-04,2300.0,1900.0,1.209889531825355
2018-04-29,2018-06-11,2300.0,1800.0,1.2770682953914492
2018-05-06,2018-06-18,2000.0,1800.0,1.110494169905608
2018-05-13,2018-06-25,2000.0,1800.0,1.110494169905608
2018-05-20,2018-07-02,2000.0,1800.0,1.110494169905608
2018-05-27,2018-07-09,2200.0,1800.0,1.2215435868961688
2018-06-03,2018-07-16,2200.0,1800.0,1.2215435868961688
2018-06-10,2018-07-23,2200.0,1800.0,1.2215435868961688
2018-06-17,2018-07-30,2200.0,2000.0,1.0994502748625687
2018-06-24,2018-08-06,2200.0,2000.0,1.0994502748625687
2018-07-01,2018-08-13,2200.0,2000.0,1.0994502748625687
2018-07-08,2018-08-20,2200.0,2000.0,1.0994502748625687
2018-07-15,2018-08-27,2200.0,2100.0,1.0471204188481675
2018-07-22,2018-09-03,2200.0,2100.0,1.0471204188481675
2018-07-29,2018-09-10,2200.0,2100.0,1.0471204188481675
2018-08-05,2018-09-17,2200.0,2100.0,1.0471204188481675
2018-08-12,2018-09-24,2200.0,2100.0,1.0471204188481675
2018-08-19,2018-10-01,2200.0,2100.0,1.0471204188481675
2018-08-26,2018-10-08,2200.0,2100.0,1.0471204188481675
2018-09-02,2018-10-15,2200.0,2100.0,1.0471204188481675
2018-09-09,2018-10-22,2200.0,2100.0,1.0471204188481675
2018-09-16,2018-10-29,2200.0,2100.0,1.0471204188481675
