<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:edbdaaf91a7fa47ea2650313acfe4c845bbe1577d0558407576f73e82227e072
size 18335
=======
STARTDATA,ENDDATA,MAX_PRICE,MIN_PRICE,MAXMINRATIO
2016-01-01,2016-02-13,1415.0,1112.6530608646397,1.2705931943485116
2016-01-08,2016-02-20,1415.0,900.0,1.5704772475027746
2016-01-15,2016-02-27,1415.0,825.0,1.7130750605326877
2016-01-22,2016-03-05,1380.0,825.0,1.6707021791767553
2016-01-29,2016-03-12,1285.0,825.0,1.555690072639225
2016-02-01,2016-03-15,1285.0,825.0,1.555690072639225
2016-02-08,2016-03-22,1265.0,825.0,1.5314769975786926
2016-02-15,2016-03-29,1261.3043478029824,825.0,1.527002842376492
2016-02-22,2016-04-05,1261.3043478029824,825.0,1.527002842376492
2016-02-29,2016-04-12,1261.3043478029824,1060.0,1.1887882637162888
2016-03-07,2016-04-19,1250.0,900.0,1.3873473917869035
2016-03-14,2016-04-26,1250.0,900.0,1.3873473917869035
2016-03-21,2016-05-03,1200.0,900.0,1.3318534961154274
2016-03-28,2016-05-10,1140.0,840.0,1.3555291319857312
2016-04-04,2016-05-17,1125.0,800.0,1.404494382022472
2016-04-11,2016-05-24,1120.0,774.999999975,1.4432989691186628
2016-04-18,2016-05-31,1050.0,774.999999975,1.3530927835487465
2016-04-25,2016-06-07,960.0,680.0,1.4096916299559472
2016-05-02,2016-06-14,950.0,680.0,1.395007342143906
2016-05-09,2016-06-21,903.9772727048036,680.0,1.3274262447941316
2016-05-16,2016-06-28,903.9772727048036,680.0,1.3274262447941316
2016-05-23,2016-07-05,1000.0,680.0,1.4684287812041117
2016-05-30,2016-07-12,1000.0,680.0,1.4684287812041117
2016-06-06,2016-07-19,1000.0,680.0,1.4684287812041117
2016-06-13,2016-07-26,1200.0,800.0,1.4981273408239701
2016-06-20,2016-08-02,1225.0,800.0,1.529338327091136
2016-06-27,2016-08-09,1225.0,800.0,1.529338327091136
2016-07-04,2016-08-16,1225.0,825.0,1.4830508474576272
2016-07-11,2016-08-23,1225.0,803.3942030772122,1.52288516664312
2016-07-18,2016-08-30,1225.0,350.0,3.49002849002849
2016-07-25,2016-09-06,1225.0,350.0,3.49002849002849
2016-08-01,2016-09-13,1125.0,350.0,3.2051282051282053
2016-08-08,2016-09-20,1050.0,350.0,2.9914529914529915
2016-08-15,2016-09-27,995.0,350.0,2.8347578347578346
2016-08-22,2016-10-04,975.0,350.0,2.7777777777777777
2016-08-29,2016-10-11,955.0,772.7846180089937,1.2341935698557658
2016-09-05,2016-10-18,950.0,772.7846180089937,1.2277318234167305
2016-09-12,2016-10-25,950.0,772.7846180089937,1.2277318234167305
2016-09-19,2016-11-01,950.0,772.7846180089937,1.2277318234167305
2016-09-26,2016-11-08,975.0,772.7846180089937,1.2600405556119074
2016-10-03,2016-11-15,975.0,775.0,1.2564432989690721
2016-10-10,2016-11-22,975.0,705.999999979,1.3790664781173414
2016-10-17,2016-11-29,975.0,705.999999979,1.3790664781173414
2016-10-24,2016-12-06,975.0,705.999999979,1.3790664781173414
2016-10-31,2016-12-13,975.0,705.999999979,1.3790664781173414
2016-11-07,2016-12-20,925.0,705.999999979,1.3083451202651701
2016-11-14,2016-12-27,975.0,705.999999979,1.3790664781173414
2016-11-21,2017-01-03,975.0,780.0,1.2483994878361075
2016-11-28,2017-01-10,975.0,780.0,1.2483994878361075
2016-12-05,2017-01-17,975.0,780.0,1.2483994878361075
2016-12-12,2017-01-24,975.0,795.0,1.2248743718592965
2016-12-19,2017-01-31,975.0,900.0,1.0821309655937847
2016-12-26,2017-02-07,985.0,900.0,1.0932297447280799
2017-01-01,2017-02-13,985.0,900.0,1.0932297447280799
2017-01-08,2017-02-20,985.0,900.0,1.0932297447280799
2017-01-15,2017-02-27,985.0,900.0,1.0932297447280799
2017-01-22,2017-03-06,985.0,900.0,1.0932297447280799
2017-01-29,2017-03-13,985.0,875.0,1.1244292237442923
2017-02-05,2017-03-20,990.0,875.0,1.13013698630137
2017-02-12,2017-03-27,1025.0,875.0,1.1700913242009132
2017-02-19,2017-04-03,1025.0,875.0,1.1700913242009132
2017-02-26,2017-04-10,1025.0,875.0,1.1700913242009132
2017-03-05,2017-04-17,1025.0,875.0,1.1700913242009132
2017-03-12,2017-04-24,1025.0,850.0,1.2044653349001175
2017-03-19,2017-05-01,1025.0,775.0,1.3208762886597938
2017-03-26,2017-05-08,1025.0,737.727272707438,1.3875215358482318
2017-04-02,2017-05-15,1000.0,737.727272707438,1.3536795471690066
2017-04-09,2017-05-22,1000.0,725.0,1.3774104683195592
2017-04-16,2017-05-29,980.0,700.0,1.398002853067047
2017-04-23,2017-06-05,850.0,650.0,1.30568356374808
2017-04-30,2017-06-12,790.0,650.0,1.2135176651305684
2017-05-07,2017-06-19,827.999999976,650.0,1.2718894008847927
2017-05-14,2017-06-26,835.0,650.0,1.282642089093702
2017-05-21,2017-07-03,875.0,650.0,1.3440860215053763
2017-05-28,2017-07-10,965.0,650.0,1.4823348694316436
2017-06-04,2017-07-17,965.0,665.0,1.4489489489489489
2017-06-11,2017-07-24,965.0,665.0,1.4489489489489489
2017-06-18,2017-07-31,965.0,640.0,1.5054602184087365
2017-06-25,2017-08-07,1500.0,640.0,2.3400936037441498
2017-07-02,2017-08-14,1750.0,640.0,2.730109204368175
2017-07-09,2017-08-21,1765.0,640.0,2.7535101404056164
2017-07-16,2017-08-28,1765.0,640.0,2.7535101404056164
2017-07-23,2017-09-04,1800.0,640.0,2.8081123244929795
