<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:9ef92280ad69ebebfcf93b42b28615980459d1ed7cbdad1e3bda076d0499c373
size 9084
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Bailahongal,05/06/2006,5,Local,200,300,250,
Bangalore,01/06/2006,930,Bangalore-Samall,220,250,235,
,02/06/2006,907,Bangalore-Samall,250,300,275,
,03/06/2006,950,Bangalore-Samall,300,350,325,
,05/06/2006,1176,Bangalore-Samall,300,350,325,
,06/06/2006,930,Bangalore-Samall,350,360,355,
,07/06/2006,882,Bangalore-Samall,300,350,325,
,08/06/2006,1362,Bangalore-Samall,300,350,325,
,09/06/2006,1586,Bangalore-Samall,250,300,275,
,12/06/2006,3832,Bangalore-Samall,200,280,240,
,13/06/2006,797,Bangalore-Samall,300,350,325,
,14/06/2006,768,Bangalore-Samall,310,340,325,
,15/06/2006,1014,Bangalore-Samall,300,380,340,
,16/06/2006,1090,Bangalore-Samall,300,350,325,
,17/06/2006,1436,Bangalore-Samall,300,340,320,
,19/06/2006,1667,Bangalore-Samall,240,300,270,
,20/06/2006,871,Bangalore-Samall,300,350,325,
,22/06/2006,1189,Bangalore-Samall,300,320,310,
,23/06/2006,1353,Bangalore-Samall,300,320,310,
,29/06/2006,1321,Bangalore-Samall,400,410,405,
,30/06/2006,1213,Bangalore-Samall,300,320,310,
Bangarpet,29/06/2006,10,Onion,350,600,500,
Belgaum,01/06/2006,43, ,NR,NR,NR,
,02/06/2006,25, ,NR,NR,NR,
,03/06/2006,263, ,NR,NR,NR,
,04/06/2006,27, ,NR,NR,NR,
,05/06/2006,34, ,NR,NR,NR,
,06/06/2006,48, ,NR,NR,NR,
,07/06/2006,298,Pusa-Red,200,450,350,
,,,White,250,600,400,
,08/06/2006,72,Pusa-Red,200,450,350,
,,,White,250,600,400,
,09/06/2006,68,Pusa-Red,200,450,350,
,,,White,250,600,400,
,10/06/2006,541,White,200,600,350,
,11/06/2006,56,White,200,600,350,
,12/06/2006,37,White,200,600,350,
,13/06/2006,41,White,200,600,350,
,14/06/2006,410,White,200,600,450,
,15/06/2006,60,White,200,600,450,
,16/06/2006,16,White,200,600,450,
,17/06/2006,333,White,200,600,450,
,18/06/2006,41,White,200,600,450,
,20/06/2006,35,White,200,600,450,
,21/06/2006,257,White,200,500,400,
,22/06/2006,51,White,200,500,400,
,23/06/2006,34,White,200,500,400,
,24/06/2006,506, ,NR,NR,NR,
,25/06/2006,49,White,200,500,400,
,26/06/2006,80, ,NR,NR,NR,
,27/06/2006,62, ,NR,NR,NR,
,28/06/2006,271, ,NR,NR,NR,
,29/06/2006,22, ,NR,NR,NR,
,30/06/2006,17, ,NR,NR,NR,
Bhadravathi,11/06/2006,3,Local,300,500,400,
,19/06/2006,5,Local,300,400,350,
,26/06/2006,2,Local,500,600,550,
Bidar,01/06/2006,17, ,NR,NR,NR,
,02/06/2006,14, ,NR,NR,NR,
,03/06/2006,11, ,NR,NR,NR,
,05/06/2006,11,Local,200,320,245,
,06/06/2006,10, ,NR,NR,NR,
,07/06/2006,9,Local,200,300,250,
,13/06/2006,4,Local,220,320,300,
,14/06/2006,8,Local,240,320,300,
,15/06/2006,6,Local,240,300,280,
,17/06/2006,3,Local,200,290,240,
,19/06/2006,5,Local,200,300,250,
,20/06/2006,3,Local,240,300,280,
,21/06/2006,3,Local,200,320,300,
,22/06/2006,2,Local,200,310,280,
,23/06/2006,6,Local,200,300,250,
,24/06/2006,3,Local,205,300,250,
Bijapur,01/06/2006,75, ,NR,NR,NR,
,08/06/2006,231, ,NR,NR,NR,
,12/06/2006,100, ,NR,NR,NR,
,15/06/2006,167, ,NR,NR,NR,
,19/06/2006,95, ,NR,NR,NR,
,29/06/2006,130, ,NR,NR,NR,
Chamaraj Nagar,02/06/2006,4,Bangalore-Samall,270,350,300,
,10/06/2006,18,Bangalore-Samall,350,500,450,
,13/06/2006,50,Bangalore-Samall,400,500,450,
,14/06/2006,14,Bangalore-Samall,350,500,400,
,15/06/2006,12,Bangalore-Samall,400,550,500,
,16/06/2006,13,Bangalore-Samall,350,500,450,
,17/06/2006,9,Bangalore-Samall,400,500,450,
,29/06/2006,40,Bangalore-Samall,400,500,450,
,30/06/2006,39,Bangalore-Samall,350,500,400,
Chickkaballapura,03/06/2006,17,Bangalore-Samall,200,300,250,
,07/06/2006,17,Bangalore-Samall,200,400,300,
,10/06/2006,19,Bangalore-Samall,300,500,400,
,14/06/2006,17,Bangalore-Samall,300,500,400,
,21/06/2006,25,Bangalore-Samall,300,500,400,
Chikkamagalore,06/06/2006,12,Local,375,425,400,
,14/06/2006,11,Local,348,398,373,
,18/06/2006,2,Local,375,425,400,
,21/06/2006,14,Local,375,425,400,
,27/06/2006,1,Local,466,516,491,
,28/06/2006,12,Local,375,425,400,
,29/06/2006,10,Local,370,430,400,
Davangere,01/06/2006,100, ,NR,NR,NR,
,02/06/2006,112, ,NR,NR,NR,
,03/06/2006,120, ,NR,NR,NR,
,05/06/2006,112, ,NR,NR,NR,
,07/06/2006,105, ,NR,NR,NR,
,08/06/2006,101, ,NR,NR,NR,
,09/06/2006,100, ,NR,NR,NR,
,12/06/2006,110, ,NR,NR,NR,
,13/06/2006,100, ,NR,NR,NR,
,14/06/2006,120, ,NR,NR,NR,
,15/06/2006,112, ,NR,NR,NR,
,16/06/2006,110, ,NR,NR,NR,
,17/06/2006,100, ,NR,NR,NR,
,19/06/2006,100, ,NR,NR,NR,
,20/06/2006,101, ,NR,NR,NR,
,21/06/2006,110, ,NR,NR,NR,
,22/06/2006,126, ,NR,NR,NR,
,23/06/2006,110, ,NR,NR,NR,
,24/06/2006,100, ,NR,NR,NR,
,26/06/2006,120, ,NR,NR,NR,
,27/06/2006,126, ,NR,NR,NR,
,28/06/2006,120, ,NR,NR,NR,
,29/06/2006,125, ,NR,NR,NR,
,30/06/2006,125, ,NR,NR,NR,
Doddaballa Pur,13/06/2006,11,Onion,450,600,500,
,23/06/2006,12, ,NR,NR,NR,
,28/06/2006,14,Onion,400,600,500,
,29/06/2006,1,Onion,400,600,500,
Gundlupet,06/06/2006,12,Local,323,500,347,
,07/06/2006,23,Local,323,367,326,
,08/06/2006,53,Local,314,367,343,
,09/06/2006,47,Local,250,367,338,
,12/06/2006,140,Local,250,367,328,
,13/06/2006,139,Local,323,367,353,
,14/06/2006,87,Local,350,367,356,
,15/06/2006,96,Local,323,367,344,
,16/06/2006,113,Local,300,367,329,
,17/06/2006,109,Local,300,367,332,
,19/06/2006,183,Local,289,367,290,
,20/06/2006,100,Local,323,367,361,
,21/06/2006,81,Local,350,367,354,
,22/06/2006,81,Local,350,367,357,
,23/06/2006,141,Local,350,500,355,
,26/06/2006,237,Local,350,367,361,
,27/06/2006,165,Local,350,367,356,
,28/06/2006,213,Local,350,367,354,
,30/06/2006,139,Local,333,500,363,
Hassan,14/06/2006,373,Local,200,470,335,
,21/06/2006,351,Local,200,400,300,
,28/06/2006,356,Local,200,450,325,
Hospet,05/06/2006,1,Local,300,300,300,
,06/06/2006,2,Local,240,320,300,
,07/06/2006,5,Local,200,300,270,
,12/06/2006,3,Local,300,400,350,
,13/06/2006,2,Local,300,400,350,
,14/06/2006,3,Local,200,400,300,
,16/06/2006,2,Local,300,400,350,
,19/06/2006,8,Local,250,320,300,
,20/06/2006,4,Local,300,400,350,
,21/06/2006,1,Local,300,400,350,
,23/06/2006,2,Local,300,300,300,
,27/06/2006,4,Local,300,400,350,
,28/06/2006,8,Local,300,400,350,
Hubli (Amaragol),01/06/2006,140, ,NR,NR,NR,
,03/06/2006,180, ,NR,NR,NR,
,05/06/2006,120, ,NR,NR,NR,
,06/06/2006,160, ,NR,NR,NR,
,07/06/2006,120, ,NR,NR,NR,
