<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:064a611aa7bc58d33afb6d41674fadb2a502e879b25c7aa269aa019f0db90a82
size 2290
=======
DATE,DISPERSION
2016-01-01,0.01667846892626571
2016-02-01,0.05672843012933518
2016-03-01,0.06403929224675285
2016-04-01,0.051190398285671755
2016-05-01,0.07124431625307893
2016-06-01,0.04547240704001496
2016-07-01,0.0382597966016386
2016-08-01,0.07697308387205357
2016-09-01,0.05770254785242337
2016-10-01,0.048822059288414425
2016-11-01,0.08194083253371523
2016-12-01,0.06616795944490284
2017-01-01,0.038017096564727106
2017-02-01,0.0783643202450814
2017-03-01,0.06513075520772059
2017-04-01,0.036113198434300685
2017-05-01,0.02796611244679502
2017-06-01,0.04717079003461183
2017-07-01,0.03594582858234038
2017-08-01,0.022761662617640628
2017-09-01,0.05034221889089742
2017-10-01,0.03476227921216219
2017-11-01,0.029750435129506952
2017-12-01,0.06188590755324601
2018-01-01,0.0708283866816757
2018-02-01,0.06817914221061616
2018-03-01,0.04398525928653693
2018-04-01,0.033698900870600665
2018-05-01,0.04153671212439447
2018-06-01,0.03986601980630432
2018-07-01,0.05884790882491084
2018-08-01,0.07833597375460886
2018-09-01,0.08034346305248011
2018-10-01,0.06525646425387033
2018-11-01,0.05585765013461316
2018-12-01,0.03054175709069009
2019-01-01,0.05237237147470594
2019-02-01,0.03445061133685395
2019-03-01,0.04260639568311935
2019-04-01,0.038710687875205006
2019-05-01,0.02818871676909392
2019-06-01,0.03332849244019107
2019-07-01,0.02545405295445504
2019-08-01,0.05583700759397274
2019-09-01,0.045420397453526065
2019-10-01,0.05218251267724657
2019-11-01,0.04936707468520518
2019-12-01,0.035149585410775466
2020-01-01,0.0415760926435876
2020-02-01,0.056703472158183506
2020-03-01,0.05284558435253963
2020-04-01,0.08724337898024863
2020-05-01,0.06943533478787003
2020-06-01,0.04672451149730129
2020-07-01,0.04967519953019879
2020-08-01,0.046531652757660615
2020-09-01,0.03647201635902056
2020-10-01,0.04754710256672678
2020-11-01,0.05128857103750898
2020-12-01,0.03710269691890254
2021-01-01,0.03472104983622032
2021-02-01,0.05515300608097252
2021-03-01,0.044953903968993285
2021-04-01,0.058530593835193066
2021-05-01,0.1267607751268691
2021-06-01,0.0665870675127216
2021-07-01,0.06663747454245034
2021-08-01,0.06312617652351406
2021-09-01,0.055716379270758794
2021-10-01,0.06709278539424943
2021-11-01,0.04147023327131352
2021-12-01,0.049361835698342654
2022-01-01,0.050497379459265634
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
