<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:97b2ef6403ac807f9f1ef717d286561b54040eaa7b7c98f958be0fed1f173366
size 105754
=======
DATE,STATENAME,MANDINAME,VOLATILITY,SAMEMONTH,LASTMONTH,LASTYEAR
2016-01-01,KARNATAKA,BANGALORE,0.05641359965246405,Normal,Normal,Normal
2016-01-01,KARNATAKA,BELGAUM,0.0,Normal,Normal,Normal
2016-01-01,KARNATAKA,DAVANGERE,0.0,Normal,Normal,Normal
2016-01-01,KARNATAKA,HUBLI (AMARAGOL),0.05641359965246405,Normal,Normal,Normal
2016-01-01,MAHARASHTRA,LASALGAON,0.10049689548135833,Anomaly,Normal,Normal
2016-01-01,NCT OF DELHI,AZADPUR,0.026082026547865053,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,AURAIYA,0.0,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,AZAMGARH,0.04282322327390933,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,BAHRAICH,0.09959610045696438,Anomaly,Normal,Normal
2016-01-01,UTTAR PRADESH,BARABANKI,0.09959610045696438,Anomaly,Normal,Normal
2016-01-01,UTTAR PRADESH,BASTI,0.04282322327390933,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,FATEHPUR,0.0,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,GAZIPUR,0.10962007562187602,Anomaly,Normal,Normal
2016-01-01,UTTAR PRADESH,GONDA,0.09959610045696438,Anomaly,Normal,Normal
2016-01-01,UTTAR PRADESH,JALAUN,0.0,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,KANNAUJ,0.0,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,KANPUR(GRAIN),0.0,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,LAKHIMPUR,0.09959610045696438,Anomaly,Normal,Normal
2016-01-01,UTTAR PRADESH,LUCKNOW,0.09959610045696438,Anomaly,Normal,Normal
2016-01-01,UTTAR PRADESH,MIRZAPUR,0.04282322327390933,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,PUKHRAYAN,0.0,Normal,Normal,Normal
2016-02-01,KARNATAKA,BANGALORE,0.12259528832508065,Normal,Anomaly,Normal
2016-02-01,KARNATAKA,BELGAUM,0.15332243297586684,Anomaly,Anomaly,Normal
2016-02-01,KARNATAKA,DAVANGERE,0.15332243297586684,Anomaly,Anomaly,Normal
2016-02-01,KARNATAKA,HUBLI (AMARAGOL),0.12259528832508065,Normal,Anomaly,Normal
2016-02-01,MAHARASHTRA,LASALGAON,0.2009852399083782,Anomaly,Anomaly,Normal
2016-02-01,NCT OF DELHI,AZADPUR,0.046005247088537565,Normal,Normal,Normal
2016-02-01,UTTAR PRADESH,AURAIYA,0.0,Normal,Normal,Normal
2016-02-01,UTTAR PRADESH,AZAMGARH,0.05588095561671217,Normal,Normal,Normal
2016-02-01,UTTAR PRADESH,BAHRAICH,0.0,Normal,Normal,Normal
2016-02-01,UTTAR PRADESH,BARABANKI,0.0,Normal,Normal,Normal
2016-02-01,UTTAR PRADESH,BASTI,0.05588095561671217,Normal,Normal,Normal
2016-02-01,UTTAR PRADESH,FATEHPUR,0.0,Normal,Normal,Normal
2016-02-01,UTTAR PRADESH,GAZIPUR,0.10468848473580054,Normal,Anomaly,Normal
2016-02-01,UTTAR PRADESH,GONDA,0.0,Normal,Normal,Normal
2016-02-01,UTTAR PRADESH,JALAUN,0.0,Normal,Normal,Normal
2016-02-01,UTTAR PRADESH,KANNAUJ,0.0,Normal,Normal,Normal
2016-02-01,UTTAR PRADESH,KANPUR(GRAIN),0.0,Normal,Normal,Normal
2016-02-01,UTTAR PRADESH,LAKHIMPUR,0.0,Normal,Normal,Normal
2016-02-01,UTTAR PRADESH,LUCKNOW,0.0,Normal,Normal,Normal
2016-02-01,UTTAR PRADESH,MIRZAPUR,0.05588095561671217,Normal,Normal,Normal
2016-02-01,UTTAR PRADESH,PUKHRAYAN,0.0,Normal,Normal,Normal
2016-03-01,KARNATAKA,BANGALORE,0.020027929362697924,Normal,Normal,Normal
2016-03-01,KARNATAKA,BELGAUM,0.09372472374765048,Normal,Normal,Normal
2016-03-01,KARNATAKA,DAVANGERE,0.09372472374765048,Normal,Normal,Normal
2016-03-01,KARNATAKA,HUBLI (AMARAGOL),0.020027929362697924,Normal,Normal,Normal
2016-03-01,MAHARASHTRA,LASALGAON,0.09000548903072204,Normal,Normal,Normal
2016-03-01,NCT OF DELHI,AZADPUR,0.0375429019337296,Normal,Normal,Normal
2016-03-01,UTTAR PRADESH,AURAIYA,0.14656319384711106,Anomaly,Anomaly,Normal
2016-03-01,UTTAR PRADESH,AZAMGARH,0.03217967920468831,Normal,Normal,Normal
2016-03-01,UTTAR PRADESH,BAHRAICH,0.09704845582376766,Normal,Normal,Normal
