<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:3a057aecd1e851212321a268d9f1db3ce3fbd1bc56363ffff45ea65bb4a6a891
size 86268
=======
DATE,STATENAME,MANDINAME,VOLATILITY,SAMEMONTH,LASTMONTH,LASTYEAR
2016-01-01,KARNATAKA,CHICKKABALLAPURA,0.5267403841778127,Anomaly,Normal,Normal
2016-01-01,KARNATAKA,CHINTAMANI,0.7393277015363505,Anomaly,Normal,Normal
2016-01-01,KARNATAKA,MULABAGILU,0.6334639395027178,Anomaly,Normal,Normal
2016-01-01,KARNATAKA,MYSORE (BANDIPALYA),0.6135775664943864,Anomaly,Normal,Normal
2016-01-01,KARNATAKA,SRINIVASAPUR,0.6138349494972258,Anomaly,Normal,Normal
2016-01-01,MAHARASHTRA,MUMBAI,2.767578641410733e-05,Normal,Normal,Normal
2016-01-01,MAHARASHTRA,PUNE,0.378227714043742,Normal,Normal,Normal
2016-01-01,NCT OF DELHI,AZADPUR,0.20661718958236594,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,AURAIYA,0.12068097406086432,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,BARABANKI,0.12571899132373274,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,FAIZABAD,0.18512531828718912,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,GONDA,0.10412837084270364,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,KANNAUJ,0.02652477407232247,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,KANPUR(GRAIN),0.11345834358925234,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,LUCKNOW,0.16415196328635406,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,PUKHRAYAN,0.06483743888436054,Normal,Normal,Normal
2016-02-01,KARNATAKA,CHICKKABALLAPURA,0.12413275851070164,Normal,Normal,Normal
2016-02-01,KARNATAKA,CHINTAMANI,0.32806252711084466,Normal,Normal,Normal
2016-02-01,KARNATAKA,MULABAGILU,0.3823424198377531,Anomaly,Normal,Normal
2016-02-01,KARNATAKA,MYSORE (BANDIPALYA),0.2476630135495881,Normal,Normal,Normal
2016-02-01,KARNATAKA,SRINIVASAPUR,0.2498920348081417,Normal,Normal,Normal
2016-02-01,MAHARASHTRA,MUMBAI,0.004266309989905868,Normal,Normal,Normal
2016-02-01,MAHARASHTRA,PUNE,0.3080342273261136,Normal,Normal,Normal
2016-02-01,NCT OF DELHI,AZADPUR,0.20402746562880708,Normal,Normal,Normal
2016-02-01,UTTAR PRADESH,AURAIYA,0.05608012767313714,Normal,Normal,Normal
2016-02-01,UTTAR PRADESH,BARABANKI,0.06608414487417957,Normal,Normal,Normal
2016-02-01,UTTAR PRADESH,FAIZABAD,0.20236882753905308,Normal,Normal,Normal
2016-02-01,UTTAR PRADESH,GONDA,0.05338157692103231,Normal,Normal,Normal
2016-02-01,UTTAR PRADESH,KANNAUJ,0.06309447736177112,Normal,Normal,Normal
