<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:59feeba117d2b02af51fd70c79ddbc5359fbed7cc4b13ea0ef8aa412ba077490
size 36949
=======
DATE,MANDINAME,STATENAME,VOLATILITY
2016-01-01,SAMBALPUR,ODISHA,0.037163879396981285
2016-01-01,CUTTACK,ODISHA,0.02331775259767524
2016-01-01,BHUBANESHWAR,ODISHA,0.017821252611604072
2016-01-01,KARIMNAGAR,ANDHRA PRADESH,0.013394353423628831
2016-01-01,AVERAGE,,0.009169723802988942
2016-01-01,HYDERABAD,ANDHRA PRADESH,0.0
2016-01-01,TIRUPATHI,ANDHRA PRADESH,0.0
2016-01-01,VIJAYWADA,ANDHRA PRADESH,0.0
2016-01-01,VISAKHAPATNAM,ANDHRA PRADESH,0.0
2016-01-01,BALASORE,ODISHA,0.0
2016-01-01,BERHAMPUR,ODISHA,0.0
2016-02-01,VIJAYWADA,ANDHRA PRADESH,0.04101661198183937
2016-02-01,CUTTACK,ODISHA,0.028749741225865592
2016-02-01,BHUBANESHWAR,ODISHA,0.02264750345894312
2016-02-01,SAMBALPUR,ODISHA,0.02246706456519362
2016-02-01,HYDERABAD,ANDHRA PRADESH,0.022191863222296482
2016-02-01,AVERAGE,,0.014651459699756411
2016-02-01,KARIMNAGAR,ANDHRA PRADESH,0.009441812543425913
2016-02-01,TIRUPATHI,ANDHRA PRADESH,0.0
2016-02-01,VISAKHAPATNAM,ANDHRA PRADESH,0.0
2016-02-01,BALASORE,ODISHA,0.0
2016-02-01,BERHAMPUR,ODISHA,0.0
2016-03-01,VIJAYWADA,ANDHRA PRADESH,0.01227201316250668
2016-03-01,BHUBANESHWAR,ODISHA,0.01195749107670738
2016-03-01,CUTTACK,ODISHA,0.011853239612986144
2016-03-01,SAMBALPUR,ODISHA,0.006061948875779235
2016-03-01,AVERAGE,,0.004214469272797944
2016-03-01,HYDERABAD,ANDHRA PRADESH,0.0
2016-03-01,KARIMNAGAR,ANDHRA PRADESH,0.0
2016-03-01,TIRUPATHI,ANDHRA PRADESH,0.0
2016-03-01,VISAKHAPATNAM,ANDHRA PRADESH,0.0
2016-03-01,BALASORE,ODISHA,0.0
2016-03-01,BERHAMPUR,ODISHA,0.0
2016-04-01,SAMBALPUR,ODISHA,0.012575508913056149
2016-04-01,CUTTACK,ODISHA,0.006148016115568557
2016-04-01,AVERAGE,,0.0018723525028624705
2016-04-01,HYDERABAD,ANDHRA PRADESH,0.0
2016-04-01,KARIMNAGAR,ANDHRA PRADESH,0.0
2016-04-01,TIRUPATHI,ANDHRA PRADESH,0.0
2016-04-01,VIJAYWADA,ANDHRA PRADESH,0.0
2016-04-01,VISAKHAPATNAM,ANDHRA PRADESH,0.0
2016-04-01,BALASORE,ODISHA,0.0
2016-04-01,BERHAMPUR,ODISHA,0.0
2016-04-01,BHUBANESHWAR,ODISHA,0.0
2016-05-01,SAMBALPUR,ODISHA,0.02964791756109812
2016-05-01,BHUBANESHWAR,ODISHA,0.028769291199502164
2016-05-01,CUTTACK,ODISHA,0.025442858850318818
2016-05-01,AVERAGE,,0.00838600676109191
2016-05-01,HYDERABAD,ANDHRA PRADESH,0.0
2016-05-01,KARIMNAGAR,ANDHRA PRADESH,0.0
2016-05-01,TIRUPATHI,ANDHRA PRADESH,0.0
2016-05-01,VIJAYWADA,ANDHRA PRADESH,0.0
2016-05-01,VISAKHAPATNAM,ANDHRA PRADESH,0.0
2016-05-01,BALASORE,ODISHA,0.0
2016-05-01,BERHAMPUR,ODISHA,0.0
2016-06-01,VISAKHAPATNAM,ANDHRA PRADESH,0.09843767640213376
2016-06-01,CUTTACK,ODISHA,0.049002601323949166
2016-06-01,BHUBANESHWAR,ODISHA,0.022740664054452055
2016-06-01,AVERAGE,,0.018067643253803434
2016-06-01,SAMBALPUR,ODISHA,0.0061678064520267525
2016-06-01,VIJAYWADA,ANDHRA PRADESH,0.0043276843054726
2016-06-01,HYDERABAD,ANDHRA PRADESH,0.0
2016-06-01,KARIMNAGAR,ANDHRA PRADESH,0.0
2016-06-01,TIRUPATHI,ANDHRA PRADESH,0.0
2016-06-01,BALASORE,ODISHA,0.0
2016-06-01,BERHAMPUR,ODISHA,0.0
2016-07-01,CUTTACK,ODISHA,0.026667064693957132
2016-07-01,SAMBALPUR,ODISHA,0.022052694475848813
2016-07-01,TIRUPATHI,ANDHRA PRADESH,0.01885392044881494
2016-07-01,BHUBANESHWAR,ODISHA,0.01817238739273978
2016-07-01,VISAKHAPATNAM,ANDHRA PRADESH,0.01113448213352701
2016-07-01,AVERAGE,,0.010127354849973697
2016-07-01,VIJAYWADA,ANDHRA PRADESH,0.004392999354849289
2016-07-01,HYDERABAD,ANDHRA PRADESH,0.0
2016-07-01,KARIMNAGAR,ANDHRA PRADESH,0.0
2016-07-01,BALASORE,ODISHA,0.0
2016-07-01,BERHAMPUR,ODISHA,0.0
2016-08-01,CUTTACK,ODISHA,0.07127772197730554
2016-08-01,VISAKHAPATNAM,ANDHRA PRADESH,0.03864746758625009
2016-08-01,BHUBANESHWAR,ODISHA,0.033663590181299434
2016-08-01,SAMBALPUR,ODISHA,0.024620897498299352
2016-08-01,TIRUPATHI,ANDHRA PRADESH,0.01995942051693074
2016-08-01,AVERAGE,,0.01893766920962261
2016-08-01,VIJAYWADA,ANDHRA PRADESH,0.0012075943361409668
2016-08-01,HYDERABAD,ANDHRA PRADESH,0.0
2016-08-01,KARIMNAGAR,ANDHRA PRADESH,0.0
2016-08-01,BALASORE,ODISHA,0.0
2016-08-01,BERHAMPUR,ODISHA,0.0
2016-09-01,TIRUPATHI,ANDHRA PRADESH,0.06523512821758119
2016-09-01,BHUBANESHWAR,ODISHA,0.028900216731795145
2016-09-01,VISAKHAPATNAM,ANDHRA PRADESH,0.027489060957600425
2016-09-01,CUTTACK,ODISHA,0.024677197702673605
2016-09-01,AVERAGE,,0.015866043022601518
2016-09-01,SAMBALPUR,ODISHA,0.010345830781291395
2016-09-01,VIJAYWADA,ANDHRA PRADESH,0.002012995835073422
2016-09-01,HYDERABAD,ANDHRA PRADESH,0.0
2016-09-01,KARIMNAGAR,ANDHRA PRADESH,0.0
2016-09-01,BALASORE,ODISHA,0.0
2016-09-01,BERHAMPUR,ODISHA,0.0
2016-10-01,BHUBANESHWAR,ODISHA,0.021797473696264044
2016-10-01,CUTTACK,ODISHA,0.019739968801664103
2016-10-01,SAMBALPUR,ODISHA,0.018908595370028303
2016-10-01,KARIMNAGAR,ANDHRA PRADESH,0.009984962303398305
2016-10-01,TIRUPATHI,ANDHRA PRADESH,0.009981256346434457
2016-10-01,AVERAGE,,0.009830306999488643
2016-10-01,HYDERABAD,ANDHRA PRADESH,0.009520057179629384
