<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:0143bc187f5ac18acaf143212e31e38f59e943a127b7191fe40eedde621069da
size 37131
=======
DATE,MANDINAME,STATENAME,VOLATILITY
2016-01-01,DURGAPUR,WEST BENGAL,0.2958156048924562
2016-01-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.229740856445921
2016-01-01,BHUNTAR,HIMACHAL PRADESH,0.197423786959041
2016-01-01,JALAUN,UTTAR PRADESH,0.1875995078023561
2016-01-01,MALERKOTLA,PUNJAB,0.1759944602180033
2016-01-01,AJNALA,PUNJAB,0.1317644567503951
2016-01-01,INDORE(F&V),MADHYA PRADESH,0.1317188595860493
2016-01-01,BISHNUPUR(BANKURA),WEST BENGAL,0.1297054316691422
2016-01-01,ISLAMPUR,WEST BENGAL,0.1123198442285239
2016-01-01,KATWA,WEST BENGAL,0.111715048513812
2016-01-01,AVERAGE,,0.10679722615122775
2016-02-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.2734571021255949
2016-02-01,LAKHIMPUR,UTTAR PRADESH,0.237801579703359
2016-02-01,JALAUN,UTTAR PRADESH,0.2288726424077878
2016-02-01,LUCKNOW,UTTAR PRADESH,0.225872893931626
2016-02-01,MALERKOTLA,PUNJAB,0.2074805351005914
2016-02-01,DURGAPUR,WEST BENGAL,0.205774720933332
2016-02-01,AZADPUR,NCT OF DELHI,0.1954635211492808
2016-02-01,KULLU,HIMACHAL PRADESH,0.1948606915911693
2016-02-01,SANGRUR,PUNJAB,0.1859332958335619
2016-02-01,INDORE(F&V),MADHYA PRADESH,0.1855888045251635
2016-02-01,AVERAGE,,0.15665817408803426
2016-03-01,BHARUCH,GUJARAT,0.2210430558928577
2016-03-01,INDORE(F&V),MADHYA PRADESH,0.1774316124037206
2016-03-01,BASTI,UTTAR PRADESH,0.1257926810049499
2016-03-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.121679800373551
2016-03-01,LASHKAR(F&V),MADHYA PRADESH,0.111316910837566
2016-03-01,VADHVAN,GUJARAT,0.1103179356725079
2016-03-01,KALYANI,WEST BENGAL,0.1069934590239392
2016-03-01,SANGRUR,PUNJAB,0.1055856559319081
2016-03-01,SHEORAPHULY,WEST BENGAL,0.1052793229127021
2016-03-01,AJNALA,PUNJAB,0.1051498632893376
2016-03-01,AVERAGE,,0.08407980829973034
2016-04-01,MALERKOTLA,PUNJAB,0.3464029621717094
2016-04-01,VADHVAN,GUJARAT,0.2756987360878359
2016-04-01,ZIRA,PUNJAB,0.2677923852483359
2016-04-01,JALAUN,UTTAR PRADESH,0.1490654193538163
2016-04-01,INDORE(F&V),MADHYA PRADESH,0.1458955612720621
2016-04-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.1441013960157033
2016-04-01,AJNALA,PUNJAB,0.1419656985843953
2016-04-01,SANGRUR,PUNJAB,0.1327789105766531
2016-04-01,ISLAMPUR,WEST BENGAL,0.1200740851191763
2016-04-01,AVERAGE,,0.10744668438564389
2016-04-01,BARNALA,PUNJAB,0.1070877084733619
2016-05-01,AJNALA,PUNJAB,0.1845787034525521
2016-05-01,BARNALA,PUNJAB,0.1734454728565068
2016-05-01,ZIRA,PUNJAB,0.1672579461045528
2016-05-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.1598383781672097
2016-05-01,VADHVAN,GUJARAT,0.1408091970506895
2016-05-01,ISLAMPUR,WEST BENGAL,0.1087988537733343
2016-05-01,MALERKOTLA,PUNJAB,0.0970505911151959
2016-05-01,BHUNTAR,HIMACHAL PRADESH,0.0961133151652881
2016-05-01,SANWER,MADHYA PRADESH,0.0959482183579278
2016-05-01,BHARUCH,GUJARAT,0.0912038053250179
2016-05-01,AVERAGE,,0.07921739470669405
2016-06-01,SANWER,MADHYA PRADESH,0.206006758047498
2016-06-01,ZIRA,PUNJAB,0.1365350935342937
2016-06-01,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),GUJARAT,0.128821545124566
2016-06-01,FIROZABAD,UTTAR PRADESH,0.1202388316733023
2016-06-01,AJNALA,PUNJAB,0.1093852845984141
2016-06-01,KULLU,HIMACHAL PRADESH,0.0998552812355838
2016-06-01,JALAUN,UTTAR PRADESH,0.0873122480341973
2016-06-01,LAKHIMPUR,UTTAR PRADESH,0.0871748128540529
2016-06-01,SANGRUR,PUNJAB,0.0850901139007061
2016-06-01,VADHVAN,GUJARAT,0.082670574265062
2016-06-01,AVERAGE,,0.061817586116331764
2016-07-01,AJNALA,PUNJAB,0.1401333999861084
2016-07-01,LASHKAR(F&V),MADHYA PRADESH,0.0976483243152643
