<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:6f190bead2f1706b81cb95eb87414f057312c1dae0adf390f1073429bb373913
size 58391
=======
DATE,VOLATILITY,VOLATILITY_SAMEMONTH,VOLATILITY_LASTMONTH,VOLATILITY_LASTYEAR,VOLATILITY_SUM,PRICE_SAMEMONTH,PRICE_LASTMONTH,PRICE_LASTYEAR,PRICE_SUM,SUM,STATENAME,MANDINAME
2016-01-01,0.0372160830047468,1.0,0.0,0.0,1.0,0,0,0,0,1.0,MADHYA PRADESH,BHOPAL
2016-01-01,0.0517112066918565,1.0,0.0,0.0,1.0,0,0,0,0,1.0,MADHYA PRADESH,GWALIOR
2016-01-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,MADHYA PRADESH,SAGAR
2016-01-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,WEST BENGAL,KOLKATA
2016-01-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,MADHYA PRADESH,JABALPUR
2016-01-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,MADHYA PRADESH,REWA
2016-01-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,WEST BENGAL,MALDA
2016-01-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,WEST BENGAL,PURULIA
2016-01-01,0.0234143843090199,0.0,0.0,0.0,0.0,0,0,0,0,0.0,MADHYA PRADESH,INDORE
2016-01-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,WEST BENGAL,RAIGANJ
2016-01-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,WEST BENGAL,KHARAGPUR
2016-01-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,WEST BENGAL,SILIGURI
2016-02-01,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1.0,MADHYA PRADESH,BHOPAL
2016-02-01,0.0061827380104873,1.0,0.0,0.0,1.0,0,0,0,0,1.0,MADHYA PRADESH,GWALIOR
