<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:0d0b68c9d2433f45f3665d8c500cb2202c31f2d2bc3d5c7139bb61a2f8a4ce47
size 93433
=======
DATE,ARRIVAL,MEAN,STD
2016-01-01,19.0,19.0,0.0
2016-01-02,15.0,15.0,0.0
2016-01-03,16.25,16.25,0.0
2016-01-04,17.5,17.5,0.0
2016-01-05,18.5,18.5,0.0
2016-01-06,16.5,16.5,0.0
2016-01-07,17.0,17.0,0.0
2016-01-08,9.0,9.0,0.0
2016-01-09,7.696117610167263,7.696117610167263,0.0
2016-01-10,9.25,9.25,0.0
2016-01-11,10.156840544623282,10.156840544623282,0.0
2016-01-12,9.5,9.5,0.0
2016-01-13,7.5,7.5,0.0
2016-01-14,7.0,7.0,0.0
2016-01-15,19.338980963623218,19.338980963623218,0.0
2016-01-16,43.5,43.5,0.0
2016-01-17,68.33019126579845,68.33019126579845,0.0
2016-01-18,80.0,80.0,0.0
2016-01-19,75.0,75.0,0.0
2016-01-20,85.0,85.0,0.0
2016-01-21,19.0,19.0,0.0
2016-01-22,8.0,8.0,0.0
2016-01-23,6.0,6.0,0.0
2016-01-24,6.07543859476762,6.07543859476762,0.0
2016-01-25,6.2,6.2,0.0
2016-01-26,6.327419346097812,6.327419346097812,0.0
2016-01-27,6.5,6.5,0.0
2016-01-28,7.0,7.0,0.0
2016-01-29,60.0,60.0,0.0
2016-01-30,80.0,80.0,0.0
2016-01-31,77.5,77.5,0.0
2016-02-01,75.0,75.0,0.0
2016-02-02,85.0,85.0,0.0
2016-02-03,9.0,9.0,0.0
2016-02-04,110.0,110.0,0.0
2016-02-05,59.0,59.0,0.0
2016-02-06,8.0,8.0,0.0
2016-02-07,89.5,89.5,0.0
2016-02-08,171.0,171.0,0.0
2016-02-09,9.0,9.0,0.0
2016-02-10,8.5,8.5,0.0
2016-02-11,9.0,9.0,0.0
2016-02-12,9.2,9.2,0.0
2016-02-13,9.711110013703873,9.711110013703873,0.0
2016-02-14,10.533335802514863,10.533335802514863,0.0
2016-02-15,11.0,11.0,0.0
2016-02-16,10.0,10.0,0.0
2016-02-17,8.5,8.5,0.0
2016-02-18,11.0,11.0,0.0
2016-02-19,16.0,16.0,0.0
2016-02-20,15.0,15.0,0.0
2016-02-21,14.24999998125,14.24999998125,0.0
2016-02-22,14.0,14.0,0.0
2016-02-23,15.5,15.5,0.0
2016-02-24,17.0,17.0,0.0
2016-02-25,16.0,16.0,0.0
2016-02-26,18.0,18.0,0.0
2016-02-27,16.0,16.0,0.0
2016-02-28,16.5,16.5,0.0
2016-02-29,17.0,17.0,0.0
2016-03-01,16.0,16.0,0.0
2016-03-02,161.0,161.0,0.0
2016-03-03,15.0,15.0,0.0
2016-03-04,17.5,17.5,0.0
2016-03-05,16.5,16.5,0.0
2016-03-06,15.624999981249998,15.624999981249998,0.0
2016-03-07,15.0,15.0,0.0
2016-03-08,15.0,15.0,0.0
2016-03-09,11.0,11.0,0.0
2016-03-10,10.0,10.0,0.0
2016-03-11,11.0,11.0,0.0
2016-03-12,38.158207619877636,38.158207619877636,0.0
2016-03-13,91.67783402625788,91.67783402625788,0.0
2016-03-14,115.0,115.0,0.0
2016-03-15,10.5,10.5,0.0
2016-03-16,90.0,90.0,0.0
2016-03-17,8.5,8.5,0.0
2016-03-18,9.5,9.5,0.0
2016-03-19,7.5,7.5,0.0
2016-03-20,7.21428569132653,7.21428569132653,0.0
2016-03-21,8.0,8.0,0.0
2016-03-22,9.5,9.5,0.0
2016-03-23,9.402776234602195,9.402776234602195,0.0
2016-03-24,9.126984630882994,9.126984630882994,0.0
2016-03-25,9.0,9.0,0.0
2016-03-26,9.0,9.0,0.0
2016-03-27,9.2,9.2,0.0
2016-03-28,9.4,9.4,0.0
2016-03-29,9.0,9.0,0.0
2016-03-30,9.5,9.5,0.0
2016-03-31,9.8,9.8,0.0
2016-04-01,9.4,9.4,0.0
2016-04-02,8.2,8.2,0.0
2016-04-03,7.478703690760031,7.478703690760031,0.0
2016-04-04,8.0,8.0,0.0
2016-04-05,14.0,14.0,0.0
2016-04-06,25.0,25.0,0.0
2016-04-07,21.0,21.0,0.0
2016-04-08,24.5,24.5,0.0
2016-04-09,28.0,28.0,0.0
2016-04-10,23.0,23.0,0.0
2016-04-11,18.0,18.0,0.0
2016-04-12,20.0,20.0,0.0
2016-04-13,21.0,21.0,0.0
2016-04-14,18.0,18.0,0.0
2016-04-15,18.0,18.0,0.0
2016-04-16,22.0,22.0,0.0
2016-04-17,23.0,23.0,0.0
2016-04-18,24.0,24.0,0.0
2016-04-19,27.0,27.0,0.0
2016-04-20,25.0,25.0,0.0
2016-04-21,26.0,26.0,0.0
2016-04-22,25.0,25.0,0.0
2016-04-23,26.0,26.0,0.0
2016-04-24,25.5,25.5,0.0
2016-04-25,25.0,25.0,0.0
2016-04-26,26.0,26.0,0.0
2016-04-27,24.0,24.0,0.0
2016-04-28,25.0,25.0,0.0
2016-04-29,26.0,26.0,0.0
2016-04-30,24.0,24.0,0.0
2016-05-01,24.5,24.5,0.0
2016-05-02,25.0,25.0,0.0
2016-05-03,15.0,15.0,0.0
