<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:74ad5c1f289a59258fc493de6e65279c9f63d68f30f2d0f1ca580076c0d7620b
size 10375
=======
DATE,MANDINAME,STATENAME,VOLATILITY
2016-01-01,MUMBAI,MAHARASHTRA,0.006338216548341008
2016-01-01,AVERAGE,,0.0026437563912617584
2016-01-01,LAKHIMPUR,UTTAR PRADESH,0.0015930526254442675
2016-01-01,ALIGARH,UTTAR PRADESH,0.0
2016-02-01,MUMBAI,MAHARASHTRA,0.005553818081169649
2016-02-01,AVERAGE,,0.002449079178312903
2016-02-01,LAKHIMPUR,UTTAR PRADESH,0.0017934194537690587
2016-02-01,ALIGARH,UTTAR PRADESH,0.0
2016-03-01,MUMBAI,MAHARASHTRA,0.02160885083644086
2016-03-01,AVERAGE,,0.009933338874777518
2016-03-01,LAKHIMPUR,UTTAR PRADESH,0.008191165787891693
2016-03-01,ALIGARH,UTTAR PRADESH,0.0
2016-04-01,LAKHIMPUR,UTTAR PRADESH,0.010090913379156605
2016-04-01,MUMBAI,MAHARASHTRA,0.00665561705516614
2016-04-01,AVERAGE,,0.005582176811440916
2016-04-01,ALIGARH,UTTAR PRADESH,0.0
2016-05-01,MUMBAI,MAHARASHTRA,0.07273389037675165
2016-05-01,AVERAGE,,0.029215579082282384
2016-05-01,LAKHIMPUR,UTTAR PRADESH,0.01491284687009551
2016-05-01,ALIGARH,UTTAR PRADESH,0.0
2016-06-01,MUMBAI,MAHARASHTRA,0.004817353388180688
2016-06-01,LAKHIMPUR,UTTAR PRADESH,0.004681299476625093
2016-06-01,AVERAGE,,0.003166217621601927
2016-06-01,ALIGARH,UTTAR PRADESH,0.0
2016-07-01,LAKHIMPUR,UTTAR PRADESH,0.00964222224799838
2016-07-01,MUMBAI,MAHARASHTRA,0.0077890193027759765
2016-07-01,AVERAGE,,0.005810413850258119
2016-07-01,ALIGARH,UTTAR PRADESH,0.0
2016-08-01,MUMBAI,MAHARASHTRA,0.004182432959658388
2016-08-01,LAKHIMPUR,UTTAR PRADESH,0.002849582629610477
