<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:d6e2e04cc29289821a5017222beef858f363b87687bd405738d1b700d0a1913a
size 2993
=======
DATE,VOLATILITY,SAMEMONTH,LASTMONTH,LASTYEAR
2016-01-01,0.0592056241053011,Normal,Normal,Normal
2016-02-01,0.1948606915911693,Normal,Anomaly,Normal
2016-03-01,0.0484615594047372,Normal,Normal,Normal
2016-04-01,0.0835620055707079,Normal,Normal,Normal
2016-05-01,0.0907906917680813,Normal,Normal,Normal
2016-06-01,0.0998552812355838,Anomaly,Normal,Normal
2016-07-01,0.0967199520763505,Anomaly,Anomaly,Normal
2016-08-01,0.1827713131937722,Anomaly,Anomaly,Normal
2016-09-01,0.1639672751251325,Anomaly,Anomaly,Normal
2016-10-01,0.138885529828192,Anomaly,Anomaly,Normal
2016-11-01,0.0779474072721945,Normal,Anomaly,Normal
2016-12-01,0.1476014094254343,Normal,Normal,Normal
2017-01-01,0.2810829108657971,Anomaly,Anomaly,Normal
2017-02-01,0.1907739694586459,Anomaly,Anomaly,Anomaly
2017-03-01,0.0639935365411431,Normal,Normal,Normal
2017-04-01,0.0755599575520305,Normal,Normal,Normal
2017-05-01,0.0771982239083897,Normal,Normal,Normal
2017-06-01,0.2052936363595732,Anomaly,Anomaly,Anomaly
2017-07-01,0.1419408685461445,Anomaly,Normal,Anomaly
2017-08-01,0.2090128442153186,Normal,Anomaly,Anomaly
2017-09-01,0.1249268549267425,Normal,Normal,Anomaly
2017-10-01,0.1063723931730109,Normal,Normal,Anomaly
2017-11-01,0.2094517587073827,Anomaly,Anomaly,Anomaly
2017-12-01,0.1128215313141534,Normal,Normal,Normal
2018-01-01,0.1797291127394599,Normal,Normal,Normal
2018-02-01,0.0786289760665286,Normal,Normal,Normal
2018-03-01,0.1575321302933041,Normal,Normal,Normal
2018-04-01,0.1078229319963727,Normal,Normal,Normal
2018-05-01,0.1882392233907991,Anomaly,Anomaly,Anomaly
2018-06-01,0.0855680438497511,Anomaly,Normal,Normal
2018-07-01,0.071546603080462,Normal,Anomaly,Normal
2018-08-01,0.1040418674714237,Anomaly,Normal,Anomaly
2018-09-01,0.0861800100712361,Anomaly,Normal,Normal
2018-10-01,0.0602107762544255,Normal,Anomaly,Normal
2018-11-01,0.1177136668192055,Normal,Normal,Anomaly
2018-12-01,0.2481200007396476,Anomaly,Anomaly,Anomaly
2019-01-01,0.2281708021705721,Anomaly,Normal,Normal
2019-02-01,0.1023290230514916,Normal,Normal,Normal
2019-03-01,0.0456040278314605,Normal,Normal,Normal
2019-04-01,0.1069831427122881,Normal,Normal,Normal
2019-05-01,0.0636253783918823,Normal,Normal,Normal
2019-06-01,0.0957057949665311,Anomaly,Normal,Normal
2019-07-01,0.1140780374141025,Anomaly,Anomaly,Anomaly
2019-08-01,0.073133511296492,Normal,Normal,Normal
2019-09-01,0.1005516540790677,Normal,Normal,Normal
2019-10-01,0.1051719219442275,Normal,Normal,Normal
2019-11-01,0.1097612843962359,Normal,Normal,Anomaly
2019-12-01,0.1181744183571723,Normal,Normal,Normal
2020-01-01,0.073593383033672,Normal,Normal,Normal
2020-02-01,0.0595910451383557,Normal,Normal,Normal
2020-03-01,0.1337376026327192,Normal,Normal,Normal
2020-04-01,0.0792725935037967,Normal,Normal,Normal
2020-05-01,0.0431214374464408,Normal,Normal,Normal
2020-06-01,0.057940421984922,Normal,Normal,Normal
2020-07-01,0.085661384498999,Normal,Normal,Normal
2020-08-01,0.0538419343660662,Normal,Normal,Normal
2020-09-01,0.0774039596876856,Normal,Normal,Normal
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
