<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:2133b75be5d43ee9744527203edb4241c5e44eb4b635d72f7f466fa785b862b2
size 4347
=======
DATE,VOLATILITY,VOLATILITY_SAMEMONTH,VOLATILITY_LASTMONTH,VOLATILITY_LASTYEAR,VOLATILITY_SUM,PRICE_SAMEMONTH,PRICE_LASTMONTH,PRICE_LASTYEAR,PRICE_SUM,SUM
2016-01-01,0.0245925206388251,1.0,0.0,0.0,1.0,0,0,0,0,1.0
2016-02-01,0.009791208740244552,2.0,0.0,0.0,2.0,0,0,0,0,2.0
2016-03-01,0.02178613866004224,3.0,1.0,0.0,4.0,0,0,0,0,4.0
2016-04-01,0.0,3.0,1.0,0.0,4.0,2,2,0,4,8.0
2016-05-01,0.04282985374774327,4.0,2.0,0.0,6.0,6,6,0,12,18.0
2016-06-01,0.0,4.0,2.0,0.0,6.0,10,10,0,20,26.0
2016-07-01,0.0,4.0,2.0,0.0,6.0,10,10,0,20,26.0
2016-08-01,0.0,4.0,2.0,0.0,6.0,10,10,0,20,26.0
2016-09-01,0.01790782780107646,5.0,2.0,0.0,7.0,6,6,0,12,19.0
2016-10-01,0.0,5.0,2.0,0.0,7.0,2,2,0,4,11.0
2016-11-01,0.0,5.0,2.0,0.0,7.0,0,0,0,0,7.0
2016-12-01,0.022373985056028958,5.0,2.0,0.0,7.0,0,0,0,0,7.0
2017-01-01,0.022435281461574936,5.0,2.0,0.0,7.0,0,0,0,0,7.0
2017-02-01,0.022536427900371414,5.0,3.0,1.0,9.0,0,0,0,0,9.0
2017-03-01,0.031638673370191404,5.0,3.0,2.0,10.0,0,0,0,0,10.0
2017-04-01,0.0,5.0,3.0,2.0,10.0,0,0,0,0,10.0
2017-05-01,0.0,4.0,2.0,2.0,8.0,0,0,0,0,8.0
2017-06-01,0.03432851600810137,5.0,3.0,3.0,11.0,0,0,0,0,11.0
2017-07-01,0.02006937310988588,5.0,3.0,4.0,12.0,0,0,0,0,12.0
2017-08-01,0.02072107335266266,5.0,3.0,4.0,12.0,0,0,0,0,12.0
2017-09-01,0.0,4.0,3.0,4.0,11.0,0,0,0,0,11.0
2017-10-01,0.0,4.0,3.0,4.0,11.0,0,0,0,0,11.0
2017-11-01,0.023629029929732055,5.0,4.0,5.0,14.0,0,0,0,0,14.0
2017-12-01,0.01498182863777224,5.0,4.0,5.0,14.0,0,0,0,0,14.0
2018-01-01,0.006899336261251578,4.0,4.0,5.0,13.0,0,0,0,0,13.0
2018-02-01,0.016599515173183775,3.0,3.0,5.0,11.0,0,0,0,0,11.0
2018-03-01,0.0,2.0,2.0,4.0,8.0,0,0,0,0,8.0
2018-04-01,0.047701000432544736,3.0,2.0,5.0,10.0,0,0,0,0,10.0
2018-05-01,0.018673427724217987,3.0,2.0,6.0,11.0,0,0,0,0,11.0
2018-06-01,0.0,2.0,1.0,5.0,8.0,0,0,0,0,8.0
2018-07-01,0.038930407676253116,3.0,2.0,5.0,10.0,0,0,0,0,10.0
2018-08-01,0.033293133649524326,3.0,3.0,6.0,12.0,0,0,0,0,12.0
2018-09-01,0.011343069763173407,4.0,3.0,6.0,13.0,0,0,0,0,13.0
2018-10-01,0.01816398208700496,5.0,4.0,6.0,15.0,0,0,0,0,15.0
2018-11-01,0.027931618763394585,4.0,4.0,6.0,14.0,0,0,0,0,14.0
2018-12-01,0.029773891973652426,5.0,4.0,7.0,16.0,0,0,0,0,16.0
2019-01-01,0.020406718653464738,5.0,5.0,8.0,18.0,0,0,0,0,18.0
2019-02-01,0.019707644775155242,6.0,5.0,8.0,19.0,0,0,0,0,19.0
2019-03-01,0.030379624750838483,7.0,6.0,9.0,22.0,0,0,0,0,22.0
2019-04-01,0.0293811970393236,7.0,7.0,8.0,22.0,0,0,0,0,22.0
2019-05-01,0.00962893306163673,7.0,7.0,7.0,21.0,0,0,0,0,21.0
2019-06-01,0.019544482114597715,8.0,8.0,7.0,23.0,0,0,0,0,23.0
2019-07-01,0.02111282170574937,7.0,8.0,7.0,22.0,0,0,0,0,22.0
2019-08-01,0.01959041259922068,8.0,7.0,6.0,21.0,0,0,0,0,21.0
2019-09-01,0.01948636886084033,8.0,8.0,6.0,22.0,0,0,0,0,22.0
2019-10-01,0.01498182863777224,7.0,8.0,6.0,21.0,0,0,0,0,21.0
2019-11-01,0.010570132247165569,7.0,7.0,5.0,19.0,0,0,0,0,19.0
2019-12-01,0.0191815051742066,6.0,7.0,4.0,17.0,0,0,0,0,17.0
2020-01-01,0.01444303897678507,6.0,6.0,3.0,15.0,0,0,0,0,15.0
2020-02-01,0.01259530308413632,5.0,6.0,2.0,13.0,0,0,0,0,13.0
2020-03-01,0.015884186600266897,4.0,5.0,2.0,11.0,0,0,0,0,11.0
2020-04-01,0.0,3.0,4.0,2.0,9.0,0,0,0,0,9.0
2020-05-01,0.017142740197760874,3.0,4.0,3.0,10.0,0,0,0,0,10.0
2020-06-01,0.02721644886498243,2.0,4.0,4.0,10.0,0,0,0,0,10.0
2020-07-01,0.03393200343902133,3.0,3.0,4.0,10.0,0,0,0,0,10.0
2020-08-01,0.03247560460386493,3.0,4.0,5.0,12.0,0,0,0,0,12.0
2020-09-01,0.037893625991821056,3.0,4.0,6.0,13.0,0,4,0,4,17.0
