<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:44154ab0ac5066b3a4c03d39e4f076811eac8272064fef37483bbf5bbea779e1
size 12543
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,1600,1950,2400,12000,8600,8200,6000,6500,3780,NR,12000,9000,7400,7700,9400,6500,3000,18000,1700,500,700,600
ALLAHABAD,1800,1750,1850,11500,10500,8500,7500,7000,3900,3500,15000,9500,7500,8700,10900,6800,3900,16500,1000,1050,800,1950
AMRITSAR,2600,1800,2200,12500,10500,9500,7300,7900,3900,4000,13200,9900,7500,8200,9600,NR,3800,18000,1600,1100,1000,2400
BATHINDA,2300,1800,2200,11500,11000,9500,6200,7000,3840,4300,14285,9230,7472,7912,9890,NR,3600,18000,1540,800,1200,1200
CHANDIGARH,2450,2000,2300,12350,9650,9100,6900,7000,3870,4200,12550,10200,6900,8150,8950,NR,3350,20000,1650,900,1000,2000
DEHRADUN,1980,1880,2200,6500,12500,11700,10700,8800,3600,3600,12833,9333,6667,8000,9000,NR,3000,21000,1550,1300,1450,2000
DELHI,2450,2110,2280,11800,8500,8100,5900,6100,3760,NR,14505,12088,8132,NR,NR,NR,3150,17000,1540,500,825,575
DHARAMSHALA,2800,NR,2500,NR,12800,10800,8300,8800,4200,NR,11325,12800,7800,7800,8800,7300,3800,17800,1650,1300,1800,2800
GORAKHPUR,1800,1830,2200,13000,9000,8000,7000,6000,3500,3900,NR,10000,5300,7300,9800,6000,3600,16000,1900,500,1100,1500
GURGAON,3200,2100,2200,12600,11500,8000,6600,7200,3900,3900,11000,8667,7200,7467,9100,6333,3400,13000,1500,1100,1200,900
HALDWANI,1970,1850,2050,6500,12800,11800,10500,9000,3600,3600,12800,8667,6600,7850,9333,NR,3200,21000,1550,1300,1400,2000
HARIDWAR,1980,1900,2200,6500,12400,11800,10500,9000,3650,3600,12800,9200,6800,7668,9334,NR,2900,19800,1550,1400,1400,2100
