<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:74f7400c840ae969fb7ab1f8dfd9f9f9b8831bb1135a181555ee06a694e53aab
size 11688
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
ALLAHABAD,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AMRITSAR,2800,2200,2700,5600,8000,8500,9000,7000,3500,4300,11500,10000,9500,9500,10000,NR,3800,20000,1800,1500,3500,2700
BATHINDA,2900,2100,2400,5800,8300,9400,9100,5800,3600,4200,14835,10659,10439,10439,10659,9450,3600,19500,1700,1500,2600,2400
CHANDIGARH,2550,2200,2450,5300,7200,7700,9400,6200,3550,4200,12700,10800,9200,10200,10800,NR,3200,20000,1400,850,2000,1400
DEHRADUN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
DELHI,2800,2200,2460,5200,8050,8900,9050,5700,3430,NR,14066,11355,9817,10476,11722,9011,3100,19000,1700,1225,1475,750
DHARAMSHALA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GORAKHPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GURGAON,3600,1700,1900,5300,6600,6400,6200,4800,3600,4100,14000,9010,8791,9230,9890,7692,3500,20000,1600,2500,2000,2500
