<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:a512c206163866b08989b7d59a8452a7318aeaeab85ce22e4ac5326e2176afe2
size 11165
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
ALLAHABAD,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AMRITSAR,2800,2200,2400,5500,7500,6500,7000,6000,3400,4800,11500,9000,7000,7500,9300,NR,3200,20000,1800,1300,4500,4500
BATHINDA,2800,2000,2200,6000,8200,6000,7600,6300,3700,4500,12967,9560,8791,9010,10439,8241,3400,19500,1600,1000,4500,4600
CHANDIGARH,2550,2200,2450,5100,7300,5700,7700,5000,3600,NR,12000,9500,7500,8800,9400,NR,3300,NR,NR,NR,NR,NR
DEHRADUN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
DELHI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
DHARAMSHALA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GORAKHPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GURGAON,3600,1700,1900,5200,6600,6400,6200,5200,3000,4100,14000,9010,8791,9230,9890,7692,3500,20000,1600,1500,4500,5000
