<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:5d1056d8903cf2f730bac95f6b672583605c40f5ddb503d7f5685c6535e25f89
size 14895
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,3200,1700,1800,6800,9400,9350,9700,6800,3200,4600,15500,13500,11600,12600,13600,10600,3400,20000,1700,600,3100,1500
DELHI,2700,1890,2000,5600,9300,8900,9250,7000,3420,NR,17363,NR,11795,13259,15237,10842,2850,21300,1780,550,2500,600
HISAR,2600,2000,2200,6800,9000,9200,9500,7800,3500,4400,14500,11500,10000,9800,11800,8800,3200,20500,1800,NR,2800,1500
KARNAL,2820,2000,2250,6050,9820,9880,9500,7000,3460,5400,15000,12500,11210,11380,13350,10780,3500,23820,1720,600,3820,1200
PANCHKULA,2900,2000,2400,5800,9200,9000,10000,8000,3500,5000,15385,13187,10440,12088,12088,9890,4000,25000,1800,1500,3500,2000
GURGAON,2600,2000,2200,NR,9000,9000,9100,6200,3600,5450,16200,13000,10700,11600,13500,10000,3600,28000,NR,1000,2500,1000
SHIMLA,3200,NR,2300,6800,9100,9900,9600,6500,3800,NR,15934,14835,10989,NR,NR,NR,4200,25000,1800,1500,4500,2500
MANDI,2888,NR,2100,5970,10000,9399,10200,6500,3560,NR,16500,15300,12200,12500,14300,11800,2700,NR,1850,1100,3900,2800
DHARAMSHALA,2300,NR,2300,6700,10700,10700,10700,7100,3800,NR,NR,15700,12500,12500,13600,NR,3800,22000,1800,1300,4600,2500
SOLAN,3000,NR,2300,6100,10000,10000,9600,6500,3600,NR,18000,15200,11400,11700,NR,NR,3600,23900,1900,1000,4200,2000
UNA,4800,NR,2200,6050,10500,9750,9800,7250,3525,NR,16300,13700,11900,12200,14800,11900,3600,23500,1750,800,4000,2000
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JAMMU,3000,1900,2250,5800,10000,10200,9700,7100,3600,4000,NR,15300,12000,12800,14000,11400,3200,26000,1800,850,3000,1600
POONCH,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AMRITSAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
LUDHIANA,2200,1925,2200,6000,9000,9500,9300,7000,3500,4300,16500,13600,11500,12500,15000,NR,3700,20000,1200,800,3500,1600
BATHINDA,2800,1925,2200,5700,9800,10000,9700,7000,3500,4300,16600,13800,12200,11700,14700,10500,3100,22000,1800,700,3500,1500
LUCKNOW,1910,1860,1950,6210,9320,13560,9750,6420,3430,4850,12363,11330,10099,9769,9967,9769,3570,18410,1500,950,4670,NR
KANPUR,2400,1800,2200,6200,10300,9500,8800,6300,3800,5400,12500,13000,9400,12400,13500,9500,3900,14000,1500,950,4000,1500
VARANASI,2240,1760,2200,6100,9200,9200,9000,7600,3550,5000,18200,14600,11200,12800,14600,9000,3400,23000,1800,735,3800,780
AGRA,2665,1730,2000,6100,9700,9150,9200,6300,3400,5000,15500,12500,9790,12200,12400,10200,2950,20000,1800,570,3300,730
JHANSI,2850,1800,2000,5550,9650,8750,8850,6350,3550,4700,16000,12700,11950,12150,14000,11600,2900,22000,1700,900,3000,800
MEERUT,2850,2100,2250,6550,9800,10050,9850,7100,3550,5200,16500,13200,11800,12800,14500,13050,3600,38000,1800,800,4000,1000
ALLAHABAD,2550,1900,2400,6300,9500,13000,9500,6600,3600,4800,13000,13200,11050,11550,13850,9900,3650,NR,1900,1300,3800,1300
GORAKHPUR,2300,1800,2000,5500,8000,9000,10000,6000,3400,4400,15500,12000,8000,8000,9800,7500,3000,16000,1800,600,4500,1000
DEHRADUN,2400,2100,2350,6900,9800,10000,10200,8000,3700,4100,14500,10800,10400,10300,11400,NR,3800,20200,1820,900,3800,1700
HALDWANI,2400,2150,2400,7300,10200,10100,10000,8000,3800,4200,14300,11000,10600,10400,11500,NR,4000,22200,1820,850,3900,1600
RUDRAPUR,2300,2100,2350,7000,9800,9700,9800,7400,3800,4200,13600,10500,9800,10100,10500,NR,3900,19200,1820,800,3400,1500
HARIDWAR,2400,2200,2400,7400,10200,10400,10600,8200,4000,4500,14500,11000,10400,10600,11600,NR,4100,22000,1820,900,3800,1700
RAIPUR,2150,2500,2800,5400,9000,9000,NR,6000,3450,3500,15000,12000,8500,10000,11500,8500,3500,16000,1700,2000,2500,1500
DURG,2400,2400,2300,6000,7000,8500,9000,6500,3400,4700,NR,14500,NR,NR,NR,NR,3500,20000,900,1000,NR,500
AMBIKAPUR,2200,2200,2600,7200,8400,6300,11200,7000,3600,3500,9400,11900,5300,9200,9400,NR,3500,21800,850,3000,3000,2500
