<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:c2fc5475b3fdda9efa5cf55ed898e6cbf27ee67066109e1b36749f0a7f22a1b5
size 12639
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,2100,1980,2250,5200,8000,5200,6400,5400,3700,4800,11758,8303,6874,7815,9175,7130,3400,18000,1700,750,1725,1300
ALLAHABAD,2300,2000,2250,5500,8000,6000,7000,5000,3700,3500,13000,9500,7500,9000,9500,6500,4000,16500,1620,900,2300,2700
AMRITSAR,2800,2100,2300,5500,8000,6000,7500,5800,3600,4000,9900,8000,7000,8200,7900,NR,3200,19000,1700,1300,2500,3000
BATHINDA,2900,2000,2200,5900,8200,6500,7800,6000,3600,4500,12307,9890,9010,9340,10109,8241,3200,19500,1700,900,2600,3000
CHANDIGARH,2550,2200,2450,5000,7500,5700,7650,5000,3450,4200,12500,9550,7300,8400,8550,NR,3100,20000,1400,1200,2700,1350
DEHRADUN,2340,2280,2370,5170,8460,7280,8220,5790,3850,4000,12750,7890,7980,7717,9560,NR,3300,20000,1580,1540,1710,3740
DELHI,2550,2140,2330,5200,7900,6250,7250,5100,3630,NR,13700,10403,8059,9817,10549,7546,3750,18900,1720,1150,2150,1525
DHARAMSHALA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GORAKHPUR,2300,1900,2000,5500,7600,5500,7600,5000,3400,4000,14285,10439,5824,8131,10769,6593,3200,16000,1700,1300,2800,3000
GURGAON,2600,1700,1900,5200,6500,6400,6200,5200,3000,4100,14000,9010,8791,9230,9890,7692,3500,20000,1600,2000,2500,4000
HALDWANI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
HARIDWAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
HISAR,2800,1850,2000,5500,7900,6500,6800,5000,3600,4000,14285,10109,8667,10256,9890,8400,2800,16500,1550,1500,3000,3500
JAMMU,3200,2200,2600,5400,8600,6800,7300,5500,3870,4000,NR,11200,8600,9500,9800,7200,3850,21000,1780,1620,2800,3100
JHANSI,2355,1835,2040,6000,7000,6000,6500,4800,3400,4200,NR,9200,8000,7600,NR,NR,2625,NR,1480,700,1635,1270
KANPUR,2100,1700,2200,5500,8400,6800,6700,5100,3900,NR,10900,9800,6500,9000,10000,7100,3950,11000,1200,1600,2000,4000
KARNAL,2190,1750,2000,4800,7500,6800,6500,4500,3100,4300,14500,9266,8000,8333,9400,6900,3350,14000,1600,1200,1800,2600
LUCKNOW,2830,1940,2100,5675,7950,6850,7240,5370,3360,4820,11080,9980,NR,8150,8470,8150,3400,18210,1580,825,2750,1800
LUDHIANA,2800,2000,2300,5500,7500,6000,7400,5300,3300,4200,10000,8300,7300,8200,9300,NR,3200,19500,1700,900,3000,3200
MANDI,2800,1700,2400,5800,8950,6650,7300,5600,3750,5000,NR,11800,7800,8200,NR,NR,3500,31000,1850,1500,3100,3300
MEERUT,2820,1930,2340,5590,8180,6260,7280,6470,3410,NR,NR,8975,7780,8770,NR,8000,3065,NR,NR,880,2160,1230
PANCHKULA,2500,1800,2000,5800,6200,5800,5900,5700,3600,4500,15000,9000,8000,8500,8700,7000,3500,18000,1700,1500,2000,2000
RUDRAPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SHIMLA,3000,NR,2450,5800,6500,6100,6700,5300,3600,2800,14835,12087,8791,9120,NR,NR,3500,16000,1700,2000,2500,2500
SOLAN,3300,NR,2400,6000,8400,6600,7800,5500,3800,NR,NR,11800,8000,8200,NR,NR,4000,18000,1800,1600,3400,2500
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
VARANASI,2680,2020,2350,7200,8800,8800,9500,6900,3800,NR,13626,12197,8791,9890,11428,7307,4700,22500,NR,1000,3400,3500
AHMEDABAD,2000,1900,2000,5500,6300,5400,6300,4900,3300,NR,10867,8600,6967,8233,8133,7333,4100,20500,1400,1300,1300,2600
AMBIKAPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BHOPAL,2200,1900,2200,5800,8000,6800,7600,5400,3300,4300,10000,9200,6500,8800,8200,6800,3800,20000,1400,1200,1800,1800
BHUJ,2180,1950,2100,5600,8400,5700,6500,5100,3300,NR,9800,8333,6800,8333,8400,6767,4000,21000,1250,1400,1300,2000
BILASPUR,2200,2600,2500,4800,8680,5700,8300,5500,3600,4000,11000,9800,7800,8700,9000,6800,3700,21000,1450,1250,3000,3400
DURG,2500,2600,2600,6000,8000,6500,8000,5500,3400,4100,12000,10200,5800,8000,8200,6600,3300,18000,800,1200,3200,1500
GWALIOR,2600,2100,2300,5500,8300,5500,6500,5300,3700,4200,13000,8500,7600,8200,9500,7200,3600,18000,1600,1200,3000,2500
INDORE,2300,1900,2100,6000,7700,6700,7800,5600,3400,4200,10200,9300,6700,8600,8100,NR,3800,20000,1400,1200,1100,3200
JABALPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JAGDALPUR,2400,2500,2600,5400,8800,5400,6300,5300,3800,5300,11000,8000,7700,9100,9600,NR,3200,16000,800,1800,3800,1800
JAIPUR,2400,2100,2400,5000,7700,5600,6800,4800,3700,3700,12592,9000,6000,NR,10000,NR,3800,12500,1520,600,1800,2000
JODHPUR,4500,2400,2600,5400,7750,5900,6950,5150,3500,3000,12527,12087,NR,NR,10989,NR,2500,14500,800,600,1200,2500
KOTA,2600,2200,2250,5700,8000,6200,7000,5500,3500,3800,11500,8800,6100,8200,8700,NR,3500,20000,1600,1200,2200,2200
MUMBAI,2600,3100,2500,5700,8000,6200,8700,5300,3452,3900,10700,8150,7150,7480,8272,6360,4700,24100,1680,1200,2450,1750
NAGPUR,2500,2583,2400,5758,7933,6233,7600,5392,3758,4083,11350,8637,5833,8895,8867,7467,4217,13017,1450,1100,2213,1700
NASHIK,3100,2950,2717,6133,5367,5567,5533,4600,3600,3400,11267,9900,7333,7033,8167,6833,3700,24000,1000,900,2167,1500
PANAJI,3660,3000,2760,6200,8100,7250,8650,5750,3580,NR,NR,NR,7508,NR,10549,NR,4400,NR,880,2250,3650,3300
PUNE,4775,2600,2833,5650,8200,6200,7800,5500,3370,3533,11133,14245,6600,8500,8550,6800,2659,21700,1483,1166,2000,1133
RAIPUR,2300,2200,2300,5200,7400,5500,6500,5200,3440,4000,11000,8700,6000,8400,8700,6900,3350,16000,800,1200,3000,2500
RAJKOT,2200,1850,2450,6380,5800,5430,6510,5400,3400,NR,9667,8533,7333,8600,8000,7333,4380,19500,1400,1550,1600,2350
REWA,2300,1800,2150,5100,6600,4800,6600,5200,3700,4200,11000,8010,6400,7800,8800,NR,3900,20000,1000,1200,2700,1600
SAGAR,2400,1700,2350,5800,7600,6600,7800,6500,3400,3900,12637,9890,8736,8901,10109,NR,3200,19900,1400,950,1200,2300
