<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:62f8371619fc6f56bacec96e4640cfb3be729aac3d337eb810b2d4a7d43580a2
size 13056
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,1600,1775,1950,14000,11000,9400,6000,6800,3960,NR,12000,9000,7300,7400,9400,6400,3000,18000,1700,1000,800,1200
ALLAHABAD,1800,1750,1850,9500,10500,8500,7500,7000,3900,3500,15000,9500,7500,8700,10900,6800,3900,16500,1000,1100,800,2000
AMRITSAR,2600,1700,2100,11500,11500,11200,7300,7900,NR,NR,13200,9700,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BATHINDA,2300,1700,2100,10000,11000,11000,6600,7500,3900,4300,14285,9670,7252,7912,9890,NR,4400,18000,1540,800,1000,1800
CHANDIGARH,2650,1720,2000,10500,10450,10350,7650,7650,3870,4200,11860,9680,6650,8150,9440,NR,3650,20000,1650,1200,1000,2250
DEHRADUN,2000,1730,1950,6200,12500,11600,10700,8900,3400,3600,12800,8666,6667,8000,8867,NR,3000,21000,1550,1500,1600,3000
DELHI,2400,1945,2100,12800,10200,8700,6300,6900,3950,NR,14945,12198,7692,NR,NR,NR,3600,17500,1520,1250,650,1025
DHARAMSHALA,2800,NR,2000,12800,12800,12800,9800,9800,4050,NR,11325,12800,7800,7800,8800,8800,3350,17800,1650,1600,1300,2800
GORAKHPUR,1700,1700,2100,12500,11000,9000,7000,6500,3600,3900,NR,10000,5300,7300,9800,6000,3700,16000,1900,1100,1100,2200
GURGAON,2500,1550,1900,8200,11500,13500,6200,8500,3500,3900,11000,8667,7912,7467,9100,6333,3200,13000,1500,1300,1550,2800
HALDWANI,1950,1700,1930,6400,13000,11800,10400,9000,3400,3600,12667,8533,6500,7850,9533,NR,3200,21000,1550,1500,1600,3200
