<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:769e9afa70a5020aab056e88a1ee0421090e8f469811118b02b74771c1060567
size 13982
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,2700,1600,2000,6000,9200,9000,9600,6500,3400,4400,14900,10500,10200,10700,11500,NR,3150,22500,1800,3200,3500,3500
DELHI,2800,1870,2060,6150,8250,8850,8750,6450,3500,NR,16996,13700,11282,11722,13187,9963,2950,21000,1780,3050,3100,2125
HISAR,2500,2000,2200,6500,9200,9500,9500,7800,3500,4800,13800,10200,9000,9500,10800,8500,3800,20000,1800,3500,5000,3500
KARNAL,2570,2100,2300,6750,9700,10000,9500,7000,3800,4600,14650,11450,9500,10350,10300,8500,3650,20050,1700,4650,4250,3650
PANCHKULA,3000,2000,2400,5800,9500,9800,9500,8000,3500,5400,15384,10989,9670,10989,10989,8791,4000,18000,1700,3200,4500,3500
GURGAON,2700,2200,2200,6500,9600,9600,9800,6400,3600,5450,14285,14285,13186,15384,10659,11318,3800,28000,1800,3700,2000,2700
SHIMLA,3100,NR,2550,6800,8700,8600,10500,6500,3800,NR,15384,13186,9780,10219,NR,NR,3900,20000,1800,3800,4000,4500
MANDI,3150,NR,2350,7300,10100,10520,10250,7500,3820,NR,13700,14600,10100,10050,NR,NR,4150,NR,1850,4050,4900,4760
DHARAMSHALA,2600,NR,2300,7300,10800,10800,10300,7600,3750,NR,11325,15500,10500,9400,11325,8600,3800,18800,1800,3800,4500,4000
SOLAN,3350,NR,2150,7070,11300,9924,10043,7000,3700,NR,NR,16923,12307,12087,NR,NR,3700,23000,1900,3200,3800,4000
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JAMMU,3267,1850,2250,6600,10100,10000,9100,7000,3750,4000,NR,16813,11868,12637,13736,11208,3500,28000,1860,3200,4800,3200
POONCH,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AMRITSAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
LUDHIANA,2400,1925,2400,6400,9000,9500,9300,7000,3500,4300,15200,12200,10800,11000,12000,NR,3700,20000,1600,3300,5000,2800
BATHINDA,2900,1980,2400,6000,9300,9200,9400,7000,3550,4200,17582,12087,10989,11538,13736,10000,3900,19500,1700,3700,4000,3000
LUCKNOW,2250,1780,1880,6370,9260,13180,9930,6680,3550,4880,12175,12527,9714,9538,9736,9659,3560,18480,1580,3000,3500,2200
KANPUR,2500,1600,2500,6500,10000,11000,8400,6500,4000,NR,12637,12087,7912,12967,13406,9890,4500,13000,1500,3500,5000,4700
VARANASI,2200,1780,2300,6590,9325,8980,8860,7160,3520,NR,14835,14615,9450,10879,11978,7692,3825,23000,NR,2985,3640,1740
AGRA,2600,1700,1950,6500,10000,9500,9300,6700,3580,5000,12557,12073,10758,10914,11107,10141,3100,18000,1760,2800,3500,2500
JHANSI,2400,1800,2200,6700,10500,8400,8600,7200,3600,NR,NR,10439,9890,10439,11318,9340,3200,NR,NR,3200,3600,3200
MEERUT,2815,1740,2000,6220,8600,8465,8250,8275,3347,NR,NR,12670,10300,10300,NR,9200,2650,NR,NR,3150,3865,1570
ALLAHABAD,2100,1900,2350,6000,9000,10000,9500,7000,3500,3500,13800,12500,8800,9000,10000,9000,3600,17000,1800,2500,3800,2500
GORAKHPUR,2300,1800,2100,6000,9000,9500,11000,6000,3400,4400,16483,12637,8791,8791,10769,8241,3800,16000,1800,3000,3000,2500
DEHRADUN,2200,2100,2300,6700,9600,9400,10000,8000,3900,4000,14500,10100,9500,10000,11500,NR,4000,20100,1820,4200,5000,4500
HALDWANI,2400,2150,2400,7000,9500,10000,9800,8200,3800,4100,14000,11500,9600,10000,11500,NR,4000,22500,1820,4000,5000,4500
RUDRAPUR,2200,2000,2300,6500,9200,9500,9500,7600,3800,4000,13000,10000,9200,10000,11000,NR,4000,19000,1820,4000,4500,4000
HARIDWAR,2500,2200,2400,7200,10000,10000,10500,8200,4000,4200,14200,10500,10000,10500,11500,NR,4000,22000,1820,4500,5500,4500
RAIPUR,2050,2900,3100,6000,9800,8500,8500,7000,3900,4000,14000,10000,6900,9400,10000,7500,3500,16000,1700,4200,4000,2800
DURG,2300,2500,2500,6500,7500,8000,9500,7000,3500,4800,15600,13400,7500,9400,11300,9000,3800,20000,900,3000,4500,2000
AMBIKAPUR,2200,2200,2600,7200,8500,6300,11200,7000,3600,3500,10329,13076,5824,10109,10329,NR,3500,21800,850,2800,1300,2000
BILASPUR-CG,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JAGDALPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
PANAJI,3800,3200,2350,7200,10000,10300,9850,7250,3475,NR,NR,NR,10915,NR,12893,11464,4250,NR,880,4100,5000,3550
AHMEDABAD,2300,2000,2300,6200,9000,8800,9200,6900,3600,NR,14800,11300,8300,10367,11533,9333,4700,23000,1400,4500,5500,4900
RAJKOT,2550,2000,2150,5500,7600,8400,8200,6900,3550,NR,13933,9667,7267,9600,9533,8400,4750,19500,950,4350,5250,3650
SURAT,2600,2500,2600,6600,9800,10400,9700,8100,3500,NR,13300,11067,8400,10000,11600,9400,4500,20000,1300,3400,4800,2800
BHUJ,2500,2200,2650,7000,9400,10000,10000,6500,3550,NR,14400,9733,6800,8333,8633,7333,4000,19500,1250,3000,5000,3500
BHOPAL,1900,1750,1900,7100,10000,9200,8800,7600,3600,4300,13500,12000,8500,10500,8200,7500,4200,23000,1500,3600,3200,2400
INDORE,2300,1800,2000,7100,9800,9900,9100,7500,3400,4600,13000,11400,9500,9800,10300,7800,3900,23700,1500,3500,3400,3000
GWALIOR,2500,1800,2200,6100,9500,8200,8800,6200,3550,5500,16000,12000,11000,11000,12500,7200,3200,26000,1700,3500,2800,2500
JABALPUR,2350,2250,2300,6750,10300,8800,8300,6500,3600,5050,12350,9700,8000,7850,9850,8000,3400,21200,800,4000,4100,3000
REWA,2290,2000,2210,6000,9500,7000,7500,6500,3700,4200,12400,10500,8500,9600,10400,NR,4200,20000,1000,3500,3500,3600
SAGAR,2800,2100,2500,6300,10200,9500,8100,6400,3500,4000,13736,10219,9340,8736,10219,NR,4600,19900,1400,4100,3100,2600
MUMBAI,2500,2700,2500,6500,9700,9200,10500,6300,3280,4000,14200,11850,9750,10700,12250,9770,4700,24100,1700,3300,3750,2300
NAGPUR,2500,2500,3000,5800,7800,7400,8200,6200,3617,4400,15000,11800,9300,11400,12000,10600,4150,12867,1450,3700,3700,1400
PUNE,5466,2516,3000,6700,9050,9450,9350,6800,3400,3533,15000,14300,9850,11500,11900,10550,3500,21700,1483,3300,2400,1100
NASHIK,4867,4750,4733,8700,7467,7100,7033,6033,3600,3400,12933,11400,8733,8600,9600,8133,4433,24667,1833,2867,2433,2083
JAIPUR,2400,1900,2200,6300,9700,8700,8600,6500,3600,4000,16813,13186,9153,NR,12890,NR,3200,20000,1750,3000,2500,2500
JODHPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
KOTA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
UDAIPUR,5800,2200,2700,NR,9300,8300,8300,7300,3700,4200,13500,10800,8300,NR,NR,NR,5800,NR,2000,3300,3500,2500
PATNA,2850,1600,2100,6500,9000,9700,9400,6500,3680,4300,NR,12334,9200,12808,12857,11333,3100,30000,1700,3200,4500,3500
BHAGALPUR,2600,1850,2100,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
PURNIA,2650,1850,2300,6600,10000,10000,9800,7000,3650,NR,NR,12950,8960,11200,6200,9660,3200,34000,900,3400,5000,6000
DARBHANGA,2500,1750,1880,6400,8200,9000,9200,7300,3640,3900,10439,14065,9890,12087,10989,10769,3700,21666,850,4200,4200,3500
GAYA,3600,1800,2200,6600,9500,9800,9800,7000,3800,4200,NR,14285,11721,14285,NR,12307,3600,14000,1800,4600,4600,4500
MUZZAFARPUR,2600,1500,1800,6600,9400,9800,9600,6300,3600,4200,NR,14000,9500,11000,14500,9700,3800,25000,1000,3800,4000,4500
