<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:5982bfcf5628737c862a4a882b774cdd5a0c01f78731e8a5f18d17429152521e
size 12571
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,1600,1650,1850,5900,12000,11700,8500,6800,3280,NR,12000,9300,6500,7500,9600,6200,2700,29000,1700,350,1200,1200
ALLAHABAD,1800,1800,1850,5700,13200,8200,9700,6200,3250,3500,15000,12000,6800,8400,10100,5900,2900,16500,1000,650,1900,1800
AMRITSAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BATHINDA,2200,1550,1900,5800,13000,11000,9500,9000,3300,4100,13889,10333,6444,8000,9778,NR,3400,18000,1540,400,1400,1400
CHANDIGARH,2500,1650,1950,5650,13550,11680,9000,6550,2950,4200,11860,9680,6650,8140,9440,NR,3200,20000,1580,500,1500,2400
DEHRADUN,2000,1720,1940,6000,12600,11500,11000,9100,3100,3500,12867,8934,6800,8000,9067,NR,3200,21000,1550,1000,1400,2300
DELHI,2200,1710,1900,5200,12100,12200,8300,5700,3250,NR,12088,12088,6447,NR,NR,NR,2900,17100,1520,450,1025,1550
DHARAMSHALA,2200,NR,2000,6800,15300,13900,9800,8800,3450,NR,11325,13333,7300,7300,8800,6300,3850,17800,1580,800,1800,2800
GORAKHPUR,1700,1550,1900,5500,11500,8000,10000,5500,3000,NR,NR,11000,5300,7300,NR,6200,3300,NR,NR,600,1500,700
GURGAON,2500,1550,1900,5800,15200,12000,9500,NR,3200,4700,11000,10333,7200,8566,9100,6333,3200,13000,1500,1500,1900,2600
HALDWANI,1980,1710,1900,6200,12700,11200,10800,9200,3000,3500,12800,8666,6667,7866,9533,NR,3200,20500,1550,1000,1600,2200
HARIDWAR,1900,1740,1910,6200,12800,11300,10500,9200,3000,3500,12800,9200,6867,7666,9334,NR,3200,19200,1550,1000,1600,2200
HISAR,2600,1470,1720,6100,14000,12000,8300,7600,3000,4400,10500,8500,6666,7500,9000,NR,3100,16500,1400,600,1600,2600
JAMMU,2500,1650,1750,5700,14500,13500,8400,6600,3450,3700,NR,11000,6200,8000,8500,5500,3200,22000,1600,600,1550,3400
JHANSI,2100,1565,NR,6000,14000,10000,9000,7000,3150,NR,NR,8000,NR,NR,NR,NR,3150,NR,NR,550,920,900
KANPUR,1725,1580,1910,6500,12800,12100,9600,8000,3400,NR,13400,9400,4700,7300,9400,5700,2750,14000,1200,320,1400,1500
KARNAL,2000,1500,1950,6000,15000,11700,9100,7900,2700,4000,13000,8666,6333,7000,9333,6333,3500,14000,1500,700,2100,3000
LUCKNOW,2100,1600,1620,6100,11800,14700,8900,6300,3220,NR,11800,10400,5500,7800,8500,6200,3600,18500,NR,700,1800,1700
LUDHIANA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
MANDI,2773,NR,2100,6950,15400,14100,10000,8600,3156,NR,NR,13736,6934,7417,NR,NR,2760,16000,1600,500,1500,2400
MEERUT,2120,1640,1960,5880,11980,11550,8400,7800,3250,NR,NR,8580,6110,6930,NR,6020,2350,NR,NR,410,1260,1230
PANCHKULA,2250,1600,1900,6150,15000,11500,9000,NR,3000,4300,12533,9333,6666,7333,10000,NR,3700,14000,1600,800,2100,3100
RUDRAPUR,1960,1700,1900,6200,12800,11000,10600,9200,3000,3500,12733,8334,6534,7733,9400,NR,3200,20000,1550,1000,2000,2300
SHIMLA,2800,NR,2000,6100,14000,12300,9400,7900,3050,2800,13186,13516,7912,7692,NR,NR,3500,16000,1600,700,1500,2000
SOLAN,2820,NR,1950,7000,14760,12900,9500,8940,3300,NR,13406,14945,7692,7747,9560,6065,3200,17000,1620,680,1600,2950
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
VARANASI,2200,1800,1900,7000,14200,9500,10200,7800,3400,NR,13600,12000,6500,8000,9800,6400,3900,22000,NR,600,1900,2100
AHMEDABAD,2500,2000,2400,5700,12450,13200,9600,6700,2400,NR,10800,8433,5400,7233,8133,5547,4400,27330,1600,1200,2150,2200
AMBIKAPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BHOPAL,2000,1600,1800,5800,13500,11000,8900,6300,3100,3600,10500,9000,6000,6750,8500,5500,3500,20000,1000,1000,1300,1200
BHUJ,2400,1900,2100,6700,13700,14800,10700,7600,3100,NR,10667,8333,5800,7600,8000,5067,4200,25000,1250,1000,2300,2200
