<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:75d8801d449ec15f18b59e4a04e09a185e6d9a07cc2b3a89c0e6cdc3ee8cd83f
size 13077
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,2000,1640,1900,6900,5700,5200,5100,4600,4100,4500,11758,7815,7228,7521,9182,6642,3900,18000,1700,500,2500,2200
ALLAHABAD,1800,1750,1850,7000,6000,5800,NR,5500,4000,3500,12000,9000,7500,8200,9200,6300,4000,16500,1600,650,2200,2200
AMRITSAR,2200,1850,2125,6800,6500,7200,5800,6200,4200,4000,9200,7800,6950,7800,7750,NR,3950,20000,1700,500,1700,5000
BATHINDA,2250,1700,2100,7000,7900,8000,6900,5800,4150,4950,14285,9230,7802,8351,8901,NR,4200,18000,1700,450,1800,2000
CHANDIGARH,2550,2100,2400,7300,6300,6800,6300,5500,4000,4200,12550,10200,6900,8100,8700,NR,3500,20000,1500,650,2100,2800
DEHRADUN,2100,1800,2100,6700,9900,10200,9750,8000,4000,3800,12800,8666,6667,8000,9000,NR,3400,21000,1580,1600,1650,3200
DELHI,2550,1795,1980,6700,6450,6600,6100,4650,4030,NR,13919,11099,8059,NR,NR,NR,3850,17900,1540,675,1750,2125
DHARAMSHALA,2600,NR,2200,7800,7800,7800,6800,6800,4200,3800,11325,12800,8300,7800,8800,6800,NR,17800,1650,800,2800,3800
GORAKHPUR,1900,1500,1750,7000,5800,5000,6600,4500,3800,4000,14835,10439,5824,8021,10769,6593,3900,16000,1900,600,2000,2000
GURGAON,3400,1800,2100,6300,7100,7600,5800,5100,4000,4000,8533,7330,6670,7330,8670,6500,4000,24000,1600,1600,2200,3600
HALDWANI,2000,1850,2000,6500,10500,10000,9900,8300,3800,3800,12666,8667,6600,7850,9333,NR,3400,21000,1580,1500,1600,4000
HARIDWAR,2200,1850,2200,6800,11000,10500,9800,8400,4000,3900,12833,9000,7666,8066,9334,NR,3600,19800,1580,1600,1600,4200
HISAR,3000,1650,2200,7500,7500,7500,7000,6000,3900,3600,11000,9000,7000,8500,8000,6000,4000,18000,1550,800,2500,3000
JAMMU,2500,1800,2150,6900,7000,6700,7000,5300,4380,3700,NR,10200,7800,8400,8800,6500,4200,22000,1600,1300,3050,3400
JHANSI,2170,1610,NR,6500,6270,5800,6120,5500,3960,4000,NR,8000,6800,8000,NR,NR,3365,NR,NR,400,1820,1800
KANPUR,2300,1600,1900,6900,6400,6000,5500,5400,3915,NR,12087,9100,6500,8500,9500,6500,3810,12500,1200,730,1500,1600
KARNAL,2100,1700,2200,7400,7800,7400,6800,5200,4000,4530,15000,9250,7450,7850,10000,6900,3620,16300,1600,1150,3600,3600
LUCKNOW,2400,1700,1850,7100,5500,7800,6800,4550,4020,4990,9890,8791,6593,8373,7912,6923,4500,18300,1560,800,2700,2800
LUDHIANA,2700,1800,2400,6500,6000,7000,6000,6500,4020,4400,14270,8351,7850,8351,9230,NR,4100,18000,1540,550,1400,2600
MANDI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
MEERUT,2560,1690,1970,7000,6500,6800,6200,6500,4000,NR,NR,NR,NR,NR,NR,NR,3225,NR,NR,545,1920,1640
