<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:7b1d326ad7a4c02c9334aceec2d6d1d61f3294a5ee47639bb331546b5648e2ff
size 12826
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,2000,1670,1900,7000,5900,NR,5200,4600,4130,4500,11758,8008,7162,7500,9175,6642,3300,18000,1700,450,2500,3000
ALLAHABAD,1800,1750,1850,6000,5500,5000,5200,4500,4000,3500,13500,9000,7500,8200,9200,6500,3900,16500,1600,650,4000,2700
AMRITSAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BATHINDA,NR,NR,2200,7200,7700,7800,7100,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,800,3800,4200
CHANDIGARH,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
DEHRADUN,2100,1800,2100,6800,NR,NR,NR,7800,4000,4000,12800,NR,NR,NR,9333,NR,NR,NR,1580,1600,1700,NR
DELHI,2600,1860,2030,6450,6300,6450,6200,4700,4000,NR,13846,11209,7985,NR,NR,NR,3200,18000,1540,775,2350,3225
DHARAMSHALA,2600,NR,2300,7300,7800,7300,6800,6800,4200,NR,11325,12800,8300,7800,8800,6800,3800,17800,1650,800,3800,3800
GORAKHPUR,1900,1500,1750,6500,5800,5500,6500,4500,3800,4000,14285,10439,5824,8021,10769,6593,3900,16000,1900,700,2900,3400
GURGAON,3400,1800,2200,6250,6500,7100,5400,4800,4000,4000,8533,8600,7000,7330,8670,6500,4000,26500,1600,1100,3800,4600
HALDWANI,2000,1850,2000,6700,NR,NR,NR,8000,4000,4000,12666,8333,NR,7666,9333,NR,NR,NR,1580,1400,1850,NR
HARIDWAR,2200,1850,2200,7000,NR,NR,NR,8000,4000,4000,13000,NR,7866,NR,NR,NR,3800,NR,1580,NR,NR,NR
