<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:4e9d6202250c3cd708c95491c6672fe7f1fc26f3fa6cce5acb4f878f4f942714
size 12749
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,2000,1870,2100,5400,6000,5000,6000,5000,3550,4500,11758,7973,7424,7815,9175,6838,3300,18000,1700,1100,1000,1400
ALLAHABAD,2300,2000,2050,5300,5800,4800,6350,4800,3600,3500,14000,9500,6800,8500,9600,7400,2790,16500,1620,1300,1550,2700
AMRITSAR,2800,1800,2000,4100,5600,4400,3950,4150,3600,4000,10000,8000,7100,8200,8000,NR,3200,19000,1700,NR,1700,1500
BATHINDA,2400,1850,2050,5600,6400,5800,7100,5000,3250,4500,11000,9700,8000,8000,12000,NR,3000,19200,1650,1900,1900,2000
CHANDIGARH,2550,2100,2400,5300,5900,5200,6700,4650,3520,4200,12600,9650,7300,8400,8550,NR,3200,20000,1500,1400,1550,2400
DEHRADUN,2100,1800,1900,6000,6500,7000,6700,7000,3300,4000,12800,7866,8000,7466,9333,NR,3250,20000,1580,1700,2500,2800
DELHI,2680,1980,2120,5350,6050,5750,6450,5050,3420,NR,13919,10769,8571,9597,10256,8352,3600,18600,1620,1375,1100,1175
DHARAMSHALA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GORAKHPUR,2100,1600,1900,5000,5800,4000,7500,5000,3500,4000,14285,10439,5824,8131,10769,6593,3400,16000,1700,1200,1500,2500
GURGAON,2800,1800,2000,5200,6500,6400,6000,5200,3400,4100,14600,8600,8791,9450,10109,7912,3500,21500,1600,2000,2100,2500
HALDWANI,2200,1580,2000,6000,7000,7200,7200,6900,3400,4200,12666,8333,7666,7666,9333,NR,3200,18000,1580,1700,2600,2500
HARIDWAR,2200,1850,2200,6400,6500,7400,6600,6800,3500,4000,13000,7333,7866,7666,10000,NR,3400,19000,1580,1700,2600,2800
HISAR,2800,1735,2000,4500,7000,6200,6500,4500,3400,4000,14285,10256,8667,10256,9890,8400,2800,16500,1550,1700,2500,3500
JAMMU,2600,1900,2100,5300,6600,6000,6300,5400,3750,4000,NR,11500,8500,9500,9500,7700,3700,22000,1620,1650,1750,3350
JHANSI,2275,1675,1900,5000,6500,5000,5800,4500,3615,4200,NR,8250,7800,7600,NR,NR,2825,NR,1480,1250,1000,1600
KANPUR,2400,1700,2000,5900,6000,5400,5300,4800,3800,NR,10500,NR,6500,NR,9400,7000,3750,12000,1200,1700,2000,2100
KARNAL,2190,1700,2000,4700,7500,6800,6500,4500,3010,4300,14000,9266,8000,8333,9400,6900,3400,14000,1600,1300,1900,3300
LUCKNOW,2280,1700,2040,5375,5800,5300,5800,4610,3375,4750,10730,9750,6850,8660,8870,7980,3080,18300,1550,1400,1380,1800
LUDHIANA,2600,1940,2100,4100,5600,4650,5700,4400,3200,4000,12624,8541,7084,8482,8582,NR,3100,19500,1540,900,1500,1800
MANDI,2900,NR,2300,5800,6600,6100,6800,5400,3700,NR,NR,11800,8200,8600,NR,NR,3350,NR,1650,2200,2400,2100
MEERUT,2800,1900,2150,5175,5900,5750,6450,5450,3400,NR,NR,9185,8500,8300,NR,7600,3100,NR,NR,1370,1575,1200
PANCHKULA,3500,1800,2200,5800,6200,5800,5800,5800,3600,4700,15000,9500,8000,9000,9000,6700,4000,18000,1700,1400,1800,3500
RUDRAPUR,2000,1750,2000,6100,7000,7500,6500,6700,3200,4000,12600,8333,7666,7666,9666,NR,3200,19000,1580,1700,2500,2500
SHIMLA,2800,NR,2250,5800,6100,6100,6500,5300,3600,2800,14835,11978,8791,8901,NR,NR,3500,16000,1600,2450,2000,1500
SOLAN,3200,NR,2200,5300,6600,5500,6400,4900,3700,NR,NR,13296,9010,8901,NR,9120,3950,16500,1740,1900,2200,2500
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
VARANASI,2400,1900,2050,7150,7200,7200,8500,6650,3700,NR,14505,12747,8901,9725,11538,7417,4700,20000,NR,1700,2000,3000
AHMEDABAD,2200,1800,2100,5500,6000,5400,6000,5100,3400,NR,10200,8500,6967,8233,8133,7333,4400,20500,1600,1700,1600,2800
AMBIKAPUR,2200,1900,2500,6800,6800,4500,7000,4000,3600,3500,9670,10219,5274,8791,9890,8790,3900,19000,900,1600,2000,2000
BHOPAL,2400,1800,2000,5000,5900,5000,6300,4800,3500,4300,10500,9100,7000,8800,8200,6800,3300,20000,1400,1700,1100,2000
BHUJ,1980,1900,2100,5800,8400,5700,6500,5400,3400,NR,9800,8333,6667,7333,8400,6767,4000,19000,1250,1400,1300,2000
BILASPUR,2400,2250,2700,4800,NR,7000,6700,4700,3500,3500,11000,8100,8100,8000,8000,7200,3700,17000,1700,1800,1600,1250
DURG,2400,2400,2300,6000,6500,5500,7000,5500,3400,4000,10500,10000,6200,7900,8900,7400,3800,18000,800,1500,1600,3000
