<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:8934216736082e0cd7a47dc87032469382a7d72ec3c83e356e80d3f6d2df91f5
size 13441
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,2100,1980,2200,5300,8000,5300,6500,5200,3620,4800,11758,8303,6874,7815,9175,7130,3350,18000,1700,700,1000,2100
ALLAHABAD,2300,1950,2250,5500,8000,6000,7000,5000,3500,3500,12500,9500,7500,8800,9500,6500,3800,16500,1620,900,1100,2700
AMRITSAR,2700,2000,2200,4400,5900,5000,4400,4150,3600,4000,10000,7900,7000,8200,7900,NR,3200,19000,1700,850,1750,1800
BATHINDA,3100,1950,2200,6000,7000,7000,7500,NR,3400,4700,10800,8000,8000,8200,9200,NR,3000,19400,1750,800,1600,2300
CHANDIGARH,2550,2100,2400,5100,6900,5050,7000,5000,3400,4200,12600,9650,7300,8400,8550,NR,2800,20000,1500,1800,1800,3600
DEHRADUN,2160,2075,2150,5270,7260,6520,6510,5640,3365,4000,12750,7890,7980,7717,9560,NR,3300,20000,1580,1320,1900,2700
DELHI,2600,2155,2340,5350,7950,6400,7350,5200,3620,NR,13773,10476,7912,9597,10476,7179,3600,18900,1720,1100,1225,2400
DHARAMSHALA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GORAKHPUR,2300,1850,2000,6000,8000,5800,7200,5000,3400,4000,14285,10439,5824,8131,10769,6593,3200,16000,1700,1000,1600,4000
GURGAON,2600,1700,1900,5200,6500,6400,6200,5200,3000,4100,14000,9010,8791,9230,9890,7692,3500,20000,1600,1500,2000,5500
HALDWANI,2750,2400,2450,6500,8000,7100,8600,6300,3450,4300,12666,8360,7680,8200,9400,NR,3600,19000,1580,2100,2150,4000
HARIDWAR,2500,2150,2400,6700,8200,7800,8700,6500,3800,4200,13334,9000,8667,9000,10000,NR,3700,17500,1580,1200,2000,4000
HISAR,2800,1735,2000,5500,7900,6500,6800,5000,3600,4000,14285,10109,8667,10256,9890,8400,2800,16500,1550,1500,2000,4000
JAMMU,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JHANSI,2375,1820,2040,6000,6800,6500,6500,4700,3400,4200,NR,9200,8000,7600,NR,NR,2640,NR,1480,1015,1110,2265
KANPUR,2300,1700,2200,5700,8400,6900,6800,5400,3900,NR,10900,9800,6500,9000,10000,7100,3950,11000,1200,1500,2000,3700
KARNAL,2190,1750,2000,4800,7500,6800,6500,4500,3100,4300,14500,9266,8000,8333,9400,6900,3350,14000,1600,1100,1950,2800
LUCKNOW,2725,1875,2010,5500,8000,6800,7300,5425,3400,4820,11090,9950,6960,8406,8648,8417,3500,18190,1550,1100,1600,2900
LUDHIANA,2700,1900,2200,5600,6800,6200,7200,5500,3400,4200,10500,8300,7300,8200,9300,NR,3200,19000,1600,900,1500,3200
MANDI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
MEERUT,2950,1910,2325,5500,8150,6130,7200,6600,3415,NR,NR,8985,7700,8760,NR,8050,3080,NR,NR,975,1625,1380
PANCHKULA,2500,1800,2000,5800,6200,5800,5900,5700,3600,4500,15000,9000,8000,8500,8700,7000,3500,18000,1700,1800,2000,4500
RUDRAPUR,2200,1950,2250,5200,7800,6950,6900,6200,3400,4100,12000,9100,7800,8600,9200,NR,3800,19000,1720,1500,1800,4000
SHIMLA,3000,NR,2450,5800,6500,6100,6700,5300,3600,2800,14835,12087,8791,9120,NR,NR,3500,16000,1700,2000,2000,2000
SOLAN,3300,NR,2400,5750,6700,6300,7500,5500,3700,NR,NR,12967,9120,9120,NR,7692,3800,17500,1760,1700,2100,3500
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
VARANASI,2600,2000,2350,7200,9100,8800,9700,6800,3700,NR,13626,12197,8791,9890,11428,7307,4700,22500,NR,1000,2100,4800
AHMEDABAD,2100,1900,2000,5300,6300,5400,6500,5100,3300,NR,10667,8500,6967,8233,8133,7333,4100,20500,1400,1500,1300,2400
AMBIKAPUR,2400,2200,2500,8800,8800,4500,8000,5000,3350,3500,9670,10000,5274,8681,9670,NR,3500,19600,850,1150,1600,2200
BHOPAL,2200,1900,2200,5800,7800,6700,7600,5400,3300,4300,10000,9200,6500,8800,8200,6800,3800,20000,1400,1200,1200,3800
BHUJ,1980,1950,2100,5600,8400,5700,6500,5100,3300,NR,9800,8333,6667,8333,8400,6767,4000,19000,1250,1400,1300,2000
BILASPUR,2550,2600,3000,5500,8100,7700,8100,5500,3500,3800,12000,9900,7500,8100,9100,6800,3700,21000,1500,1900,1500,4800
DURG,2300,2400,2600,5300,7500,5500,7000,5500,3400,4200,12000,10200,5800,8000,8200,6600,3300,18000,800,1200,2000,3000
GWALIOR,2500,2000,2200,5500,8500,6800,6500,6500,3400,4200,13000,8500,7500,8000,9000,7200,3200,18000,1600,800,1200,3500
INDORE,2300,1900,2100,6000,7700,6700,7800,5600,3400,4200,10200,9300,6700,8600,8100,NR,3800,20000,1400,1400,1000,3500
JABALPUR,2350,2300,2350,5200,5900,5300,6000,4900,3400,4800,12100,9500,6500,8200,8800,7800,3300,21000,750,1200,1250,2600
JAGDALPUR,2400,2500,2600,5400,8800,5400,6300,5300,3800,5300,13500,10700,7700,9100,9600,8000,3200,16000,800,1800,2800,3900
JAIPUR,2400,2100,2400,5200,7800,5500,7000,4800,3700,3700,12963,9000,5667,8467,9630,NR,3800,12500,1520,600,1100,3000
JODHPUR,4450,2400,2600,5350,7800,6100,7000,5200,3350,3000,12417,12087,NR,NR,10989,NR,2450,14500,800,1200,1500,3500
KOTA,2650,2000,2150,5700,8000,6200,7000,5500,3450,3850,11500,8800,6100,8200,8700,NR,3400,20000,1600,1000,1200,3100
MUMBAI,2600,3100,2500,5600,8100,6000,8500,5300,3282,3900,10750,8150,7000,7400,8125,5860,4500,24100,1600,1100,1600,3450
NAGPUR,2620,2565,2400,5705,8125,6133,7563,5420,3517,4083,11317,8777,6040,8895,9245,8060,4217,13017,1450,1167,1070,2973
NASHIK,3100,2950,2717,6133,5367,5567,5533,4600,3600,3400,11267,9900,7333,7033,8167,6833,3700,24000,1000,900,1317,2300
PANAJI,3600,2950,2680,6250,8200,7500,8650,6200,3425,NR,NR,NR,7142,NR,10146,7252,3950,NR,880,2000,2100,4300
PUNE,4850,2600,2833,5850,8300,6200,7800,5500,3370,3533,11133,14245,6600,8500,8450,6800,2659,21700,1483,1100,1166,1733
RAIPUR,2300,2200,2300,5200,7400,5500,6500,5200,3350,4000,11000,8700,6000,8400,8700,6900,3350,16000,800,1300,1800,4500
RAJKOT,2200,1850,2450,6380,5800,5430,6510,5400,3400,NR,9667,8533,7333,8600,8000,7333,4380,19500,1400,1550,1600,2350
REWA,2300,1800,2150,5200,6700,4900,6700,5300,3700,4200,11000,8010,6400,7800,8800,NR,3900,20000,1000,1200,1900,3400
SAGAR,2400,1700,2350,5800,7600,6600,7800,6500,3400,3900,12637,9890,8736,8901,10109,NR,3200,19900,1400,1000,1100,3700
SURAT,2000,1900,2000,5100,5600,4400,6300,5000,3300,NR,9800,8467,6667,8333,8333,7467,3500,20000,750,1600,1000,1900
UDAIPUR,2200,1800,1900,5500,6500,5500,6500,5500,3600,3800,10300,8500,7300,8300,9300,NR,4000,18000,950,400,600,2500
BALASORE,2450,3100,2300,5650,7800,6200,7450,4850,3600,4000,NR,9600,6667,NR,9780,7067,4000,19000,1640,900,2000,3300
BERHAMPUR,2650,NR,2360,5400,8000,6700,7400,5000,3750,NR,NR,10333,6400,NR,9703,7111,3900,NR,1650,1000,1900,NR
BHAGALPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BHUBANESHWAR,2400,2800,2160,5500,8000,6300,7500,5200,3600,NR,NR,10200,6446,NR,NR,7033,4200,NR,1580,970,2000,3500
CUTTACK,2400,3000,2200,5500,7900,6500,7500,5000,3510,NR,NR,10167,6333,NR,9706,6900,4000,NR,1590,960,1900,3500
DARBHANGA,2420,1950,2200,4900,7400,6800,8500,5200,3525,3600,NR,NR,6667,10183,14505,7472,5000,15000,800,1300,1800,5000
GAYA,2400,1800,2200,5800,8300,6600,7700,5500,3400,4000,NR,9890,9450,9890,NR,9010,3600,16000,1600,1100,1500,2000
JEYPORE,2600,3000,2350,5700,8000,6500,7400,5200,3650,NR,NR,10200,6450,NR,9670,7000,4100,17000,1760,1060,2000,4300
KHARAGPUR,3300,2200,3000,5300,7800,6400,10800,7300,4000,4300,14500,12800,7800,9300,9800,8200,4600,20000,1000,1000,1800,4500
KOLKATA,2500,NR,2240,5200,8100,5800,7700,4900,3650,3725,12700,9300,5900,7900,8600,6200,3300,12000,700,1150,2200,4400
MALDA,2500,1600,2100,7400,7000,6600,7800,7350,4000,3700,NR,9300,9800,8200,9300,6800,4500,11500,900,800,1100,4400
MUZZAFARPUR,3400,1830,2550,6250,8600,7650,7200,5500,3600,3800,NR,9200,8200,9700,10500,3800,4100,18000,1020,1050,1400,4200
PATNA,3200,1850,2220,5500,8500,7000,8000,5300,3650,4200,NR,9400,6000,9615,10604,7066,3800,15000,1590,1200,1800,4500
PURNIA,2500,1900,1900,5600,8400,6300,8200,5200,3700,NR,NR,7000,6333,7400,NR,6200,2900,27000,720,950,1600,2500
PURULIA,2500,1700,1900,6300,6500,7000,7000,6300,3800,3700,8500,9600,6500,8800,9200,5800,3800,15000,1500,1200,1600,3500
RAIGANJ,3100,2200,2600,6500,6100,8200,6550,6500,3700,2950,7200,9950,7055,7550,7800,5500,4000,22000,800,1000,1450,3500
RAMPURHAT,2700,1550,2000,7200,7000,6600,7600,6700,3100,3500,13500,8500,6500,8000,8300,6000,3500,20000,1000,1390,1470,3800
RANCHI,3117,2400,2300,5800,8000,6200,8000,5000,3700,NR,14475,10075,6200,9200,9675,6875,3500,NR,1500,940,1800,2500
ROURKELA,2600,3000,2340,5600,8000,6400,7500,5200,3700,NR,NR,10266,6600,NR,9790,7000,3600,16000,1600,950,1900,4300
