<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:25d00b17d233ee461a0c5c15e9ea79d9cdaaee2a75af0aca86ca8beb55fd8aba
size 12108
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,2000,1900,2100,5400,7900,5400,6500,5200,3460,4800,11758,8303,6874,7815,9175,7130,3360,18000,1700,700,1000,1500
ALLAHABAD,2300,2000,2050,5500,8000,6000,7000,5000,3550,3500,12500,9300,7500,8800,9600,6870,3700,16500,1620,800,950,1700
AMRITSAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BATHINDA,3100,1950,2200,6000,7000,7000,7500,NR,3400,4700,10800,8000,8000,8200,9200,NR,3000,19400,1750,800,1600,2300
CHANDIGARH,2550,2100,2400,5100,6900,5050,7000,5000,3500,4200,12600,9650,7300,8400,8550,NR,2800,20000,1500,1200,1500,2200
DEHRADUN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
DELHI,2630,2040,2300,5300,7900,6400,7300,5200,3450,NR,13773,10476,8059,9670,10549,7399,3700,18900,1710,1100,1075,1450
DHARAMSHALA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GORAKHPUR,2200,1840,2000,6000,8000,5800,7200,5000,3400,4000,14285,10439,5824,8131,10769,6593,3200,16000,1700,1000,1400,3000
GURGAON,2600,1700,1900,5200,6500,6400,6200,5200,3000,4100,14000,9010,8791,9230,9890,7692,3500,20000,1600,1500,2000,3000
HALDWANI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
HARIDWAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
HISAR,2800,1735,2000,5500,7900,6500,6800,5000,3600,4000,14285,10109,8667,10256,9890,8400,2800,16500,1550,1500,1500,2500
JAMMU,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JHANSI,2380,1865,2040,6000,6800,6500,6500,3845,3400,4200,NR,9200,8000,7600,NR,NR,2645,NR,1480,680,870,1650
KANPUR,2300,1800,2200,5700,8100,6700,6900,5400,4000,NR,10900,9800,6500,9000,9900,7100,3900,12000,1200,1500,2000,3100
KARNAL,2190,1750,2000,4800,7500,6800,6500,4500,3100,4300,14500,9266,8000,8333,9400,6900,3350,14000,1600,1100,1650,2010
LUCKNOW,2750,1860,1990,5650,7950,6800,7440,5380,3360,4800,11080,9850,6890,8150,8360,8150,3485,18180,1550,1000,1500,1900
LUDHIANA,2800,2000,2300,5700,6800,6300,7000,5500,3200,4200,10500,8200,7300,8000,9100,NR,3000,18500,1700,900,1500,2200
MANDI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
MEERUT,2970,1900,2275,5370,7925,6030,7125,6515,3410,NR,NR,8990,7700,8750,NR,8050,3050,NR,NR,965,1660,1220
PANCHKULA,2500,1800,2000,5800,6200,5800,5900,5700,3600,4500,15000,9000,8000,8500,8700,7000,3500,18000,1700,1400,1500,1500
RUDRAPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SHIMLA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SOLAN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
VARANASI,2500,1870,2300,7100,9200,8400,9200,6800,3700,NR,13626,12197,8791,9890,11428,7307,4700,22500,NR,1000,1400,4500
AHMEDABAD,2100,1900,2000,5400,6300,5400,6300,5100,3300,NR,10667,8500,6967,8233,8133,7333,4100,20500,1400,1500,1300,2400
AMBIKAPUR,2400,2200,2500,8800,8800,4500,8000,5000,3350,3500,9670,10000,5274,8681,9670,NR,3500,19600,850,1150,1600,2200
BHOPAL,2200,1900,2200,5800,7800,6700,7600,5400,3300,4300,10000,9200,6500,8800,8200,6800,3800,20000,1400,1200,800,2000
BHUJ,1980,1900,2100,5600,8400,5700,6500,5400,3400,NR,9800,8333,6667,7333,8400,6767,4000,19000,1250,1400,1300,2000
BILASPUR,2550,2600,3000,5500,8100,7700,8100,5500,3500,3800,12000,9900,7500,8100,9100,6800,3700,21000,1500,1700,1500,3800
DURG,2300,2400,2600,5500,7500,5500,7000,5500,3400,4200,12000,10200,5800,8000,8200,6600,3300,18000,800,1200,2000,3000
GWALIOR,2500,1900,2200,5200,8000,7000,7000,6000,3400,4200,13000,8500,7000,8000,9000,7200,3200,18000,1600,1500,1200,2500
INDORE,2300,1900,2100,6000,7700,6500,7800,5500,3500,4200,10200,9300,6700,8800,8100,NR,3800,20000,1400,1600,800,3500
JABALPUR,2350,2300,2350,5200,5900,5300,6000,4900,3400,4800,12100,9500,6500,8200,8800,7800,3300,21000,750,1200,1250,2600
JAGDALPUR,2400,2500,2600,5400,8800,5400,6300,5300,3800,5300,13500,10700,7700,9100,9600,8000,3200,16000,800,1800,2300,2300
JAIPUR,2400,2100,2400,5400,7800,5500,7000,5200,3600,3700,13333,9000,6000,NR,9630,NR,3800,12500,1520,600,900,1500
JODHPUR,4500,2200,2600,5200,7850,6200,7000,5100,3350,3600,13186,12637,NR,NR,10879,NR,2550,14100,800,1000,800,1900
KOTA,2600,2000,2150,5800,8000,6700,7200,5500,3450,3900,11800,8800,6100,8700,8800,NR,3450,22000,1600,1000,1000,2400
MUMBAI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
NAGPUR,2550,2500,2400,5900,7717,6133,7550,5467,3500,4033,11273,8860,6060,8800,9342,8233,4183,13017,1450,1200,1233,2833
NASHIK,3100,2950,2717,6133,5367,5567,5533,4600,3600,3400,11267,9900,7333,7033,8167,6833,3700,24000,1000,900,1067,3000
PANAJI,3540,2925,2630,6200,8200,7250,8600,5900,3400,NR,NR,NR,7508,NR,9963,7436,3900,NR,880,2000,2000,3300
PUNE,4750,2600,2833,5850,8300,6200,7800,5500,3370,3533,11133,14345,6500,8500,8450,7000,2659,21700,1483,1100,983,1200
RAIPUR,2400,2200,2400,5200,8500,5000,5800,4800,3300,4000,11000,9200,6300,8800,8600,7000,3350,16000,800,1100,1200,4000
RAJKOT,2200,1850,2100,5650,5800,4700,6300,5200,3050,NR,9667,8800,7533,8233,8000,7600,4000,19500,1000,1650,1300,2300
REWA,2350,1830,2200,5300,6800,5000,6800,5400,3750,4250,11700,8300,6600,7900,8900,NR,4000,20300,1020,900,980,2000
SAGAR,2400,1700,2350,5500,7300,6200,6800,5700,3250,3900,13296,10000,8901,8956,10000,NR,2800,19800,1400,1000,1150,1650
SURAT,2000,1900,2000,5100,5600,4400,6300,5000,3300,NR,9800,8467,6667,8333,8333,7467,3500,20000,750,1600,1000,1900
UDAIPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BALASORE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BERHAMPUR,2750,NR,2260,5500,8000,7100,7500,5000,3750,NR,NR,10366,6366,NR,9629,7333,4000,NR,1650,1120,1850,NR
BHAGALPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BHUBANESHWAR,2600,2800,2160,5600,8000,6400,7400,5100,3600,NR,NR,10200,6467,NR,NR,7033,4400,NR,1580,900,1900,3500
CUTTACK,2450,3000,2160,5700,8000,6800,7300,4950,3540,NR,NR,10133,6400,NR,9670,7000,4000,NR,1590,960,1900,2500
DARBHANGA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GAYA,2700,1800,2200,5400,5700,5800,6800,4200,3700,3800,NR,11098,9670,10000,NR,9065,3600,16000,1600,700,800,1000
JEYPORE,2600,3000,2250,5700,8000,6500,7500,5200,3600,NR,NR,10200,6450,NR,9500,7133,4400,17000,1760,1070,1900,4300
KHARAGPUR,3300,2200,3000,5300,7800,6400,10800,7300,4000,4300,14500,12800,7800,9300,9800,8200,4600,20000,1000,1000,1800,4500
KOLKATA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
MALDA,2500,1600,2100,7400,7000,6600,7800,7350,4300,3700,NR,9300,9800,8200,9300,6800,4500,11500,900,800,1100,4400
MUZZAFARPUR,3400,1750,2300,6100,8600,7650,7200,5300,3700,3800,NR,9200,8000,9700,10500,3800,4100,18000,950,1250,1660,2100
PATNA,3200,1800,2070,5500,8200,7000,8000,5200,3650,4200,NR,9466,6133,9684,10604,7133,3800,15000,1590,1200,2000,3500
PURNIA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
PURULIA,2500,1700,1900,6300,6500,7000,7000,6300,3800,3700,8500,9600,6500,8800,9200,5800,3800,15000,1500,1200,1600,3500
RAIGANJ,2650,1700,2600,6500,6100,8200,6550,6500,3600,2950,7200,9950,7055,7550,7800,5500,4000,22000,800,900,1450,3500
RAMPURHAT,2700,1550,2000,7200,7000,6600,7600,6700,3100,3500,13500,8500,6500,8000,8300,6000,3500,20000,1000,1390,1470,2000
