<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:bae8fd19f48881aea61dd5c4af6168be708f19cf87ad76dbf36d2324c18e1607
size 12496
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,2750,1800,2200,6000,9200,9000,9600,6800,3350,4400,14500,10500,10200,10700,11500,NR,3150,22500,1800,1250,2200,2350
DELHI,2700,1800,1980,5700,8450,8800,8650,6700,3450,NR,16850,13553,11136,11941,13919,10696,2800,21000,1780,1000,1725,1650
HISAR,2500,2000,2200,6800,9500,9400,9500,7800,3500,4400,14200,10500,9100,9700,10800,8800,3200,21000,1800,1200,2500,2000
KARNAL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
PANCHKULA,3000,2000,2400,6000,9000,9000,10000,8000,3500,5400,14285,12637,9890,12087,12087,9890,4000,18000,1700,2000,3500,2500
GURGAON,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SHIMLA,3100,NR,2550,6800,9100,9600,10500,6500,3800,NR,15385,13187,9780,10220,NR,NR,3900,20000,1800,1500,3000,2500
MANDI,2750,NR,2100,7120,10250,10700,10250,7250,3700,NR,13700,14600,10500,10420,NR,NR,3750,NR,1850,3200,3700,3550
DHARAMSHALA,2500,NR,2300,7300,10800,10800,10300,7600,3750,NR,11325,15500,10500,11200,13600,NR,3800,22000,1800,1400,2500,2500
SOLAN,3250,NR,2100,7080,10600,11000,10166,7000,3750,NR,NR,16923,12527,12417,NR,NR,3400,23000,1900,1000,2500,2800
UNA,4800,NR,2200,6050,9450,9700,9600,6800,3600,NR,16100,13000,11100,12100,13700,10900,3600,24700,1750,1200,3500,3500
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JAMMU,3200,1850,2200,5800,9300,9600,9000,6400,3700,4000,NR,16373,12087,13956,14285,11978,3200,25000,1860,1100,3300,2600
POONCH,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AMRITSAR,2800,1800,2250,5790,9300,8400,9450,6800,3650,4250,12307,11868,11978,11538,11593,NR,4200,22000,1900,2000,3000,3000
LUDHIANA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BATHINDA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
LUCKNOW,2300,1730,1810,6350,9240,13360,9870,6600,3560,4880,12175,13406,9769,9538,9758,9659,3200,18450,1580,1100,2240,1500
KANPUR,2500,1600,2500,6200,9900,11500,8500,6200,4000,NR,12637,12197,7912,12967,13406,9890,4000,13000,1500,2500,4000,4500
VARANASI,2230,1730,2300,6350,8700,8850,8800,6900,3550,NR,15384,14615,9450,11318,12307,7692,3520,23000,NR,1200,2080,1080
AGRA,2560,1635,1900,6800,9550,9050,8800,6200,3500,5000,15934,12527,10758,11538,12637,12087,3250,20000,1800,950,2450,1000
JHANSI,2600,1800,1900,5700,9200,8800,8400,6300,3500,4300,17582,14285,11538,12087,14285,NR,2800,22000,1700,900,1000,1000
MEERUT,2825,1770,2000,6375,8575,8550,8590,8475,3420,NR,NR,12750,10800,10400,NR,9200,2700,NR,NR,965,2240,1600
ALLAHABAD,2000,1950,2500,6700,9700,10700,10000,7500,3500,3500,13900,12100,8200,9700,10300,9700,3500,17000,1800,2000,2500,2000
GORAKHPUR,2300,1800,2100,6000,9000,9500,11000,6000,3400,4400,17032,13736,8791,8791,10769,8241,3800,16000,1800,1000,2000,2000
DEHRADUN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
HALDWANI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
RUDRAPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
HARIDWAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
RAIPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
DURG,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AMBIKAPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BILASPUR-CG,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JAGDALPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
PANAJI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AHMEDABAD,2300,2000,2300,6200,8900,8800,9200,6900,3600,NR,15200,11300,8300,10300,11500,9300,4700,23000,1400,4000,4500,4500
RAJKOT,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SURAT,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BHUJ,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BHOPAL,1900,1750,1900,7100,10000,9200,8800,7600,3600,4300,13500,12000,8500,10900,8200,7500,4200,23000,1500,1650,1700,1900
INDORE,2300,1800,2000,6800,9600,9700,9000,7400,3400,4600,13000,11500,9400,9900,10500,7800,3900,23700,1500,2900,2300,2000
GWALIOR,2500,1800,2200,5700,9000,7800,8500,6000,3525,5500,16000,12500,NR,11500,13000,7200,3200,27000,1700,1400,1700,1500
JABALPUR,2300,2250,2300,6750,10300,8900,8200,6500,3600,5000,12400,9700,8000,7900,9900,8000,3300,21200,800,3000,2600,2100
REWA,2290,1800,2210,6000,9200,7000,7500,6500,3700,4200,12400,10500,8500,9600,10400,NR,4200,20000,1000,1500,3000,2000
SAGAR,3250,2500,2360,5800,9600,9700,9000,6800,3520,4500,16300,13300,10600,NR,13500,NR,3200,19900,NR,1600,1700,1600
JHABUA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
HOSHANGABAD,2300,2000,2100,5600,8500,9000,8600,6500,3300,4000,14500,13500,8500,10500,11500,NR,4000,22000,1000,1500,2000,1000
SHAHDOL,2200,2000,2200,6000,9000,8000,9000,6000,3700,4000,15500,13000,9000,NR,13500,NR,3300,26000,1200,1400,2400,1600
UJJAIN,2500,1800,2000,6000,8500,9500,9500,7500,3500,4000,14000,12400,8500,10000,10500,8500,3500,22200,1800,3000,2500,2200
MUMBAI,2600,3000,2500,6200,8800,9200,10500,6300,3232,4000,13900,12250,10600,11700,12875,10650,4500,24300,1800,2000,2850,2000
NAGPUR,2400,2500,2900,5400,7400,7400,8000,6000,3617,4400,14900,12200,10300,NR,12800,12200,4150,12867,1450,2300,2400,1100
PUNE,3850,2612,3000,5900,8600,9350,9350,6500,3400,3533,15433,14200,10500,11933,12066,11033,3300,21700,1483,1850,2400,1066
NASHIK,4867,4750,4733,8700,7467,7100,7033,6033,3600,3400,12833,11267,8667,8533,9600,8067,4433,24667,1833,1833,1900,1417
JAIPUR,2400,1900,2400,5300,9200,8400,8700,6500,3600,4000,16813,13186,9153,12450,13186,NR,3200,20000,1800,1500,2000,1500
JODHPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
KOTA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
UDAIPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
PATNA,2500,1600,2100,5900,8200,9400,9200,6300,3600,4300,NR,12666,10133,13529,13186,11933,3200,27000,1700,1700,3000,2500
BHAGALPUR,2300,1800,2050,5800,9500,9800,9000,6500,3700,4200,NR,13200,9600,11900,14500,10500,3500,26000,700,1350,2550,2800
PURNIA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
DARBHANGA,2400,1800,1850,6100,8200,10000,9700,6800,3625,4000,10439,12087,10219,12087,10989,10769,4200,21000,825,1500,2800,3200
GAYA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
MUZZAFARPUR,3000,1600,2050,6200,9200,9850,9500,6300,3600,4000,NR,13000,11000,12250,14000,10700,3800,35000,1800,1400,2500,2700
RANCHI,3073,2400,2100,6200,8800,9300,9200,6400,3750,NR,18000,NR,9535,12400,13335,11270,3200,NR,1680,1500,2500,1500
BHUBANESHWAR,2700,2800,2050,5900,8500,9500,9000,6200,3700,NR,NR,14333,10100,NR,NR,11800,4200,NR,1780,1900,3400,2500
CUTTACK,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SAMBALPUR,2500,2800,2000,5800,8500,9100,9000,6000,3600,NR,NR,14333,10000,NR,14454,11800,3250,NR,1820,2000,3000,1500
ROURKELA,2500,3000,2500,6000,8600,9100,9000,6000,3650,NR,NR,13900,9500,9600,13666,11666,3300,16000,1800,2200,2800,2000
BERHAMPUR,2600,3200,3000,6500,8500,10500,9400,7000,3900,NR,NR,14600,10220,NR,NR,12220,4000,20000,1750,2200,2800,2000
JEYPORE,2600,2766,2320,6200,9000,9500,9200,6400,3800,NR,NR,14500,9890,NR,14200,11400,3900,17000,1800,2100,2700,2500
BALASORE,2400,3300,2320,5850,8500,9500,9000,6000,3640,4600,NR,13667,9333,NR,13733,11933,4300,22000,1720,1950,3000,1700
BARIPADA,2100,2900,2100,6200,9200,9400,9000,6000,3700,4370,NR,14333,9600,NR,14285,11733,3500,NR,1800,1900,3200,2400
BALANGIR,2800,3200,2800,6500,9000,9500,9000,6400,3520,4600,NR,14700,9700,NR,14200,11200,3500,43000,1800,2300,3000,1800
