<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:a38067dc2e819d2440fc93bebba03e968d2960a191950c10e4aa38177308832b
size 16994
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,3350,1750,1950,6100,9700,9650,9750,7900,3650,4500,16500,14500,12600,13500,13900,10800,3800,23200,1800,850,1650,700
DELHI,2500,1840,1950,5700,8600,9300,8500,6850,3470,NR,NR,17435,13479,15457,19047,12308,3510,20500,1780,750,1900,475
HISAR,2800,2000,2200,7000,10500,9000,9000,8500,3600,4500,18200,15300,13800,15000,18000,13200,3500,23000,1900,1500,1800,800
KARNAL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
PANCHKULA,3000,2000,2300,6500,10000,9000,9000,8000,3500,4800,20879,17582,14286,16813,19780,13187,4000,22000,1800,1000,2000,1000
GURGAON,3000,1975,2200,7200,10000,9000,9900,7800,3750,5500,17200,15000,13600,14800,15000,12700,3200,28000,1800,900,2100,1100
SHIMLA,3345,NR,2350,7035,10200,10800,10300,7800,3750,NR,16703,15604,12857,13846,NR,NR,4200,28000,1850,1400,2600,1500
MANDI,2900,NR,2300,6992,10657,10050,10350,7547,3860,NR,17800,17400,13700,14200,17200,12600,3450,NR,1850,1200,2500,1500
DHARAMSHALA,2500,NR,2300,7700,10700,10700,10300,8300,3800,NR,NR,17700,14700,14700,18600,NR,3800,22000,1800,1300,1600,1600
SOLAN,3000,NR,2200,7200,11000,10500,NR,7700,3750,NR,17200,16500,13200,14000,14200,NR,3900,25000,1900,1000,1900,1000
UNA,2900,NR,2250,7100,10500,9900,9300,8000,3650,5000,18000,16700,14000,15300,18000,13900,4100,25000,1750,1100,2600,2000
BILASPUR-HP,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JAMMU,3000,1850,2200,6600,10200,9800,9000,8100,3850,4000,NR,17900,14200,16000,17200,13000,3750,27000,1820,900,2300,800
POONCH,NR,2200,2420,6800,10550,10500,9450,7650,3800,5500,NR,15500,14000,14800,NR,NR,3608,29000,NR,1220,2350,2200
AMRITSAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
LUDHIANA,2400,1975,2200,6150,9000,9400,9000,7900,3500,4300,18200,16500,13600,15500,17800,NR,3500,22000,1200,900,2000,800
BATHINDA,2800,1975,2200,6400,9700,9300,9000,8000,3650,4200,NR,14800,14300,15200,16500,12700,3300,23500,1800,900,2400,1000
LUCKNOW,2700,1810,1920,6430,9660,13030,9680,7810,3670,4780,13264,12396,11000,10780,10736,10462,3940,18460,1500,1560,1870,1750
KANPUR,2800,1600,2200,7100,11000,9700,8600,7300,3900,5400,14000,15400,10000,14600,15000,10500,4400,15000,1500,1500,2000,1800
VARANASI,2400,1975,2300,7300,9800,9700,9550,8000,3700,5000,19300,16700,11800,15500,16400,10500,4800,23500,1700,1100,1800,1300
