<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:5157e2fb7265b947077d04bd536603c6851e4781629489c7065b4ffb948724a3
size 13655
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,2100,2080,2350,5400,8500,8600,7500,5500,3580,4800,11758,8209,7534,7917,9175,7126,2800,18000,1700,1100,4900,1000
ALLAHABAD,2500,1900,2200,5500,8000,10000,9000,5800,3700,3500,14000,9500,8000,9000,9500,7000,3700,16000,1700,800,5000,1500
AMRITSAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BATHINDA,2800,2000,2200,5600,8000,9200,8300,5600,3700,4200,14505,9890,8461,9560,10439,8021,3000,19500,1700,1400,7000,2400
CHANDIGARH,2550,2200,2450,5400,7500,6500,8200,5400,3550,4200,12200,9400,7750,8800,9500,NR,3000,20000,1400,1800,7500,2500
DEHRADUN,2270,2260,2530,5230,9240,9830,8960,6230,3630,3980,12750,7150,7980,8230,9640,NR,3300,20000,1610,1680,8740,1251
DELHI,2750,2265,2440,5450,8300,7950,8100,5250,3530,NR,13553,10989,9158,9890,10476,8645,3100,18900,1720,1500,4600,1000
DHARAMSHALA,2600,NR,2500,6300,9300,10800,9800,6300,3800,NR,11325,12300,8300,8800,10800,7800,3800,18800,1850,1800,6800,2800
GORAKHPUR,2300,1900,2000,5200,7500,5800,7500,5000,3400,4000,14285,10439,5824,8131,10769,6593,3500,16000,1700,1500,9200,3000
GURGAON,3600,1700,1900,5200,6600,6400,6200,5200,3000,4100,14000,9010,8791,9230,9890,7692,3500,20000,1600,1500,8000,5500
HALDWANI,2450,2200,2400,5500,8400,8600,7800,5300,3520,4500,9467,8000,6667,9167,8667,NR,2600,22000,1800,2000,7200,1400
HARIDWAR,2850,2300,2600,6800,8800,10700,8800,6800,3800,4600,14666,10000,9500,9333,9666,NR,3800,22000,1600,1620,8000,2400
HISAR,2800,1850,2000,5500,7900,6000,6800,5000,3600,4000,14285,10109,8667,8300,9890,8400,2800,16500,1550,2500,7000,3000
