<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:f86863a400d97086b94080d850357113941347affc7652ddf5bbb22b700d3bb0
size 12799
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,2800,1600,1950,6100,9200,9500,9600,6700,3150,4500,14500,12500,10200,11000,12000,9900,3400,20000,1800,1000,2400,2200
DELHI,2600,1900,1960,5650,8400,8800,8600,6550,3550,NR,17143,13333,11136,12308,14066,10989,3100,21000,1780,950,2075,1175
HISAR,2500,2000,2200,6800,9500,9400,9500,7800,3500,4400,14200,10500,9100,9700,10800,8500,3200,20500,1800,1500,2400,1500
KARNAL,2600,2100,2380,7070,9500,10150,9890,7050,3800,4600,15250,11500,10000,10770,10430,9000,3750,20500,1800,1250,3250,2680
PANCHKULA,3000,2000,2400,6000,9000,9000,10000,8000,3500,5400,14285,12637,9890,12087,12087,9890,4000,18000,1700,2000,3500,2500
GURGAON,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SHIMLA,3100,NR,2550,6800,9100,9600,10500,6500,3800,NR,15384,13186,9780,10219,NR,NR,3900,20000,1800,1500,3000,2500
MANDI,2750,NR,2100,7120,10250,10700,10250,7250,3700,NR,13700,15000,10700,10800,NR,NR,3750,NR,1850,2650,3420,3300
DHARAMSHALA,2500,NR,2300,7300,10800,10800,10300,7600,3750,NR,11325,15500,10500,11200,13600,NR,3800,22000,1800,1400,3200,2500
SOLAN,3250,NR,2100,7080,10600,11000,10166,7000,3650,NR,NR,15091,NR,NR,NR,NR,3700,21000,1900,1000,2800,3200
UNA,4800,NR,2200,6050,9100,9700,9600,6800,3600,NR,16100,13300,11400,12100,13700,10900,3600,24700,1750,1200,3500,3000
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JAMMU,3200,1900,2200,5800,9300,9600,9000,6400,3700,4000,NR,16373,12087,13956,14285,11978,3200,25000,1830,1100,3500,2500
POONCH,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AMRITSAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
LUDHIANA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BATHINDA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
LUCKNOW,2350,1690,1810,6340,9120,13410,9840,6560,3550,4870,12186,13571,9791,9560,9769,9648,3175,18480,1580,800,2700,1400
KANPUR,2500,1600,2500,6300,10100,11500,8600,6200,4000,NR,12637,12197,7912,12967,13406,9890,3800,13000,1500,1000,3000,3500
VARANASI,2230,1730,2300,6350,8700,8850,8800,6900,3550,NR,16153,15384,10109,13296,13626,8131,3520,23000,NR,1200,2080,1080
AGRA,2560,1620,1900,6860,9550,9050,9070,6050,3500,5000,15934,12527,10758,11538,12637,12087,3200,20000,1800,980,2380,1025
JHANSI,2600,1800,1900,5700,9200,8600,8400,6200,3500,4300,17582,14285,11538,12087,14285,NR,2800,22000,1700,900,1000,1000
MEERUT,2850,1775,2000,6350,8600,8475,8550,8500,3400,NR,NR,12750,10800,10400,NR,9200,2900,NR,NR,1125,2275,1475
ALLAHABAD,2000,1950,2750,6700,8700,10700,10000,7500,3500,3500,NR,NR,NR,NR,NR,NR,3600,17000,1900,1600,2500,2000
GORAKHPUR,2300,1800,2100,6000,9000,9500,11000,6000,3400,4400,17032,13736,8791,8791,10769,8241,3800,16000,1800,1000,2000,2000
DEHRADUN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
HALDWANI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
RUDRAPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
HARIDWAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
RAIPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
DURG,2300,2500,2500,5700,6800,8000,9500,7000,3400,4500,NR,NR,NR,NR,NR,NR,3500,20000,900,2000,3000,1500
AMBIKAPUR,2200,2200,2600,7200,8400,6300,11200,7000,3600,3500,10329,13076,5824,10109,10329,NR,3500,21800,850,3000,3000,2500
BILASPUR-CG,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JAGDALPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
PANAJI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AHMEDABAD,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
RAJKOT,3800,2000,2600,6800,9000,9000,8500,7000,3800,NR,NR,13800,9500,11000,13000,9800,3800,27000,750,2500,4000,2500
SURAT,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BHUJ,2250,2300,2250,5700,8400,9400,8700,6500,3500,4000,14850,12000,9300,12425,13437,9110,4200,25000,900,1300,NR,1500
BHOPAL,2300,1850,2000,7200,10000,9400,9000,7800,3500,4300,14000,12500,9000,12000,10500,7500,3900,23000,NR,1650,1900,1900
INDORE,2300,1800,2000,6800,9600,9700,9000,7400,3400,4600,13000,11500,9400,9900,10500,7800,3900,23700,1500,2700,2400,2100
GWALIOR,2500,1800,2200,5700,9000,7800,8800,6000,3525,5500,16000,12500,11300,11800,13000,7200,3200,28000,1700,1200,1700,1500
JABALPUR,2300,2250,2300,6750,10100,8900,8200,6500,3600,5000,12400,9700,8000,7900,9900,8000,3300,21200,800,3000,2900,2000
REWA,2290,1800,2210,6000,9200,7000,7500,6500,3700,4200,16910,11500,NR,11500,13000,NR,4200,24000,1000,1000,3000,1000
SAGAR,2800,2100,2500,6300,10200,9500,8100,6400,3500,3900,NR,NR,NR,NR,NR,NR,NR,19900,NR,NR,2500,1800
JHABUA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
