<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:8daeef908253f2f0f2b61f2b349339c840c06ca8e9e531f54d3f059592cb1bab
size 13485
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,2200,2200,2500,5600,8600,8900,8300,6200,3600,5000,12063,9465,8209,9465,9659,7727,3400,18000,1700,1150,4200,1500
ALLAHABAD,2500,1950,2400,5500,8000,11000,9000,5800,3700,3500,14000,10000,8000,9000,10000,8500,3700,16000,1700,800,5000,1500
AMRITSAR,2800,2200,2700,5600,8000,8500,9000,7000,3500,4300,11500,10000,11000,10000,9300,NR,3800,20000,1800,1400,6000,2100
BATHINDA,2800,2100,2300,5700,8200,9200,8300,6100,3680,4200,14505,10000,8461,9560,10439,8021,3300,19500,1600,1400,5000,2200
CHANDIGARH,2550,2200,2450,5400,7500,6500,8200,5400,3550,4200,12200,9400,7750,8800,9500,NR,3000,20000,1400,1400,4800,3000
DEHRADUN,2270,2260,2530,5300,8900,9600,9300,7500,3630,3890,13000,9700,8000,9700,9700,NR,3300,20000,1610,1800,4000,1250
DELHI,2850,2355,2570,5650,8400,9200,9000,5700,3585,NR,13919,11722,10056,11429,10989,10256,3850,18950,1720,1675,2800,1275
DHARAMSHALA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GORAKHPUR,2300,1900,2000,5200,7000,8800,10000,5500,3400,4200,14285,10439,5824,8131,10769,7032,3500,16000,1700,1500,4500,2000
GURGAON,3600,1700,1900,5300,6600,6400,6200,4800,3000,4100,14000,9010,8791,9230,9890,7692,3500,20000,1600,2500,6000,1000
