<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:e4af27b63ad7b1af66eefae3f0006abd274af9624f384063fdf632d681e2102d
size 5228
=======
K,MANDI,ANOMALY,NORMAL,TOTAL
1.0,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),171,72,243
1.0,WEST BENGAL_DURGAPUR,41,202,243
1.0,WEST BENGAL_KATWA,19,224,243
1.1,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),162,81,243
1.1,WEST BENGAL_DURGAPUR,29,214,243
1.1,WEST BENGAL_KATWA,19,224,243
1.2000000000000002,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),151,92,243
1.2000000000000002,WEST BENGAL_DURGAPUR,8,235,243
1.2000000000000002,WEST BENGAL_KATWA,15,228,243
1.25,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),145,98,243
1.25,WEST BENGAL_DURGAPUR,7,236,243
1.25,WEST BENGAL_KATWA,13,230,243
1.3000000000000003,WEST BENGAL_KATWA,13,230,243
1.3000000000000003,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),135,108,243
1.3000000000000003,WEST BENGAL_DURGAPUR,6,237,243
1.4000000000000004,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),111,132,243
1.4000000000000004,WEST BENGAL_DURGAPUR,1,242,243
1.4000000000000004,WEST BENGAL_KATWA,13,230,243
1.5,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),97,146,243
1.5,WEST BENGAL_DURGAPUR,0,243,243
1.5,WEST BENGAL_KATWA,12,231,243
1.5000000000000004,WEST BENGAL_KATWA,12,231,243
1.5000000000000004,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),97,146,243
1.5000000000000004,WEST BENGAL_DURGAPUR,0,243,243
1.6000000000000005,WEST BENGAL_KATWA,12,231,243
1.6000000000000005,WEST BENGAL_DURGAPUR,0,243,243
1.6000000000000005,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),77,166,243
1.7000000000000006,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),64,179,243
1.7000000000000006,WEST BENGAL_DURGAPUR,0,243,243
1.7000000000000006,WEST BENGAL_KATWA,12,231,243
1.75,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),56,187,243
1.75,WEST BENGAL_DURGAPUR,0,243,243
1.75,WEST BENGAL_KATWA,9,234,243
1.8000000000000007,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),38,205,243
1.8000000000000007,WEST BENGAL_DURGAPUR,0,243,243
1.8000000000000007,WEST BENGAL_KATWA,8,235,243
1.9000000000000008,WEST BENGAL_DURGAPUR,0,243,243
1.9000000000000008,WEST BENGAL_KATWA,8,235,243
1.9000000000000008,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),16,227,243
2.0,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),9,234,243
2.0,WEST BENGAL_DURGAPUR,0,243,243
2.0,WEST BENGAL_KATWA,8,235,243
2.000000000000001,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),9,234,243
2.000000000000001,WEST BENGAL_DURGAPUR,0,243,243
2.000000000000001,WEST BENGAL_KATWA,8,235,243
2.100000000000001,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),1,242,243
2.100000000000001,WEST BENGAL_DURGAPUR,0,243,243
2.100000000000001,WEST BENGAL_KATWA,5,238,243
2.200000000000001,WEST BENGAL_KATWA,5,238,243
2.200000000000001,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),0,243,243
2.200000000000001,WEST BENGAL_DURGAPUR,0,243,243
2.25,WEST BENGAL_DURGAPUR,0,243,243
2.25,WEST BENGAL_KATWA,5,238,243
2.25,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),0,243,243
2.300000000000001,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),0,243,243
2.300000000000001,WEST BENGAL_DURGAPUR,0,243,243
2.300000000000001,WEST BENGAL_KATWA,5,238,243
2.4000000000000012,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),0,243,243
2.4000000000000012,WEST BENGAL_DURGAPUR,0,243,243
2.4000000000000012,WEST BENGAL_KATWA,5,238,243
2.5,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),0,243,243
2.5,WEST BENGAL_DURGAPUR,0,243,243
2.5,WEST BENGAL_KATWA,5,238,243
2.5000000000000013,WEST BENGAL_DURGAPUR,0,243,243
2.5000000000000013,WEST BENGAL_KATWA,5,238,243
2.5000000000000013,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),0,243,243
2.6000000000000014,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),0,243,243
2.6000000000000014,WEST BENGAL_DURGAPUR,0,243,243
2.6000000000000014,WEST BENGAL_KATWA,4,239,243
2.7000000000000015,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),0,243,243
2.7000000000000015,WEST BENGAL_DURGAPUR,0,243,243
2.7000000000000015,WEST BENGAL_KATWA,4,239,243
2.75,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),0,243,243
2.75,WEST BENGAL_DURGAPUR,0,243,243
2.75,WEST BENGAL_KATWA,4,239,243
2.8000000000000016,WEST BENGAL_KATWA,4,239,243
2.8000000000000016,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),0,243,243
2.8000000000000016,WEST BENGAL_DURGAPUR,0,243,243
2.9000000000000017,WEST BENGAL_KATWA,1,242,243
2.9000000000000017,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),0,243,243
2.9000000000000017,WEST BENGAL_DURGAPUR,0,243,243
3.0,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),0,243,243
3.0,WEST BENGAL_DURGAPUR,0,243,243
3.0,WEST BENGAL_KATWA,1,242,243
3.0000000000000018,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),0,243,243
3.0000000000000018,WEST BENGAL_DURGAPUR,0,243,243
3.0000000000000018,WEST BENGAL_KATWA,1,242,243
3.100000000000002,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),0,243,243
3.100000000000002,WEST BENGAL_DURGAPUR,0,243,243
3.100000000000002,WEST BENGAL_KATWA,1,242,243
3.200000000000002,WEST BENGAL_KATWA,0,243,243
3.200000000000002,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),0,243,243
3.200000000000002,WEST BENGAL_DURGAPUR,0,243,243
3.25,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),0,243,243
3.25,WEST BENGAL_DURGAPUR,0,243,243
3.25,WEST BENGAL_KATWA,0,243,243
3.300000000000002,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),0,243,243
3.300000000000002,WEST BENGAL_DURGAPUR,0,243,243
3.300000000000002,WEST BENGAL_KATWA,0,243,243
3.400000000000002,WEST BENGAL_DURGAPUR,0,243,243
3.400000000000002,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),0,243,243
3.400000000000002,WEST BENGAL_KATWA,0,243,243
3.5,WEST BENGAL_DURGAPUR,0,243,243
3.5,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),0,243,243
3.5,WEST BENGAL_KATWA,0,243,243
3.500000000000002,WEST BENGAL_DURGAPUR,0,243,243
3.500000000000002,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),0,243,243
3.500000000000002,WEST BENGAL_KATWA,0,243,243
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
