<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:3734879cd8c91b9009466f294fb67c16a2efb81c278d55509c373edc693fe5d9
size 5096
=======
K,MANDI,ANOMALY,NORMAL,TOTAL
1.0,KARNATAKA_MULABAGILU,142,101,243
1.0,KARNATAKA_SRINIVASAPUR,156,87,243
1.0,UTTAR PRADESH_FAIZABAD,64,179,243
1.1,KARNATAKA_MULABAGILU,130,113,243
1.1,KARNATAKA_SRINIVASAPUR,143,100,243
1.1,UTTAR PRADESH_FAIZABAD,55,188,243
1.2000000000000002,KARNATAKA_MULABAGILU,118,125,243
1.2000000000000002,KARNATAKA_SRINIVASAPUR,124,119,243
1.2000000000000002,UTTAR PRADESH_FAIZABAD,46,197,243
1.25,KARNATAKA_MULABAGILU,112,131,243
1.25,KARNATAKA_SRINIVASAPUR,118,125,243
1.25,UTTAR PRADESH_FAIZABAD,44,199,243
1.3000000000000003,UTTAR PRADESH_FAIZABAD,41,202,243
1.3000000000000003,KARNATAKA_MULABAGILU,105,138,243
1.3000000000000003,KARNATAKA_SRINIVASAPUR,115,128,243
1.4000000000000004,KARNATAKA_MULABAGILU,95,148,243
1.4000000000000004,KARNATAKA_SRINIVASAPUR,101,142,243
1.4000000000000004,UTTAR PRADESH_FAIZABAD,33,210,243
1.5,KARNATAKA_MULABAGILU,73,170,243
1.5,KARNATAKA_SRINIVASAPUR,86,157,243
1.5,UTTAR PRADESH_FAIZABAD,27,216,243
1.5000000000000004,UTTAR PRADESH_FAIZABAD,27,216,243
1.5000000000000004,KARNATAKA_MULABAGILU,73,170,243
1.5000000000000004,KARNATAKA_SRINIVASAPUR,86,157,243
1.6000000000000005,UTTAR PRADESH_FAIZABAD,23,220,243
1.6000000000000005,KARNATAKA_SRINIVASAPUR,68,175,243
1.6000000000000005,KARNATAKA_MULABAGILU,64,179,243
1.7000000000000006,KARNATAKA_MULABAGILU,52,191,243
1.7000000000000006,KARNATAKA_SRINIVASAPUR,57,186,243
1.7000000000000006,UTTAR PRADESH_FAIZABAD,21,222,243
1.75,KARNATAKA_MULABAGILU,50,193,243
1.75,KARNATAKA_SRINIVASAPUR,56,187,243
1.75,UTTAR PRADESH_FAIZABAD,21,222,243
1.8000000000000007,KARNATAKA_MULABAGILU,47,196,243
1.8000000000000007,KARNATAKA_SRINIVASAPUR,47,196,243
1.8000000000000007,UTTAR PRADESH_FAIZABAD,21,222,243
1.9000000000000008,KARNATAKA_SRINIVASAPUR,41,202,243
1.9000000000000008,UTTAR PRADESH_FAIZABAD,19,224,243
1.9000000000000008,KARNATAKA_MULABAGILU,40,203,243
2.0,KARNATAKA_MULABAGILU,27,216,243
