<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:321c13dcf340be0ae61619ef02b06cb9d6921751abeb41ed9b9b750d2769df3b
size 5196
=======
K,MANDI,ANOMALY,NORMAL,TOTAL
1.0,ANDHRA PRADESH_HYDERABAD,113,129,242
1.0,ANDHRA PRADESH_VIJAYWADA,77,165,242
1.0,ODISHA_BHUBANESHWAR,114,128,242
1.1,ANDHRA PRADESH_HYDERABAD,109,133,242
1.1,ANDHRA PRADESH_VIJAYWADA,74,168,242
1.1,ODISHA_BHUBANESHWAR,100,142,242
1.2000000000000002,ANDHRA PRADESH_HYDERABAD,101,141,242
1.2000000000000002,ANDHRA PRADESH_VIJAYWADA,72,170,242
1.2000000000000002,ODISHA_BHUBANESHWAR,84,158,242
1.25,ANDHRA PRADESH_HYDERABAD,99,143,242
1.25,ANDHRA PRADESH_VIJAYWADA,70,172,242
1.25,ODISHA_BHUBANESHWAR,79,163,242
1.3000000000000003,ODISHA_BHUBANESHWAR,75,167,242
1.3000000000000003,ANDHRA PRADESH_HYDERABAD,97,145,242
1.3000000000000003,ANDHRA PRADESH_VIJAYWADA,65,177,242
1.4000000000000004,ANDHRA PRADESH_HYDERABAD,89,153,242
1.4000000000000004,ANDHRA PRADESH_VIJAYWADA,59,183,242
1.4000000000000004,ODISHA_BHUBANESHWAR,63,179,242
1.5,ANDHRA PRADESH_HYDERABAD,87,155,242
1.5,ANDHRA PRADESH_VIJAYWADA,47,195,242
1.5,ODISHA_BHUBANESHWAR,50,192,242
1.5000000000000004,ODISHA_BHUBANESHWAR,50,192,242
1.5000000000000004,ANDHRA PRADESH_HYDERABAD,87,155,242
1.5000000000000004,ANDHRA PRADESH_VIJAYWADA,47,195,242
1.6000000000000005,ODISHA_BHUBANESHWAR,32,210,242
1.6000000000000005,ANDHRA PRADESH_VIJAYWADA,42,200,242
1.6000000000000005,ANDHRA PRADESH_HYDERABAD,79,163,242
1.7000000000000006,ANDHRA PRADESH_HYDERABAD,61,181,242
1.7000000000000006,ANDHRA PRADESH_VIJAYWADA,39,203,242
1.7000000000000006,ODISHA_BHUBANESHWAR,27,215,242
1.75,ANDHRA PRADESH_HYDERABAD,58,184,242
1.75,ANDHRA PRADESH_VIJAYWADA,37,205,242
1.75,ODISHA_BHUBANESHWAR,25,217,242
1.8000000000000007,ANDHRA PRADESH_HYDERABAD,51,191,242
1.8000000000000007,ANDHRA PRADESH_VIJAYWADA,36,206,242
1.8000000000000007,ODISHA_BHUBANESHWAR,24,218,242
1.9000000000000008,ANDHRA PRADESH_VIJAYWADA,33,209,242
1.9000000000000008,ODISHA_BHUBANESHWAR,22,220,242
1.9000000000000008,ANDHRA PRADESH_HYDERABAD,42,200,242
2.0,ANDHRA PRADESH_HYDERABAD,32,210,242
2.0,ANDHRA PRADESH_VIJAYWADA,32,210,242
2.0,ODISHA_BHUBANESHWAR,18,224,242
2.000000000000001,ANDHRA PRADESH_HYDERABAD,32,210,242
2.000000000000001,ANDHRA PRADESH_VIJAYWADA,32,210,242
2.000000000000001,ODISHA_BHUBANESHWAR,18,224,242
2.100000000000001,ANDHRA PRADESH_HYDERABAD,20,222,242
2.100000000000001,ANDHRA PRADESH_VIJAYWADA,27,215,242
2.100000000000001,ODISHA_BHUBANESHWAR,12,230,242
2.200000000000001,ODISHA_BHUBANESHWAR,11,231,242
2.200000000000001,ANDHRA PRADESH_HYDERABAD,14,228,242
2.200000000000001,ANDHRA PRADESH_VIJAYWADA,21,221,242
2.25,ANDHRA PRADESH_VIJAYWADA,19,223,242
2.25,ODISHA_BHUBANESHWAR,10,232,242
2.25,ANDHRA PRADESH_HYDERABAD,10,232,242
2.300000000000001,ANDHRA PRADESH_HYDERABAD,8,234,242
2.300000000000001,ANDHRA PRADESH_VIJAYWADA,19,223,242
2.300000000000001,ODISHA_BHUBANESHWAR,10,232,242
2.4000000000000012,ANDHRA PRADESH_HYDERABAD,5,237,242
2.4000000000000012,ANDHRA PRADESH_VIJAYWADA,18,224,242
2.4000000000000012,ODISHA_BHUBANESHWAR,10,232,242
2.5,ANDHRA PRADESH_HYDERABAD,5,237,242
2.5,ANDHRA PRADESH_VIJAYWADA,16,226,242
2.5,ODISHA_BHUBANESHWAR,9,233,242
2.5000000000000013,ANDHRA PRADESH_VIJAYWADA,16,226,242
2.5000000000000013,ODISHA_BHUBANESHWAR,9,233,242
2.5000000000000013,ANDHRA PRADESH_HYDERABAD,5,237,242
2.6000000000000014,ANDHRA PRADESH_HYDERABAD,0,242,242
2.6000000000000014,ANDHRA PRADESH_VIJAYWADA,13,229,242
2.6000000000000014,ODISHA_BHUBANESHWAR,7,235,242
2.7000000000000015,ANDHRA PRADESH_HYDERABAD,0,242,242
2.7000000000000015,ANDHRA PRADESH_VIJAYWADA,10,232,242
2.7000000000000015,ODISHA_BHUBANESHWAR,4,238,242
2.75,ANDHRA PRADESH_HYDERABAD,0,242,242
2.75,ANDHRA PRADESH_VIJAYWADA,9,233,242
2.75,ODISHA_BHUBANESHWAR,4,238,242
2.8000000000000016,ODISHA_BHUBANESHWAR,4,238,242
2.8000000000000016,ANDHRA PRADESH_HYDERABAD,0,242,242
2.8000000000000016,ANDHRA PRADESH_VIJAYWADA,9,233,242
2.9000000000000017,ODISHA_BHUBANESHWAR,4,238,242
2.9000000000000017,ANDHRA PRADESH_HYDERABAD,0,242,242
2.9000000000000017,ANDHRA PRADESH_VIJAYWADA,7,235,242
3.0,ANDHRA PRADESH_HYDERABAD,0,242,242
3.0,ANDHRA PRADESH_VIJAYWADA,5,237,242
3.0,ODISHA_BHUBANESHWAR,4,238,242
3.0000000000000018,ANDHRA PRADESH_HYDERABAD,0,242,242
3.0000000000000018,ANDHRA PRADESH_VIJAYWADA,5,237,242
3.0000000000000018,ODISHA_BHUBANESHWAR,4,238,242
3.100000000000002,ANDHRA PRADESH_HYDERABAD,0,242,242
3.100000000000002,ANDHRA PRADESH_VIJAYWADA,5,237,242
3.100000000000002,ODISHA_BHUBANESHWAR,3,239,242
3.200000000000002,ODISHA_BHUBANESHWAR,3,239,242
3.200000000000002,ANDHRA PRADESH_HYDERABAD,0,242,242
3.200000000000002,ANDHRA PRADESH_VIJAYWADA,5,237,242
3.25,ANDHRA PRADESH_HYDERABAD,0,242,242
3.25,ANDHRA PRADESH_VIJAYWADA,5,237,242
3.25,ODISHA_BHUBANESHWAR,2,240,242
3.300000000000002,ANDHRA PRADESH_HYDERABAD,0,242,242
3.300000000000002,ANDHRA PRADESH_VIJAYWADA,5,237,242
3.300000000000002,ODISHA_BHUBANESHWAR,0,242,242
3.400000000000002,ANDHRA PRADESH_VIJAYWADA,4,238,242
3.400000000000002,ANDHRA PRADESH_HYDERABAD,0,242,242
3.400000000000002,ODISHA_BHUBANESHWAR,0,242,242
3.5,ANDHRA PRADESH_VIJAYWADA,4,238,242
3.5,ANDHRA PRADESH_HYDERABAD,0,242,242
3.5,ODISHA_BHUBANESHWAR,0,242,242
3.500000000000002,ANDHRA PRADESH_VIJAYWADA,4,238,242
3.500000000000002,ANDHRA PRADESH_HYDERABAD,0,242,242
3.500000000000002,ODISHA_BHUBANESHWAR,0,242,242
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
