<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:06b6be18ebd7cf071871ea17a2ca1ba3199862f69302e4122ce26328a3fff6bf
size 14327
=======
STARTDATE,ENDDATE,MEAN,STD,VALUE,lastYear,STATENAME,MANDINAME
2017-01-01,2017-02-13,94.50073141667347,74.67747829034967,179.6681818181818,Anomaly,UTTAR PRADESH,FAIZABAD
2017-01-22,2017-03-06,108.49499134223868,134.7817846813906,273.4207575450915,Anomaly,UTTAR PRADESH,LAKHIMPUR
2017-02-19,2017-04-03,100.70851571316066,88.94369979838086,218.76189965657056,Anomaly,UTTAR PRADESH,FAIZABAD
2017-03-12,2017-04-24,79.37914143402635,73.29497280741633,185.9807319962165,Anomaly,UTTAR PRADESH,LAKHIMPUR
2017-04-30,2017-06-12,67.95123336507483,74.99882425482639,225.10227272727272,Anomaly,UTTAR PRADESH,LAKHIMPUR
2017-05-07,2017-06-19,1.7380204234054817,1.189252303867246,0.548768119538235,Anomaly,PUNJAB,ZIRA
2017-06-18,2017-07-31,45.30401657048024,42.7381998917294,164.9469696964015,Anomaly,UTTAR PRADESH,LAKHIMPUR
2017-06-25,2017-08-07,63.582989516342494,61.78522825796192,132.31363636363636,Anomaly,UTTAR PRADESH,FAIZABAD
2017-07-02,2017-08-14,40.42804962883018,35.39753865517945,4.488636363636363,Anomaly,WEST BENGAL,BISHNUPUR(BANKURA)
2017-07-16,2017-08-28,22.39557682130128,7.124606552627889,29.520183373929168,Anomaly,PUNJAB,BARNALA
2017-08-06,2017-09-18,44.247518581110405,38.92541674723809,154.92251449879112,Anomaly,UTTAR PRADESH,LAKHIMPUR
2017-08-20,2017-10-02,44.26794265781428,38.511121519296026,4.886363636363637,Anomaly,WEST BENGAL,BISHNUPUR(BANKURA)
2017-09-17,2017-10-30,16.460295259593078,8.514840715070347,24.975135974663427,Anomaly,PUNJAB,MALERKOTLA
2017-09-24,2017-11-06,59.51306750574741,45.06288455404294,161.58905085555136,Anomaly,UTTAR PRADESH,LAKHIMPUR
2017-10-08,2017-11-20,92.4389038678372,87.7061577029963,180.8,Anomaly,UTTAR PRADESH,FAIZABAD
2017-10-08,2017-11-20,44.65348816934743,36.165906971769246,5.255681818181818,Anomaly,WEST BENGAL,BISHNUPUR(BANKURA)
2017-11-26,2018-01-08,50.01462556369052,43.48126636655473,6.380681817613636,Anomaly,WEST BENGAL,BISHNUPUR(BANKURA)
2017-11-26,2018-01-08,121.57980035850514,108.97139549675552,234.79545454545453,Anomaly,UTTAR PRADESH,LAKHIMPUR
2017-12-17,2018-01-29,1.395045750866274,0.2938581243411453,1.7132938198178869,Anomaly,PUNJAB,ZIRA
2018-01-14,2018-02-26,37.54390164936269,18.633769432136503,6.159090909090909,Anomaly,WEST BENGAL,BISHNUPUR(BANKURA)
2018-01-14,2018-02-26,139.87918260770937,167.45192757286617,492.95454545454544,Anomaly,UTTAR PRADESH,LAKHIMPUR
2018-02-04,2018-03-19,1.6246675275358553,0.7157423046464833,2.6233397040682656,Anomaly,PUNJAB,ZIRA
2018-02-25,2018-04-09,59.96945919066431,45.36519194484844,110.47197680804024,Anomaly,WEST BENGAL,DURGAPUR
2018-02-25,2018-04-09,25.08014068274585,8.970963141079132,15.697240230055725,Anomaly,PUNJAB,MALERKOTLA
2018-03-04,2018-04-16,102.44470324072516,105.70437071939617,369.9090909090909,Anomaly,UTTAR PRADESH,LAKHIMPUR
2018-03-18,2018-04-30,28.52221364679343,21.449680440878613,51.01750006171955,Anomaly,PUNJAB,BARNALA
2018-03-25,2018-05-07,1.7789045526951086,0.7262107006302058,2.7376522906394736,Anomaly,PUNJAB,ZIRA
2018-04-08,2018-05-21,84.24748094534294,128.4370429355367,281.3789507979661,Anomaly,UTTAR PRADESH,FAIZABAD
2018-04-15,2018-05-28,74.66952133384028,100.99672349978496,366.8638439150234,Anomaly,WEST BENGAL,DURGAPUR
2018-04-22,2018-06-04,81.97360113655054,84.70877344610103,223.1818181818182,Anomaly,UTTAR PRADESH,LAKHIMPUR
2018-06-10,2018-07-23,53.22963065949918,49.37072619684314,121.87895256912162,Anomaly,UTTAR PRADESH,LAKHIMPUR
2018-06-17,2018-07-30,1.0715359538259197,0.3790742970501679,1.5689754683815196,Anomaly,PUNJAB,ZIRA
2018-07-08,2018-08-20,35.0252510039661,27.79442296951181,6.107954545454546,Anomaly,WEST BENGAL,BISHNUPUR(BANKURA)
2018-07-29,2018-09-10,51.72242306003639,48.0533097873161,154.75081064180142,Anomaly,UTTAR PRADESH,LAKHIMPUR
2018-08-05,2018-09-17,1.3314724789013104,0.5633299642422505,2.090866250833128,Anomaly,PUNJAB,ZIRA
2018-08-26,2018-10-08,108.58006561282944,186.98802734706575,310.28358663970664,Anomaly,WEST BENGAL,KATWA
2018-09-16,2018-10-29,63.44926787319951,48.22519192248714,141.15340909048294,Anomaly,UTTAR PRADESH,LAKHIMPUR
2018-10-14,2018-11-26,41.35450675748991,35.71296337171451,5.5852272727272725,Anomaly,WEST BENGAL,BISHNUPUR(BANKURA)
2018-10-21,2018-12-03,89.40121131732968,160.1782897755986,278.0053344085563,Anomaly,WEST BENGAL,KATWA
2018-10-21,2018-12-03,95.78011920243998,81.35915012227117,188.225,Anomaly,UTTAR PRADESH,FAIZABAD
2018-10-28,2018-12-10,52.640949993014125,33.95938658333882,89.7840909090909,Anomaly,WEST BENGAL,DURGAPUR
2018-11-04,2018-12-17,104.62275197534122,99.83912169599068,355.13195521341225,Anomaly,UTTAR PRADESH,LAKHIMPUR
2018-11-11,2018-12-24,1.6832977744145978,0.5983556301838812,2.3079545454545456,Anomaly,PUNJAB,ZIRA
2018-11-11,2018-12-24,69.41383572205815,110.7740715345571,259.0637076146543,Anomaly,WEST BENGAL,KATWA
2018-11-18,2018-12-31,7.840272993985584,7.921239417198735,-0.2961047433992382,Anomaly,PUNJAB,SANGRUR
2018-11-18,2018-12-31,74.82468524722363,111.88169196534436,233.7309514823133,Anomaly,WEST BENGAL,KATWA
2018-11-25,2019-01-07,78.78761791466981,112.85072978296968,211.3399087019361,Anomaly,WEST BENGAL,KATWA
2018-12-09,2019-01-21,42.93140909164949,35.163965111913065,5.681818181818182,Anomaly,WEST BENGAL,BISHNUPUR(BANKURA)
2018-12-16,2019-01-28,62.57035382685629,50.22815265147578,189.43013946203544,Anomaly,WEST BENGAL,DURGAPUR
2018-12-23,2019-02-04,228.437225977568,331.48440340750574,1242.3863636363635,Anomaly,UTTAR PRADESH,LAKHIMPUR
2018-12-30,2019-02-11,1.7537930993768065,0.5450985763153278,2.438273780763046,Anomaly,PUNJAB,ZIRA
