<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:fcd644d8b6046190152915c74979469eed9f7c2f49eea4559a4996821b8ad5c9
size 94013
=======
DATE,VOLATILITY,VOLATILITY_SAMEMONTH,VOLATILITY_LASTMONTH,VOLATILITY_LASTYEAR,VOLATILITY_SUM,PRICE_SAMEMONTH,PRICE_LASTMONTH,PRICE_LASTYEAR,PRICE_SUM,SUM,STATENAME,MANDINAME
2016-01-01,0.0995961004569643,1.0,0.0,0.0,1.0,0,0,0,0,1.0,UTTAR PRADESH,BAHRAICH
2016-01-01,0.109620075621876,1.0,0.0,0.0,1.0,0,0,0,0,1.0,UTTAR PRADESH,GAZIPUR
2016-01-01,0.0995961004569643,1.0,0.0,0.0,1.0,0,0,0,0,1.0,UTTAR PRADESH,LAKHIMPUR
2016-01-01,0.0995961004569643,1.0,0.0,0.0,1.0,0,0,0,0,1.0,UTTAR PRADESH,GONDA
2016-01-01,0.0995961004569643,1.0,0.0,0.0,1.0,0,0,0,0,1.0,UTTAR PRADESH,LUCKNOW
2016-01-01,0.0995961004569643,1.0,0.0,0.0,1.0,0,0,0,0,1.0,UTTAR PRADESH,BARABANKI
2016-01-01,0.1004968954813583,1.0,0.0,0.0,1.0,0,0,0,0,1.0,MAHARASHTRA,LASALGAON
2016-01-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,KARNATAKA,DAVANGERE
2016-01-01,0.0428232232739093,0.0,0.0,0.0,0.0,0,0,0,0,0.0,UTTAR PRADESH,MIRZAPUR
2016-01-01,0.0428232232739093,0.0,0.0,0.0,0.0,0,0,0,0,0.0,UTTAR PRADESH,AZAMGARH
2016-01-01,0.026082026547865,0.0,0.0,0.0,0.0,0,0,0,0,0.0,NCT OF DELHI,AZADPUR
2016-01-01,0.056413599652464,0.0,0.0,0.0,0.0,0,0,0,0,0.0,KARNATAKA,HUBLI (AMARAGOL)
2016-01-01,0.056413599652464,0.0,0.0,0.0,0.0,0,0,0,0,0.0,KARNATAKA,BANGALORE
