<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:beff089bb27265b03c94bfa0670bdae60a60690e6a66206ce05dd72153acad48
size 95920
=======
DATE,VOLATILITY,VOLATILITY_SAMEMONTH,VOLATILITY_LASTMONTH,VOLATILITY_LASTYEAR,VOLATILITY_SUM,PRICE_SAMEMONTH,PRICE_LASTMONTH,PRICE_LASTYEAR,PRICE_SUM,SUM,STATENAME,MANDINAME
2016-01-01,0.1468659345500646,1.0,0.0,0.0,1.0,0,0,0,0,1.0,KARNATAKA,HUBLI (AMARAGOL)
2016-01-01,0.1693056132482622,1.0,0.0,0.0,1.0,0,0,0,0,1.0,KARNATAKA,DAVANGERE
2016-01-01,0.1944827268366909,1.0,0.0,0.0,1.0,0,0,0,0,1.0,KARNATAKA,BANGALORE
2016-01-01,0.0079758213369478,0.0,0.0,0.0,0.0,0,0,0,0,0.0,UTTAR PRADESH,BAHRAICH
2016-01-01,0.0059869390819318,0.0,0.0,0.0,0.0,0,0,0,0,0.0,UTTAR PRADESH,BARABANKI
2016-01-01,0.0695949258786915,0.0,0.0,0.0,0.0,0,0,0,0,0.0,NCT OF DELHI,AZADPUR
2016-01-01,0.0246886378313175,0.0,0.0,0.0,0.0,0,0,0,0,0.0,UTTAR PRADESH,AURAIYA
2016-01-01,0.0750219260309788,0.0,0.0,0.0,0.0,0,0,0,0,0.0,MAHARASHTRA,LASALGAON
2016-01-01,0.0352625203759904,0.0,0.0,0.0,0.0,0,0,0,0,0.0,UTTAR PRADESH,AZAMGARH
2016-01-01,0.026095548687702,0.0,0.0,0.0,0.0,0,0,0,0,0.0,UTTAR PRADESH,GAZIPUR
2016-01-01,0.1003436491076761,0.0,0.0,0.0,0.0,0,0,0,0,0.0,KARNATAKA,BELGAUM
2016-01-01,0.0330690397980696,0.0,0.0,0.0,0.0,0,0,0,0,0.0,UTTAR PRADESH,KANPUR(GRAIN)
2016-01-01,0.0315125964050753,0.0,0.0,0.0,0.0,0,0,0,0,0.0,UTTAR PRADESH,GONDA
2016-01-01,0.0686189593798628,0.0,0.0,0.0,0.0,0,0,0,0,0.0,UTTAR PRADESH,MIRZAPUR
2016-01-01,0.0495627530602336,0.0,0.0,0.0,0.0,0,0,0,0,0.0,UTTAR PRADESH,LUCKNOW
2016-01-01,0.0256284806251775,0.0,0.0,0.0,0.0,0,0,0,0,0.0,UTTAR PRADESH,LAKHIMPUR
2016-01-01,0.0127332435801313,0.0,0.0,0.0,0.0,0,0,0,0,0.0,UTTAR PRADESH,BASTI
2016-01-01,0.0358294066109911,0.0,0.0,0.0,0.0,0,0,0,0,0.0,UTTAR PRADESH,JALAUN
2016-02-01,0.3357041701929585,2.0,1.0,0.0,3.0,0,0,0,0,3.0,KARNATAKA,DAVANGERE
2016-02-01,0.128576472197694,1.0,1.0,0.0,2.0,0,0,0,0,2.0,KARNATAKA,HUBLI (AMARAGOL)
2016-02-01,0.2036445974687267,1.0,1.0,0.0,2.0,0,0,0,0,2.0,UTTAR PRADESH,AZAMGARH
