<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:559e3b9130cb6f78a45939c7c0fff35d11a3b3508a82156f185c140fa16b1575
size 310908
=======
STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2020-12-13,2021-01-25,Anomaly,Anomaly,Anomaly,1.5144831642405532,WEST BENGAL,SILIGURI
2020-12-06,2021-01-18,Anomaly,Anomaly,Anomaly,1.4714328610576481,WEST BENGAL,SILIGURI
2020-12-20,2021-02-01,Anomaly,Anomaly,Anomaly,1.4664711371817092,WEST BENGAL,MALDA
2020-12-27,2021-02-08,Anomaly,Anomaly,Anomaly,1.4664711371817092,WEST BENGAL,MALDA
2017-09-03,2017-10-16,Anomaly,Anomaly,Anomaly,1.4381591562799616,WEST BENGAL,MALDA
2017-09-10,2017-10-23,Anomaly,Anomaly,Anomaly,1.4381591562799616,WEST BENGAL,MALDA
2017-09-17,2017-10-30,Anomaly,Anomaly,Anomaly,1.4381591562799616,WEST BENGAL,MALDA
2020-11-01,2020-12-14,Anomaly,Anomaly,Anomaly,1.4283673760891302,WEST BENGAL,RAIGANJ
2020-11-08,2020-12-21,Anomaly,Anomaly,Anomaly,1.4283673760891302,WEST BENGAL,RAIGANJ
2020-11-15,2020-12-28,Anomaly,Anomaly,Anomaly,1.4283673760891302,WEST BENGAL,RAIGANJ
2020-11-22,2021-01-04,Anomaly,Anomaly,Anomaly,1.4283673760891302,WEST BENGAL,RAIGANJ
2021-01-03,2021-02-15,Anomaly,Anomaly,Anomaly,1.3753367134785952,WEST BENGAL,MALDA
2020-02-09,2020-03-23,Anomaly,Anomaly,Anomaly,1.3331624150749903,WEST BENGAL,KHARAGPUR
2020-02-16,2020-03-30,Anomaly,Anomaly,Anomaly,1.3331624150749903,WEST BENGAL,KHARAGPUR
2020-02-23,2020-04-06,Anomaly,Anomaly,Anomaly,1.3331624150749903,WEST BENGAL,KHARAGPUR
2019-09-08,2019-10-21,Anomaly,Anomaly,Anomaly,1.3285851253252978,WEST BENGAL,KHARAGPUR
2019-09-15,2019-10-28,Anomaly,Anomaly,Anomaly,1.3285851253252978,WEST BENGAL,KHARAGPUR
2019-09-22,2019-11-04,Anomaly,Anomaly,Anomaly,1.3285851253252978,WEST BENGAL,KHARAGPUR
2019-09-29,2019-11-11,Anomaly,Anomaly,Anomaly,1.3285851253252978,WEST BENGAL,KHARAGPUR
2019-10-06,2019-11-18,Anomaly,Anomaly,Anomaly,1.3285851253252978,WEST BENGAL,KHARAGPUR
2019-10-13,2019-11-25,Anomaly,Anomaly,Anomaly,1.3285851253252978,WEST BENGAL,KHARAGPUR
2019-01-27,2019-03-11,Anomaly,Anomaly,Anomaly,1.3282196416530576,WEST BENGAL,SILIGURI
2019-11-10,2019-12-23,Anomaly,Anomaly,Anomaly,1.3074911552068913,WEST BENGAL,RAIGANJ
2019-11-17,2019-12-30,Anomaly,Anomaly,Anomaly,1.3074911552068913,WEST BENGAL,RAIGANJ
2019-11-24,2020-01-06,Anomaly,Anomaly,Anomaly,1.3074911552068913,WEST BENGAL,RAIGANJ
2019-12-01,2020-01-13,Anomaly,Anomaly,Anomaly,1.3074911552068913,WEST BENGAL,RAIGANJ
2019-12-08,2020-01-20,Anomaly,Anomaly,Anomaly,1.3074911552068913,WEST BENGAL,RAIGANJ
2020-03-15,2020-04-27,Anomaly,Anomaly,Anomaly,1.3074911552068913,WEST BENGAL,RAIGANJ
2020-03-22,2020-05-04,Anomaly,Anomaly,Anomaly,1.3074911552068913,WEST BENGAL,RAIGANJ
2020-03-29,2020-05-11,Anomaly,Anomaly,Anomaly,1.3074911552068913,WEST BENGAL,RAIGANJ
2020-04-19,2020-06-01,Anomaly,Anomaly,Anomaly,1.3074911552068913,WEST BENGAL,RAIGANJ
2020-04-26,2020-06-08,Anomaly,Anomaly,Anomaly,1.3074911552068913,WEST BENGAL,RAIGANJ
2020-05-03,2020-06-15,Anomaly,Anomaly,Anomaly,1.3074911552068913,WEST BENGAL,RAIGANJ
2020-07-12,2020-08-24,Anomaly,Anomaly,Anomaly,1.2776358182424177,WEST BENGAL,SILIGURI
2020-07-19,2020-08-31,Anomaly,Anomaly,Anomaly,1.2776358182424177,WEST BENGAL,SILIGURI
2020-07-26,2020-09-07,Anomaly,Anomaly,Anomaly,1.2776358182424177,WEST BENGAL,SILIGURI
2020-08-02,2020-09-14,Anomaly,Anomaly,Anomaly,1.2776358182424177,WEST BENGAL,SILIGURI
2020-08-09,2020-09-21,Anomaly,Anomaly,Anomaly,1.2776358182424177,WEST BENGAL,SILIGURI
2020-08-16,2020-09-28,Anomaly,Anomaly,Anomaly,1.2569632909584345,WEST BENGAL,PURULIA
2021-08-08,2021-09-20,Anomaly,Anomaly,Anomaly,1.2556679455877224,WEST BENGAL,KHARAGPUR
2021-08-15,2021-09-27,Anomaly,Anomaly,Anomaly,1.2556679455877224,WEST BENGAL,KHARAGPUR
2021-08-22,2021-10-04,Anomaly,Anomaly,Anomaly,1.2556679455877224,WEST BENGAL,KHARAGPUR
2021-08-29,2021-10-11,Anomaly,Anomaly,Anomaly,1.2556679455877224,WEST BENGAL,KHARAGPUR
2021-09-05,2021-10-18,Anomaly,Anomaly,Anomaly,1.2556679455877224,WEST BENGAL,KHARAGPUR
2020-03-01,2020-04-13,Anomaly,Anomaly,Anomaly,1.2528611010721598,WEST BENGAL,KHARAGPUR
