<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:b8559d8b667eaf5de8cb3aa45a34ead966306a12c35cc72b961f5198238e9f3c
size 2180
=======
DATE,DISPERSION
2016-01-01,1.2683757461179743
2016-02-01,1.256768636309695
2016-03-01,1.1915819295403411
2016-04-01,1.0844468331810042
2016-05-01,1.1391128037445757
2016-06-01,1.119513514292873
2016-07-01,1.1851612667112834
2016-08-01,1.3559156483146213
2016-09-01,1.2835595536957025
2016-10-01,1.3515614900925677
2016-11-01,1.4262053742562482
2016-12-01,1.5053376896243464
2017-01-01,1.4380051616009797
2017-02-01,1.3268407700838
2017-03-01,1.1959993729139797
2017-04-01,1.225586810274909
2017-05-01,1.254786789062624
2017-06-01,1.4303070745880804
2017-07-01,1.2930577280215523
2017-08-01,1.2983886582908803
2017-09-01,1.3488731361730861
2017-10-01,1.4241611871127955
2017-11-01,1.5544648067234497
2017-12-01,1.7199749315709643
2018-01-01,1.6733178897048404
2018-02-01,1.2416850691874322
2018-03-01,1.3237486323364869
2018-04-01,1.7185976520384916
2018-05-01,1.8267216370184893
2018-06-01,1.923135561209795
2018-07-01,2.0786531550961582
2018-08-01,1.974827490470925
2018-09-01,1.3313039377252112
2018-10-01,1.9143259987024084
2018-11-01,1.9799817093884542
2018-12-01,2.113836591704487
2019-01-01,2.2101897298160886
2019-02-01,2.232267257845432
2019-03-01,1.9718677982403785
2019-04-01,1.7622550997079074
2019-05-01,2.0158527738977474
2019-06-01,2.031030453149996
2019-07-01,2.378708256012175
2019-08-01,2.252395033348666
2019-09-01,2.212057409154349
2019-10-01,2.335545048178318
2019-11-01,2.7188725039747004
2019-12-01,3.0736618525902095
2020-01-01,2.6456361704574483
2020-02-01,3.4144748419486057
2020-03-01,3.2499939798329827
2020-04-01,6.669864107724007
2020-05-01,4.762506901525893
2020-06-01,1.8078669539599985
2020-07-01,1.9009123460031492
2020-08-01,2.8826752595918643
2020-09-01,4.432168016110706
2020-10-01,5.019201649478022
2020-11-01,3.7637625165717465
2020-12-01,3.8896558491055533
2021-01-01,3.198289847633938
2021-02-01,3.3824235027582974
2021-03-01,2.8293208011779174
2021-04-01,2.685572742141078
2021-05-01,3.1990723701747323
2021-06-01,2.737983522654464
2021-07-01,2.5031595579866006
2021-08-01,2.628373455271262
2021-09-01,2.6974777614851484
2021-10-01,2.663684861152806
2021-11-01,3.7952628086365685
2021-12-01,5.004688313969365
2022-01-01,11.157968063642553
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
