<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:814fba04885f31516d755725c34e20357cf1b91e26ca6acf17e94cf8fe5ee40d
size 38349
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Ahmednagar,02/12/2019,18,Other,2000,10000,8000
,,,Red,1000,10000,6000
,05/12/2019,8,Other,1000,15000,10000
,,,Red,2000,13500,8000
,07/12/2019,13,Other,1000,14000,10000
,,,Red,1000,15000,8500
,09/12/2019,19,Other,4000,10000,8000
,,,Red,500,10000,6500
,12/12/2019,2460,Red,500,10000,5500
,14/12/2019,2136,Red,3000,12500,9500
,16/12/2019,2575,Red,500,14000,7500
,23/12/2019,4311,Red,500,12000,6500
,26/12/2019,6344,Red,1000,10000,6000
,30/12/2019,4515,Red,500,7000,4600
Akluj,05/12/2019,24,Red,2000,9600,5500
,12/12/2019,30,Red,2200,9300,6500
,22/12/2019,27,Red,2000,14000,6500
,30/12/2019,30,Red,2500,14500,6500
Akole,19/12/2019,2,Other,1351,7777,3667
Amrawati(Frui & Veg. Market),01/12/2019,40,Local,1000,5500,3250
,02/12/2019,26,,NR,NR,NR
,03/12/2019,12,Local,3500,6500,5000
,04/12/2019,13,Local,3500,6500,5000
,06/12/2019,16,Local,6000,8000,7000
,07/12/2019,32,Local,5000,8000,6500
,08/12/2019,29,Local,5000,8000,6500
,09/12/2019,53,Local,5000,8000,6500
,10/12/2019,45,Local,6000,9000,7500
,11/12/2019,40,Local,1000,6000,3500
,13/12/2019,42,Local,1000,6000,3500
,14/12/2019,53,Local,1000,5500,3250
,15/12/2019,42,Local,1000,7500,4250
,16/12/2019,60,Local,4500,6500,5500
,18/12/2019,62,Local,3000,6500,4750
,20/12/2019,39,Local,4000,7000,5500
,21/12/2019,58,Local,1500,5000,3250
,22/12/2019,61,Local,4000,5500,4750
,23/12/2019,63,Local,4000,5500,4750
,24/12/2019,31,Local,1000,6500,3750
,25/12/2019,32,Local,1000,6500,3750
,27/12/2019,41,Local,4000,7000,5500
,28/12/2019,53,Local,3500,6500,5000
,29/12/2019,26,Local,3500,7000,5250
,30/12/2019,28,Local,4000,7000,5500
,31/12/2019,41,Local,5000,6000,5500
Aurangabad,01/12/2019,168,Other,700,6500,3600
,02/12/2019,71,Other,500,7000,3750
,03/12/2019,74,Other,500,1000,750
,04/12/2019,73,Other,1000,7500,4250
,05/12/2019,74,Other,2000,8500,5250
,07/12/2019,61,Other,1200,9500,5350
,08/12/2019,119,Other,500,7500,4000
,09/12/2019,50,Other,800,5500,3150
,10/12/2019,65,Other,1000,5500,3250
,11/12/2019,59,Other,400,5500,2950
,12/12/2019,92,Other,1000,5700,3350
,14/12/2019,64,Other,1200,8000,4600
,15/12/2019,61,Other,2000,9000,5500
,16/12/2019,47,Other,2200,9000,5600
,17/12/2019,63,Other,1500,8000,4750
,18/12/2019,66,Other,2000,8200,5100
,19/12/2019,83,Other,2000,8000,5000
,21/12/2019,35,Other,2200,7000,4600
,22/12/2019,80,Other,1200,6800,4000
,23/12/2019,57,Other,1000,6500,3750
,24/12/2019,56,Other,1000,6000,3500
,26/12/2019,63,Other,1400,7000,4200
,28/12/2019,79,Other,1300,7000,4150
,29/12/2019,52,Other,2200,6500,4350
,30/12/2019,75,Other,2200,7500,4850
,31/12/2019,52,Other,2300,6200,4250
Barshi,31/12/2019,2,Other,500,4000,2200
Chalisgaon,03/12/2019,19,Red,2000,6000,4800
,04/12/2019,15,Red,1900,6300,5100
