<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:8d61db93ebfdbea03561f2bdc7d5d25d0a29287f53c0b08fd24b8b43e6042b36
size 4076
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Azadpur,01/06/2006,0.7,1st Sort,400,400,400,
,02/06/2006,0.3,1st Sort,350,350,350,
,03/06/2006,1.2,1st Sort,350,350,350,
,05/06/2006,144, ,NR,NR,NR,
,06/06/2006,1321, ,NR,NR,NR,
,07/06/2006,859, ,NR,NR,NR,
,08/06/2006,0.9,1st Sort,400,400,400,
,,,Onion,200,450,413,
,09/06/2006,0.6,1st Sort,400,400,400,
,,,Onion,200,438,350,
,10/06/2006,0.8,1st Sort,400,400,400,
,,,Onion,200,450,313,
,11/06/2006,0.1,1st Sort,400,400,400,
,12/06/2006,0.2,1st Sort,400,400,400,
,,,Onion,200,438,388,
,13/06/2006,0.4,1st Sort,400,400,400,
,,,Onion,200,450,388,
,14/06/2006,1.7,1st Sort,350,350,350,
,,,Onion,200,450,388,
,15/06/2006,0.2,1st Sort,400,400,400,
,,,Onion,200,500,375,
,16/06/2006,0.7,1st Sort,400,400,400,
,,,Onion,200,450,325,
,17/06/2006,1.7,1st Sort,350,350,350,
,,,Onion,200,500,375,
,18/06/2006,0.2,1st Sort,450,450,450,
,19/06/2006,224,Onion,200,500,325,
,20/06/2006,0.9,1st Sort,350,400,375,
,,,Onion,200,500,350,
,21/06/2006,0.2,1st Sort,300,300,300,
,,,Onion,200,500,375,
,22/06/2006,0.9,1st Sort,350,350,350,
,23/06/2006,1.6,1st Sort,350,350,350,
,,,Onion,200,550,375,
,24/06/2006,0.4,1st Sort,350,350,350,
,,,Onion,200,550,375,
,26/06/2006,2.2,1st Sort,350,350,350,
,,,Onion,200,500,400,
,27/06/2006,1.2,1st Sort,350,350,350,
,28/06/2006,1141, ,NR,NR,NR,
,29/06/2006,1.4,1st Sort,350,350,350,
,30/06/2006,1.7,1st Sort,350,350,350,
Keshopur,03/06/2006,24.81,Other,200,350,275,
,04/06/2006,52.4,Other,200,350,275,
,05/06/2006,24.35,Other,250,400,325,
,07/06/2006,66.8,Other,250,400,325,
,08/06/2006,76.7,Other,300,400,350,
,09/06/2006,125.74,Other,250,425,363,
,10/06/2006,78.4,Other,300,450,375,
,11/06/2006,67.53,Other,250,450,350,
,12/06/2006,92.43,Other,250,500,375,
,13/06/2006,102.63,Other,250,500,375,
,14/06/2006,96.38, ,NR,NR,NR,
,15/06/2006,83.93,Other,250,500,375,
,16/06/2006,63.1,Other,450,600,525,
,17/06/2006,98.8,Other,450,600,525,
,18/06/2006,52.75,Other,450,600,525,
,20/06/2006,81.65,Other,450,600,525,
,21/06/2006,56.05,Other,250,450,350,
,22/06/2006,74.61,Other,450,600,525,
,23/06/2006,87.25,Other,450,600,525,
,24/06/2006,92.9,Other,450,600,525,
,25/06/2006,107.05,Other,450,550,500,
,26/06/2006,41.6,Other,450,600,525,
,27/06/2006,54.7,Other,450,600,525,
,28/06/2006,41.9,Other,325,550,438,
,29/06/2006,92.6,Other,425,575,500,
,30/06/2006,74.25,Other,425,550,488,
Narela,01/06/2006,2.85, ,NR,NR,NR,
,02/06/2006,2.5, ,NR,NR,NR,
,05/06/2006,2.85, ,NR,NR,NR,
,06/06/2006,2.45, ,NR,NR,NR,
,07/06/2006,3.2, ,NR,NR,NR,
,08/06/2006,2.85, ,NR,NR,NR,
,09/06/2006,2.22, ,NR,NR,NR,
,12/06/2006,2.5, ,NR,NR,NR,
,13/06/2006,2.85, ,NR,NR,NR,
,14/06/2006,4.05, ,NR,NR,NR,
,15/06/2006,2.18, ,NR,NR,NR,
,19/06/2006,2.5, ,NR,NR,NR,
,20/06/2006,3, ,NR,NR,NR,
,21/06/2006,2.37, ,NR,NR,NR,
,22/06/2006,2.85, ,NR,NR,NR,
,23/06/2006,2.8, ,NR,NR,NR,
,26/06/2006,3.07, ,NR,NR,NR,
,27/06/2006,3.87, ,NR,NR,NR,
,28/06/2006,4.07, ,NR,NR,NR,
,29/06/2006,3.59, ,NR,NR,NR,
Shahdara,01/06/2006,138.6,Onion,200,300,250,
,02/06/2006,54.8,Onion,200,300,250,
,03/06/2006,61.3,Onion,250,350,300,
,04/06/2006,58.1,Onion,250,400,300,
,05/06/2006,64.6,Onion,250,400,350,
,06/06/2006,44.3,Onion,250,400,300,
,07/06/2006,66.8,Onion,240,400,300,
,08/06/2006,60.1,Onion,300,400,350,
,09/06/2006,60.1,Onion,300,400,350,
,10/06/2006,68,Onion,250,380,300,
,11/06/2006,72.6,Onion,250,350,300,
,12/06/2006,72,Onion,250,350,300,
,13/06/2006,78.9,Onion,300,500,400,
,14/06/2006,78.2,Onion,300,500,400,
,15/06/2006,37.5,Onion,350,450,350,
,16/06/2006,60,Onion,300,450,400,
,17/06/2006,101,Onion,350,600,500,
,18/06/2006,57,Onion,350,450,400,
,19/06/2006,54.1,Onion,350,500,400,
,20/06/2006,50.5,Onion,300,500,400,
,21/06/2006,80.6,Onion,200,300,250,
,22/06/2006,74.3,Onion,200,300,250,
,23/06/2006,68.4,Onion,250,400,350,
,24/06/2006,134.5,Onion,300,500,400,
,25/06/2006,47.9,Onion,300,500,400,
,26/06/2006,65.7,Onion,300,500,400,
,27/06/2006,76,Onion,300,400,350,
,28/06/2006,113.2,Onion,300,400,350,
,29/06/2006,129,Onion,300,400,350,
,30/06/2006,51.9,Onion,300,400,350,
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
