<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:072e8b0c821d9901cf38331c7ddba4fa6578cb58c00eb17a20d44dbbe8daaee6
size 19232
=======
STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO
2016-01-01,2016-02-13,,,Normal,1.4553014553014554
2016-01-08,2016-02-20,,,Normal,1.4495798319327733
2016-01-15,2016-02-27,,,Normal,1.407563025210084
2016-01-22,2016-03-05,,,Normal,1.4705882352941178
2016-01-29,2016-03-12,,,Anomaly,1.680672268907563
2016-02-01,2016-03-15,Normal,,Anomaly,1.8382352941176472
2016-02-08,2016-03-22,Normal,,Anomaly,1.8907563025210083
2016-02-15,2016-03-29,Normal,,Normal,1.8907563025210083
2016-02-22,2016-04-05,Normal,,Normal,1.8463073852295409
2016-02-29,2016-04-12,Normal,,Normal,1.7170013810304132
2016-03-07,2016-04-19,Normal,,Normal,1.390870185449358
2016-03-14,2016-04-26,Normal,,Normal,1.2557077625570776
2016-03-21,2016-05-03,Normal,,Normal,1.2541620421753608
2016-03-28,2016-05-10,Normal,,Normal,1.4409203449118009
2016-04-04,2016-05-17,Normal,,Normal,1.4038876889848813
2016-04-11,2016-05-24,Normal,,Normal,1.3669821240799158
2016-04-18,2016-05-31,Normal,,Normal,1.3319672131147542
2016-04-25,2016-06-07,Normal,,Normal,1.1807447774750226
2016-05-02,2016-06-14,Normal,,Normal,1.159678858162355
2016-05-09,2016-06-21,Normal,,Normal,1.0391686650679457
2016-05-16,2016-06-28,Normal,,Normal,1.071143085531575
2016-05-23,2016-07-05,Normal,,Normal,1.078498546547976
2016-05-30,2016-07-12,Normal,,Normal,1.1590727418065547
2016-06-06,2016-07-19,Normal,,Normal,1.1990407673860912
2016-06-13,2016-07-26,Normal,,Normal,1.2390087929656275
2016-06-20,2016-08-02,Normal,,Normal,1.2298232129131437
2016-06-27,2016-08-09,Normal,,Normal,1.193139448173005
2016-07-04,2016-08-16,Normal,,Normal,1.1862464725275572
2016-07-11,2016-08-23,Normal,,Normal,1.142041399000714
2016-07-18,2016-08-30,Normal,,Normal,1.0659560293137909
2016-07-25,2016-09-06,Normal,,Normal,1.0315925209542232
2016-08-01,2016-09-13,Normal,,Normal,1.0315925209542232
2016-08-08,2016-09-20,Normal,,Normal,1.0659560293137909
2016-08-15,2016-09-27,Normal,,Normal,1.0493004663557628
2016-08-22,2016-10-04,Normal,,Normal,1.0854583046175053
2016-08-29,2016-10-11,Normal,,Normal,1.16580310880829
2016-09-05,2016-10-18,Normal,,Normal,1.1621021465581052
2016-09-12,2016-10-25,Normal,,Normal,1.1990776325903152
2016-09-19,2016-11-01,Normal,,Normal,1.1529592621060722
2016-09-26,2016-11-08,Normal,,Normal,1.1529592621060722
2016-10-03,2016-11-15,Normal,,Normal,1.17096018735363
2016-10-10,2016-11-22,Normal,,Normal,1.5696347032361653
2016-10-17,2016-11-29,Normal,,Normal,1.9614835948644795
2016-10-24,2016-12-06,Normal,,Normal,1.9258202567760343
2016-10-31,2016-12-13,Anomaly,,Normal,2.0737327188940093
2016-11-07,2016-12-20,Anomaly,,Normal,2.1509740259740258
2016-11-14,2016-12-27,Anomaly,,Normal,2.0779220779220777
2016-11-21,2017-01-03,Anomaly,,Normal,1.6059027777391968
2016-11-28,2017-01-10,Anomaly,,Normal,1.3972055888223551
2016-12-05,2017-01-17,Anomaly,,Normal,1.3972055888223551
2016-12-12,2017-01-24,Anomaly,,Normal,1.3373253493013972
2016-12-19,2017-01-31,Normal,,Normal,1.282435129740519
2016-12-26,2017-02-07,Normal,,Normal,1.2275449101796407
2017-01-01,2017-02-13,Normal,Normal,Normal,1.1812627291242364
2017-01-08,2017-02-20,Normal,Normal,Normal,1.2860310421286032
2017-01-15,2017-02-27,Normal,Normal,Normal,1.2860310421286032
2017-01-22,2017-03-06,Normal,Normal,Normal,1.2860310421286032
2017-01-29,2017-03-13,Normal,Normal,Normal,1.2195121951219512
2017-02-05,2017-03-20,Normal,Normal,Normal,1.197339246119734
