<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:2fc19f2e286e53b6851b4ff77e98d5bd218782c49be9b4e72e14f799107a9d1c
size 584325
=======
STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2018-11-04,2018-12-17,Anomaly,Anomaly,Anomaly,2.5454545454545454,HIMACHAL PRADESH,KULLU
2018-11-11,2018-12-24,Anomaly,Anomaly,Anomaly,2.5454545454545454,HIMACHAL PRADESH,KULLU
2020-11-15,2020-12-28,Anomaly,Anomaly,Anomaly,2.498750624687656,PUNJAB,BARNALA
2020-11-15,2020-12-28,Anomaly,Anomaly,Anomaly,2.498750624687656,PUNJAB,MALERKOTLA
2020-11-15,2020-12-28,Anomaly,Anomaly,Anomaly,2.498750624687656,PUNJAB,SANGRUR
2020-11-15,2020-12-28,Anomaly,Anomaly,Anomaly,2.2488755622188905,NCT OF DELHI,AZADPUR
2018-11-18,2018-12-31,Anomaly,Anomaly,Anomaly,2.061211742660837,NCT OF DELHI,AZADPUR
2020-07-05,2020-08-17,Anomaly,Anomaly,Anomaly,2.05761316872428,WEST BENGAL,ISLAMPUR
2020-11-15,2020-12-28,Anomaly,Anomaly,Anomaly,2.0081904076073265,PUNJAB,AJNALA
2020-11-15,2020-12-28,Anomaly,Anomaly,Anomaly,2.0081904076073265,PUNJAB,ZIRA
2019-12-08,2020-01-20,Anomaly,Anomaly,Anomaly,2.0,GUJARAT,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA)
2019-12-15,2020-01-27,Anomaly,Anomaly,Anomaly,2.0,GUJARAT,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA)
2019-12-29,2020-02-10,Anomaly,Anomaly,Anomaly,2.0,GUJARAT,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA)
2020-01-05,2020-02-17,Anomaly,Anomaly,Anomaly,2.0,GUJARAT,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA)
2020-01-12,2020-02-24,Anomaly,Anomaly,Anomaly,2.0,GUJARAT,BHARUCH
2019-12-08,2020-01-20,Anomaly,Anomaly,Anomaly,2.0,GUJARAT,VADHVAN
